pop,method,n,rep,Density,IB,LocalBalance
clust_uneq,srs,8,1,-0.4116692516397674,-0.24867038679902315,0.3632791348675281
clust_uneq,srs,8,2,-0.5369322945876198,0.14159001339635835,10.480437102706311
clust_uneq,srs,8,3,0.11254191645198133,-0.06647582906386,1.4551199540315214
clust_uneq,srs,8,4,-0.2251318587050199,-0.20399902343516013,0.3355063934953734
clust_uneq,srs,8,5,-0.3996840562636971,-0.03753963199760647,1.3208543719563317
clust_uneq,srs,8,6,-0.635940857530633,0.03888414838749638,1.5556227969317658
clust_uneq,srs,8,7,0.12652635544984928,-0.17846719637319952,2.9248826026891375
clust_uneq,srs,8,8,-0.24269278730996402,-0.20580085895991077,0.793539757313663
clust_uneq,srs,8,9,-0.29042702043907853,-0.0013177549352141465,0.3105286733623985
clust_uneq,srs,8,10,-0.3622178907828149,-0.16561184052665964,3.018758578387139
clust_uneq,srs,8,11,-0.4118931272193991,-0.009962323351892332,0.4559705662685511
clust_uneq,srs,8,12,-0.23166674550487512,-0.09979007310758738,0.9172933667382536
clust_uneq,srs,8,13,-0.2817496772718041,-0.09014865269388897,0.47540432403777616
clust_uneq,srs,8,14,-0.26478889450190995,-0.18609964904609635,0.3960979744771671
clust_uneq,srs,8,15,-0.3608634879953565,-0.03574056820682852,0.7729829415136436
clust_uneq,srs,8,16,-0.2892547081257969,-0.17993175078570212,2.0185590073802304
clust_uneq,srs,8,17,-0.18509853333834278,-0.2183682645994092,1.1024310577776046
clust_uneq,srs,8,18,-0.6052211498045723,-0.05225434272213049,3.6183913826091594
clust_uneq,srs,8,19,-0.20886807338285135,-0.05190222188141389,3.0460809639159017
clust_uneq,srs,8,20,-0.41472776010626355,0.053819352110513724,3.176957733266374
clust_uneq,srs,8,21,-0.522056046494112,0.09335672932079615,0.6524703077881236
clust_uneq,srs,8,22,-0.2626361840635399,-0.11388937002559663,1.4900159338484968
clust_uneq,srs,8,23,-0.24396897558880798,-0.10664570449066418,2.5181798113006715
clust_uneq,srs,8,24,0.25032832326386767,-0.06706692604472685,10.408845267313444
clust_uneq,srs,8,25,0.12254891508192305,-0.01959339573384223,10.141882290256865
clust_uneq,srs,8,26,-0.45416214960560186,0.086023311815551,0.649274731043842
clust_uneq,srs,8,27,0.2840957895559501,0.01905815236493301,10.058782693418815
clust_uneq,srs,8,28,0.22702291631591331,-0.2191959986117463,1.3544348641849706
clust_uneq,srs,8,29,-0.18055330531462507,-0.003419550977419067,3.0047877669822936
clust_uneq,srs,8,30,-0.13947828334396045,-0.0881877595845825,0.9283141859454462
clust_uneq,srs,8,31,0.03974931241261641,-0.09102221072270245,0.4079644264013628
clust_uneq,srs,8,32,-0.1018434614189922,-0.05615136143388688,0.5087064321935867
clust_uneq,srs,8,33,0.3318459452258067,0.003692192688283139,1.5312773686649337
clust_uneq,srs,8,34,-0.3437330035954628,-0.1803714211915998,0.4648278581060365
clust_uneq,srs,8,35,0.2272753697508352,0.13257040081438115,0.4596147400144559
clust_uneq,srs,8,36,-0.7373284270912841,0.04138957462166018,10.255824816127234
clust_uneq,srs,8,37,-0.4597760345006981,0.04355662048153835,1.653483878227478
clust_uneq,srs,8,38,-0.5603772700196712,0.15565906655629225,0.5388935121028726
clust_uneq,srs,8,39,-0.43874386318232306,-0.027284615101306753,1.1152497147616638
clust_uneq,srs,8,40,-0.5152055828013993,-0.08146444404286829,0.49341203086572133
clust_uneq,srs,8,41,-0.48071913513168724,0.018682792147583383,0.7994534674576548
clust_uneq,srs,8,42,0.1583506613232464,0.008315565965849665,0.5921220133993502
clust_uneq,srs,8,43,-0.4711877796203349,-0.050516033497041826,3.021683712997791
clust_uneq,srs,8,44,-0.25339814556176804,-0.14708415844738398,1.6819624959819792
clust_uneq,srs,8,45,-0.35537689358888136,-0.04107612826918962,0.6775677101955819
clust_uneq,srs,8,46,0.26913674191601317,-0.04561746031282361,1.5601837920533381
clust_uneq,srs,8,47,0.2892328465678152,0.03898855776261535,1.5850228989971193
clust_uneq,srs,8,48,-0.5019637933131712,-0.1305391987630006,10.562740133236861
clust_uneq,srs,8,49,-0.47038178777102957,-0.15729455812681983,0.50251683474489
clust_uneq,srs,8,50,-0.24392635915477792,-0.12014195044338531,1.3270125532405905
clust_uneq,srs,8,51,0.23102072134305424,-0.08379762995368681,0.3854437238398864
clust_uneq,srs,8,52,-0.30844788363408826,-0.1667677795184241,1.8981468504587313
clust_uneq,srs,8,53,-0.4209138708084459,0.05376456790484535,1.3232352824945155
clust_uneq,srs,8,54,-0.37307312535889253,0.026136289213411594,1.5987879451986422
clust_uneq,srs,8,55,0.10478763352142206,0.10719062864382504,0.34336286515185516
clust_uneq,srs,8,56,-0.71915815041014,-0.030553375507635924,7.142974765320623
clust_uneq,srs,8,57,-0.7994300207108396,0.055933075602330434,0.7644169996881902
clust_uneq,srs,8,58,-0.1690350664424512,-0.07942524725573234,1.5244833471238801
clust_uneq,srs,8,59,0.22424806587419038,0.05878566769546837,1.3990259943624135
clust_uneq,srs,8,60,-0.3259495465956357,0.11221354924254741,0.5421812248574489
clust_uneq,srs,8,61,-0.19024417687880907,0.008687396841318924,0.5232320671552603
clust_uneq,srs,8,62,-0.3527166416875853,-0.06217988082627878,0.3678016684678841
clust_uneq,srs,8,63,-0.2429737791685438,-0.09901927744006811,0.37435048674941823
clust_uneq,srs,8,64,0.1001429867691811,-0.04696856330436523,4.680299036072881
clust_uneq,srs,8,65,-0.4446225508405738,-0.0764320133191653,5.052106710164159
clust_uneq,srs,8,66,-0.15664249609422207,0.024499331215983876,2.1160002513832703
clust_uneq,srs,8,67,-0.597354823058657,0.015359152219874609,0.6813689268870989
