pop,method,n,rep,Density,IB,LocalBalance
grid_uneq,srs,16,1,0.27804512014231775,-0.202895380332994,6.188396124918919
grid_uneq,srs,16,2,0.12425612947244008,0.14159249517035558,6.1197013815874755
grid_uneq,srs,16,3,-0.1477448855681002,0.04635154932679105,158.49537820951653
grid_uneq,srs,16,4,0.18542122033190298,-0.06529292954658197,158.45121911591372
grid_uneq,srs,16,5,0.25088128336689874,-0.025146138614368502,2.3332288912574755
grid_uneq,srs,16,6,0.2758485117139765,-0.023692952406202415,2.420745906099065
grid_uneq,srs,16,7,0.35080194070853354,-0.08269877095962169,158.4338708648702
grid_uneq,srs,16,8,-0.31553457708303717,-0.004111996470781075,158.67379999195947
grid_uneq,srs,16,9,0.10507712633692239,0.050669407060402315,8.829455046037536
grid_uneq,srs,16,10,-0.5378940289574147,0.003359982005296718,1.062375730304352
grid_uneq,srs,16,11,-0.2585289035552786,-0.09561773002121876,0.3987837966401762
grid_uneq,srs,16,12,-0.1969623371736604,0.14448760749969686,8.12805949904686
grid_uneq,srs,16,13,0.2576150875996478,0.014343750288619053,158.60552116173048
grid_uneq,srs,16,14,0.15472191473056146,0.12683809327953802,3.176591090866293
grid_uneq,srs,16,15,0.2682268015235038,-0.010146554661147928,9.085544592757898
grid_uneq,srs,16,16,0.21000564446210182,-0.013857876604455914,7.866233991454055
grid_uneq,srs,16,17,-0.2827561716706354,0.18427488250706603,5.522310855798435
grid_uneq,srs,16,18,-0.382321391715677,-0.06016624714510301,158.70756654679772
grid_uneq,srs,16,19,0.3580439663038684,-0.27926355030062855,9.360934525670196
grid_uneq,srs,16,20,-0.2301967296048003,-0.0641566529918155,2.7933311126698914
grid_uneq,srs,16,21,0.14258758021253637,-0.15991730221227785,6.090310364629801
grid_uneq,srs,16,22,-0.3624256355918052,-0.13814547658247162,0.7372010319384149
grid_uneq,srs,16,23,-0.48263138840473235,-0.11991461261103588,4.107672943297384
grid_uneq,srs,16,24,0.4293577569501755,-0.14194813398844336,10.125139043678208
grid_uneq,srs,16,25,0.2404778787307703,0.12333498757509978,158.5806746627403
grid_uneq,srs,16,26,-0.18736507153744628,-0.05073278091225743,5.650818560814562
grid_uneq,srs,16,27,-0.20294895793430692,-0.11947253287705085,5.463229287551224
grid_uneq,srs,16,28,0.12543206520779163,-0.16444971943638262,158.41754003587423
grid_uneq,srs,16,29,0.12246780891096955,0.047715278161706,9.401294052217125
grid_uneq,srs,16,30,-0.22984551117417074,-0.04940384701063277,0.7619785111351355
grid_uneq,srs,16,31,0.25856939554508646,-0.244555686841187,158.35401982118478
grid_uneq,srs,16,32,-0.19199944928640084,0.19037110605216448,2.0054994049547523
grid_uneq,srs,16,33,-0.5942140160992808,-0.07320249699148788,2.7799859389145993
