"V1","V2","V3","V4","V5","V6","V7","V8"
35,42,59,64,72,89,91,96
24,47,52,66,78,84,93,97
12,46,58,61,75,81,89,100
47,49,53,72,74,78,91,98
55,57,70,83,88,92,97,100
18,45,51,66,70,81,86,100
46,54,59,68,73,86,90,92
45,47,61,82,85,87,90,98
37,43,60,65,71,86,89,92
14,40,66,72,75,86,89,94
39,55,64,79,82,88,90,97
40,46,57,71,80,83,86,98
34,41,66,69,71,74,96,99
22,43,49,68,76,84,87,98
43,51,59,68,75,81,84,96
25,48,63,75,79,87,91,96
13,64,70,76,83,89,92,98
37,65,71,77,78,80,83,98
14,58,61,74,79,86,94,98
50,63,66,72,78,90,92,96
41,49,55,74,76,92,94,98
20,34,38,54,77,80,81,85
26,39,67,70,72,84,92,98
51,57,64,70,91,94,97,100
25,41,45,68,73,90,94,97
26,43,69,71,75,80,86,91
44,46,62,67,80,92,95,97
34,59,63,76,78,81,94,100
36,48,60,75,78,82,87,94
48,50,64,66,84,86,90,91
45,53,59,61,71,79,83,98
31,58,61,63,75,80,86,99
31,45,58,61,75,78,90,92
24,40,67,74,81,89,93,97
30,42,55,57,61,90,92,94
21,25,50,65,69,85,87,91
34,42,48,56,68,73,84,87
31,38,44,57,69,91,94,98
34,47,62,68,85,87,91,99
11,29,33,37,78,83,91,94
33,50,62,67,84,89,91,99
46,48,53,60,83,88,94,97
20,51,55,70,72,75,77,100
23,37,55,67,74,82,89,96
24,28,52,67,72,80,85,97
31,46,62,67,81,86,90,95
20,46,61,70,81,85,87,98
68,70,71,77,85,92,94,97
23,56,68,72,74,90,92,95
44,48,64,72,77,80,89,93
16,60,61,66,68,85,94,97
21,36,48,61,68,75,92,98
32,37,60,64,72,89,93,97
7,51,58,65,70,76,88,91
41,50,63,66,74,78,92,97
39,42,46,79,81,84,87,96
38,51,75,77,83,89,91,99
33,63,65,67,80,88,94,96
33,54,56,71,79,84,86,99
44,47,61,75,78,83,86,90
36,39,42,45,77,83,89,100
22,25,37,61,77,82,88,100
15,46,72,77,81,85,90,96
24,30,51,69,85,87,90,92
14,43,54,57,79,84,88,92
19,59,64,72,75,86,88,99
27,56,63,79,84,92,96,98
29,57,66,71,73,86,89,92
24,38,51,72,75,80,88,96
