"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
9,21,22,23,30,35,39,42,44,55,56,70,74,81,83,85
5,10,15,17,21,23,25,28,32,35,47,59,60,67,77,83
5,7,14,20,28,33,34,44,47,52,58,60,61,68,86,87
2,7,9,15,17,20,21,26,34,35,39,61,62,85,98,100
7,21,28,29,30,42,43,62,63,67,69,73,74,89,95,98
3,16,25,32,34,50,60,64,65,68,71,74,84,86,90,99
8,14,15,16,25,28,44,46,58,60,67,69,76,83,90,92
5,6,7,12,14,21,24,25,52,67,68,69,79,83,86,99
2,9,14,16,33,37,38,42,62,69,71,74,77,94,96,98
2,3,7,21,30,34,40,42,55,58,68,74,85,89,92,99
20,21,29,35,37,39,47,55,60,61,70,74,76,85,88,98
2,8,20,24,42,47,52,55,59,70,74,75,76,82,86,98
8,21,24,25,34,37,38,44,45,48,61,64,71,79,90,97
1,2,6,20,21,26,30,37,55,58,61,62,76,81,89,95
5,7,15,20,23,25,37,52,56,59,60,61,83,87,90,97
5,11,20,37,42,52,56,69,71,74,75,81,82,83,90,98
2,5,30,37,42,48,61,62,67,69,73,89,93,96,98,99
2,3,8,14,20,25,29,30,38,55,59,66,68,69,73,95
10,20,21,22,25,28,32,38,44,58,61,71,84,85,86,98
2,7,9,11,23,25,35,42,54,58,69,71,72,74,89,95
7,9,15,17,22,56,63,64,67,74,81,83,86,87,88,90
8,9,14,20,21,38,43,45,55,56,61,65,90,95,98,99
1,3,14,24,25,34,47,48,60,61,63,66,69,70,87,94
22,28,37,42,47,52,55,58,67,69,76,77,85,89,92,95
2,3,5,8,21,25,30,34,43,61,66,67,78,79,82,85
5,7,14,21,25,30,42,58,62,67,71,79,82,83,92,97
7,11,16,20,23,30,35,37,48,62,69,71,79,81,83,90
12,14,21,35,38,40,61,67,68,81,83,85,92,94,95,100
5,14,32,33,34,40,48,56,60,61,73,77,87,90,92,95
12,30,32,59,66,69,73,76,77,81,85,87,89,93,95,98
9,23,32,33,47,61,66,70,76,81,84,89,90,93,96,99
7,15,32,35,43,58,61,62,66,83,84,85,87,90,91,99
1,2,7,9,12,14,16,24,27,34,38,40,43,69,82,94
9,14,16,20,30,31,35,44,50,59,61,77,81,97,98,99
17,22,25,34,42,48,49,60,67,68,70,74,87,90,95,97
9,14,16,23,25,32,38,46,47,58,62,63,64,71,74,83
2,7,8,25,29,46,66,71,76,86,87,92,93,95,98,99
7,16,17,24,25,31,37,44,58,59,76,82,83,87,90,97
7,9,30,34,44,47,50,54,60,61,63,66,67,89,93,99
2,8,22,25,35,40,41,58,60,61,66,67,69,86,89,99
2,16,35,43,52,55,56,64,67,68,69,70,85,86,98,99
12,24,28,34,38,39,42,44,51,61,64,67,71,83,87,93
1,5,7,9,14,27,28,42,44,60,70,81,87,90,95,98
9,14,25,30,32,42,43,48,59,61,62,70,74,77,83,91
2,5,21,22,28,30,34,35,61,62,67,71,72,81,92,93
7,9,21,24,51,52,59,61,62,67,70,76,81,90,95,98
6,7,22,23,24,32,34,37,42,45,58,62,71,87,89,99
11,20,25,28,34,40,42,56,68,69,71,76,78,90,95,100
1,3,16,29,34,43,50,66,69,76,81,82,83,85,87,100
2,15,20,33,35,38,40,43,48,56,67,69,70,72,81,98
2,12,16,23,24,30,33,44,55,59,64,66,79,82,83,98
2,7,20,28,42,57,58,65,66,68,70,76,81,83,94,95
1,16,20,30,32,33,35,40,55,56,58,71,83,85,87,100
14,20,32,38,55,68,70,81,83,84,85,86,87,92,93,95
1,2,8,14,26,32,42,52,60,62,64,74,81,82,92,98
12,15,17,27,28,30,32,35,38,47,61,64,69,79,92,98
5,7,8,15,16,22,25,35,52,60,66,82,83,87,90,97
5,7,16,20,58,60,62,64,65,66,81,86,88,90,98,99
2,7,15,16,32,35,38,50,54,56,62,63,68,86,89,98
12,24,26,34,42,47,64,69,74,81,82,84,86,90,94,96
2,8,14,19,22,37,55,60,61,62,64,67,87,93,95,98
2,9,12,13,15,16,17,32,68,74,81,85,87,89,91,98
1,3,4,15,24,38,47,56,61,67,81,83,86,90,94,97
15,16,20,37,38,40,42,46,50,59,62,67,71,72,81,98
14,23,24,25,29,31,34,37,38,39,42,44,47,64,75,95
5,7,14,25,26,29,39,47,50,61,64,67,70,82,86,100
2,8,21,30,34,37,38,39,46,53,55,61,67,71,93,95
6,9,16,17,24,25,30,34,42,62,64,67,75,85,90,100
3,7,9,24,42,56,58,66,67,69,76,81,82,88,90,97
2,14,16,33,34,40,47,68,70,71,76,79,81,83,85,95
5,12,20,40,42,55,59,60,69,71,73,82,83,86,87,92
12,15,21,25,27,35,42,44,47,50,71,83,85,86,91,98
5,6,7,16,20,33,44,54,56,61,64,66,74,82,85,98
2,3,5,6,12,21,32,36,48,61,64,71,81,82,83,91
7,23,32,38,44,47,58,61,64,66,79,81,82,86,87,92
3,7,10,14,16,22,23,24,42,48,58,67,68,83,90,99
2,12,14,16,17,19,24,25,32,37,39,52,55,64,71,98
2,14,37,48,55,62,67,69,70,72,76,83,85,87,91,94
3,14,15,17,19,28,30,32,37,40,47,61,76,79,81,83
7,11,15,20,21,23,34,48,49,60,61,66,68,70,90,98
3,5,16,24,25,27,30,47,65,69,70,82,89,94,95,98
12,22,25,40,47,48,50,61,63,64,67,76,85,87,98,99
16,20,32,43,44,50,54,55,56,66,76,82,85,86,90,91
14,16,17,21,24,28,31,55,58,62,71,76,86,90,91,98
12,16,22,28,34,42,46,52,60,69,71,74,76,77,81,98
2,3,16,25,30,48,63,64,66,69,70,75,77,95,98,100
3,5,11,15,20,24,25,47,51,58,68,69,77,82,87,98
24,38,39,42,44,52,60,66,69,75,77,81,82,89,90,98
3,4,5,8,9,22,24,25,29,32,47,61,71,76,87,98
14,17,20,24,25,32,37,39,40,48,61,64,70,78,87,99
2,4,14,23,25,30,35,44,59,60,69,70,73,83,98,99
5,7,10,17,40,54,55,56,68,69,71,76,86,89,90,98
5,14,17,29,37,59,60,61,69,71,74,81,87,91,92,98
3,14,16,30,32,37,46,56,76,81,83,87,90,94,95,97
2,6,8,14,21,22,30,31,48,61,67,70,74,89,93,99
2,5,6,15,19,20,32,40,42,51,55,56,60,76,83,99
10,14,15,17,21,22,24,25,34,37,61,69,70,76,90,94
8,9,14,24,29,40,47,55,63,67,69,89,90,95,96,98
2,15,16,17,21,37,38,44,58,59,66,69,74,88,89,98
14,15,17,21,25,32,37,47,52,60,61,65,74,89,92,98
5,14,25,30,34,48,53,54,61,62,67,75,77,89,90,95
1,7,24,25,28,52,56,60,67,77,83,86,87,89,90,91
7,14,22,25,28,44,50,60,70,73,74,76,87,89,90,98
2,6,21,25,28,30,32,39,44,66,67,69,70,75,76,85
2,3,7,16,21,38,54,65,66,69,70,74,78,81,86,89
11,17,21,33,34,35,37,48,55,56,60,62,69,74,81,83
3,9,24,25,66,67,68,69,77,83,85,87,90,92,93,95
1,23,24,25,29,31,37,38,55,61,69,76,81,85,90,99
8,14,15,20,35,44,55,58,61,68,76,78,81,86,87,90
3,7,17,20,24,28,30,47,61,63,70,83,89,90,92,100
2,12,14,15,16,20,30,32,35,42,44,54,63,81,82,94
5,16,17,25,28,60,64,66,68,69,70,83,90,91,95,100
2,4,8,9,37,38,42,55,62,66,67,69,74,84,92,98
2,14,15,16,17,29,30,35,63,67,69,73,81,83,92,95
3,7,9,20,25,34,50,59,61,64,74,77,80,86,87,90
5,17,20,25,29,34,47,52,57,61,75,82,85,86,89,97
2,5,16,17,21,27,32,40,60,70,83,86,89,95,97,99
1,3,9,12,14,15,34,42,47,50,53,60,64,69,81,85
2,7,12,14,16,19,28,37,59,63,67,76,77,81,83,85
