Method,Density,Moran,Voronoi
K-Means (33_lexico),0.3349015104784909,-0.2447772099699515,0.6153568007862875
K-Means (33_random),-0.4799644169396347,-0.0791242726028438,0.4916049841302051
K-Means (33_projection),-0.2765558033256759,-0.365468163036326,0.4330882794313105
K-Means (33_distance_0),0.1485733999360096,-0.2675822543601265,0.4789157622118137
K-Means (33_angel_0),-0.0668622119133045,-0.4731003513271128,0.44302993342711
K-Means (33_lexico),0.0754682699650293,-0.2307965455862488,0.6635354505056139
K-Means (33_random),0.2031924862934089,-0.3561366021814537,0.289442520004811
K-Means (33_projection),0.1572649331754224,-0.466030437565482,0.3294149433847759
K-Means (33_distance_0),-0.1618787375542649,-0.4377674937097254,0.3519763204146209
K-Means (33_angel_0),0.296369258477788,-0.3386115378172402,0.6399961886463691
K-Means (33_lexico),-0.0730702013278108,-0.3518344942825828,0.5760728101463202
K-Means (33_random),0.2545464867959834,-0.329956008798046,0.5522995663917465
K-Means (33_projection),-0.1829163761004084,-0.2493019253197457,0.3266953132308755
K-Means (33_distance_0),0.0696004477351751,-0.4902672512353876,0.51881057086986
K-Means (33_angel_0),0.1933601313374627,-0.400320384512718,0.2845732170946646
K-Means (33_lexico),-0.1542581197701348,-0.3590245611063171,0.4102342076867702
K-Means (33_random),0.3450391813956689,-0.2746743543868901,0.6260125429765031
K-Means (33_projection),-0.1784306860747966,-0.1379055399819242,0.5100281367791482
K-Means (33_distance_0),0.1214819970859349,-0.3195523742829633,0.300337639505152
K-Means (33_angel_0),0.1089542744517039,-0.2587047306328635,0.58508538728428
K-Means (33_lexico),0.2525798920595174,-0.3943275499050142,0.3279478808394635
K-Means (33_random),0.2000276500045861,-0.4902672512353878,0.3312241122425183
K-Means (33_projection),0.1485733999360096,-0.2675822543601265,0.4789157622118137
K-Means (33_distance_0),0.2419350899212881,-0.3783135279331985,0.2904059892427682
K-Means (33_angel_0),0.4415782767458488,-0.3097322155408241,0.5941487138963647
K-Means (33_lexico),-0.3292415177647979,-0.4122221165251742,0.3462832104677579
K-Means (33_random),0.4822530247781485,-0.3864486678073005,0.6152125459482651
K-Means (33_projection),-0.0981508347297943,-0.3678260598380864,0.4547541541787047
K-Means (33_distance_0),-0.3250571927628384,-0.3363318944727437,0.3984364235470964
K-Means (33_angel_0),0.0343903924452667,-0.2583388028716498,0.4683247702917631
K-Means (33_lexico),-0.01882350294783,-0.3411441196105076,0.294141647316058
K-Means (33_random),-0.3292415177647979,-0.4122221165251742,0.3462832104677579
K-Means (33_projection),-0.1694006687410821,-0.406855422908264,0.5473289997104132
K-Means (33_distance_0),-0.1618787375542649,-0.4377674937097254,0.3519763204146209
K-Means (33_angel_0),-0.1337853077859778,-0.4651270704016858,0.4974667691310538
K-Means (33_lexico),0.4155940393538522,-0.2739178792034835,0.6805665314386717
K-Means (33_random),-0.2657311114226144,-0.4863866382226746,0.3526922988281474
K-Means (33_projection),-0.2765558033256759,-0.365468163036326,0.4330882794313105
K-Means (33_distance_0),-0.1618787375542649,-0.4377674937097254,0.3519763204146209
K-Means (33_angel_0),0.29974825583658,-0.2442199594739188,0.7171320650796232
K-Means (33_lexico),-0.1481721682487535,-0.3857583749052298,0.4118862908554716
K-Means (33_random),-0.1129894056088022,-0.3703064483257661,0.4838224652219536
K-Means (33_projection),-0.1694006687410821,-0.406855422908264,0.5473289997104132
K-Means (33_distance_0),0.4415782767458488,-0.3097322155408241,0.5941487138963647
K-Means (33_angel_0),-0.1726349063875139,-0.4461610842140741,0.3364075568631458
K-Means (33_lexico),-0.363265097890441,-0.408522853875394,0.3535834817250569
K-Means (33_random),-0.1632185547071112,-0.377674651629045,0.4278079332255766
K-Means (33_projection),-0.0758657577073272,-0.4351941398892448,0.4735474208916084
K-Means (33_distance_0),0.1089542744517039,-0.2587047306328635,0.58508538728428
K-Means (33_angel_0),0.2419350899212881,-0.3783135279331985,0.2904059892427682
K-Means (33_lexico),-0.1168841632560872,-0.2593682340213764,0.513559057249546
K-Means (33_random),0.3746321452231958,-0.3353468100238882,0.6153130420146696
K-Means (33_projection),0.230782031738258,-0.361658819122769,0.3301336876629062
K-Means (33_distance_0),-0.1784306860747966,-0.1379055399819242,0.5100281367791482
K-Means (33_angel_0),0.1214348184476396,-0.3084840828609002,0.6522905311810128
K-Means (33_lexico),0.3074108233214822,-0.4791666666666677,0.5486766162761897
K-Means (33_random),-0.2045269432410834,-0.3682494166779659,0.3951452290932394
K-Means (33_projection),0.1214348184476396,-0.3084840828609002,0.6522905311810128
K-Means (33_distance_0),0.2419350899212881,-0.3783135279331985,0.2904059892427682
K-Means (33_angel_0),0.3607517361711367,-0.4455663943395049,0.5179615650276046
