"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
7,12,15,27,30,31,36,44,47,57,62,74,81,88,96,99
9,13,17,21,30,37,44,56,60,62,74,79,81,83,86,98
6,9,12,20,23,27,38,43,54,57,66,73,80,81,85,99
3,7,21,24,28,38,40,45,52,55,67,72,79,80,86,94
5,7,13,18,33,35,38,40,54,59,66,71,84,89,93,97
5,18,22,26,30,34,42,49,55,58,63,72,75,77,80,99
1,4,7,9,26,34,38,41,47,54,65,70,74,85,89,91
4,13,17,20,21,24,33,37,52,56,60,67,73,80,88,94
4,15,17,19,21,34,40,51,54,56,69,71,77,86,90,92
5,14,19,21,28,35,43,48,56,63,70,77,79,81,94,96
4,12,18,20,21,34,36,47,57,59,60,61,73,74,88,93
1,18,23,30,32,37,45,54,57,68,74,80,83,91,95,97
8,13,19,24,27,37,39,43,45,63,66,69,72,85,88,98
12,17,19,25,31,37,40,44,53,57,59,72,78,83,95,99
7,11,25,27,29,33,41,47,49,61,64,76,81,88,94,99
4,11,12,19,35,37,39,42,52,54,57,60,69,86,92,96
2,6,9,28,32,37,51,55,60,69,72,84,87,91,94,99
2,9,13,14,16,33,37,39,48,62,64,73,81,87,90,95
7,11,13,26,36,44,48,50,53,57,72,76,79,81,90,94
4,7,11,19,23,27,47,52,57,64,70,75,83,87,90,92
2,15,16,19,30,32,36,44,49,51,59,64,72,77,96,100
1,15,19,23,32,35,40,43,58,61,73,75,77,79,90,94
1,17,24,29,33,36,42,44,47,55,58,62,75,78,84,89
6,12,14,18,19,35,40,43,58,63,65,72,87,90,94,99
2,5,10,16,29,31,37,44,56,77,79,81,85,91,94,100
4,7,12,29,35,43,47,49,53,56,60,73,75,78,87,94
13,15,20,26,29,31,44,46,49,53,54,57,77,81,89,92
6,12,18,29,33,37,42,55,58,60,61,74,81,83,86,90
12,14,17,19,32,35,50,56,58,62,73,81,89,94,96,98
5,6,19,22,26,40,44,56,62,64,69,71,77,90,92,97
1,7,10,24,30,34,48,59,62,64,67,71,80,83,95,100
2,7,22,25,29,36,44,56,60,68,73,74,79,87,91,93
4,11,18,25,33,35,40,51,56,60,64,68,82,86,89,91
5,7,21,28,30,33,42,45,58,64,71,77,78,80,84,95
7,9,23,25,32,43,45,47,49,61,80,86,88,91,94,97
12,15,19,26,33,36,39,55,58,60,61,73,74,87,94,97
1,6,10,24,32,40,44,48,56,61,64,70,75,79,93,98
8,13,15,21,30,35,37,41,49,59,62,64,82,88,90,96
1,6,12,23,30,33,36,38,52,60,65,78,82,84,86,99
4,8,16,20,21,43,47,50,51,56,70,72,74,77,81,98
5,10,13,26,32,38,40,44,54,57,60,62,85,87,90,92
10,14,18,22,32,35,41,46,49,52,66,68,72,74,94,98
2,4,17,19,28,31,36,43,50,54,62,68,77,81,85,89
4,10,12,16,28,33,44,49,51,58,60,64,72,78,83,96
9,11,16,20,23,34,46,49,56,61,68,75,80,83,88,92
7,11,14,18,32,35,38,49,53,72,74,76,78,90,92,95
4,17,22,25,33,35,38,53,55,57,59,75,83,87,90,97
5,7,11,20,43,46,49,50,57,65,71,74,78,83,87,91
3,8,19,26,32,40,43,48,64,66,68,70,72,75,86,90
5,7,12,29,31,35,38,59,63,72,75,78,81,84,87,90
3,7,21,33,35,40,48,51,54,56,70,78,81,85,96,99
8,15,21,23,30,34,37,49,54,59,61,66,75,89,91,97
12,15,17,18,34,40,41,51,57,63,66,80,84,87,89,91
3,9,12,16,21,28,36,42,50,57,63,74,76,78,92,99
1,10,13,16,28,42,45,49,52,65,69,80,81,86,88,94
4,8,11,24,27,32,40,48,53,65,70,73,77,92,94,99
10,12,14,18,21,34,38,40,41,47,60,65,72,86,88,94
14,17,19,20,21,26,42,47,53,54,56,65,71,76,80,93
3,6,10,22,24,38,46,53,58,64,66,72,80,84,97,100
1,4,13,16,29,32,37,45,49,54,57,63,79,82,85,97
1,4,7,10,19,24,37,39,43,56,63,71,77,79,86,91
10,14,18,21,32,39,41,44,47,59,65,68,75,81,92,99
7,12,23,24,31,37,40,52,55,57,71,73,74,79,88,98
4,22,24,28,30,39,42,55,57,62,70,75,81,83,87,99
11,13,17,25,28,35,39,41,51,55,68,71,76,80,87,94
4,9,13,20,34,36,41,54,58,63,67,69,71,78,84,98
1,5,13,16,19,33,39,47,55,62,67,69,75,80,93,96
7,13,16,20,22,34,47,50,53,55,62,76,80,81,95,97
2,8,10,15,24,28,49,51,55,58,70,73,76,87,92,100
4,8,21,24,26,28,42,48,53,56,61,76,81,88,97,100
3,8,11,17,25,36,41,49,54,57,62,76,78,80,83,92
10,11,13,22,26,28,34,37,48,60,65,74,78,81,86,93
2,7,14,20,21,26,45,47,49,51,64,66,73,87,89,100
8,10,11,15,23,31,43,48,50,56,65,69,71,83,85,99
6,8,11,17,25,30,44,51,53,56,58,60,64,83,92,99
6,9,21,24,27,42,44,46,56,60,64,69,72,76,88,96
6,12,19,24,28,36,41,44,50,65,67,69,73,92,94,97
9,16,22,28,31,35,38,52,60,68,73,76,80,82,93,97
4,11,19,30,31,35,43,46,52,68,70,75,81,87,95,99
2,4,19,25,27,31,36,43,50,57,69,73,75,86,89,93
1,4,16,23,29,37,50,51,53,62,66,75,77,79,93,100
3,8,11,25,31,35,44,48,50,56,74,80,82,88,94,99
19,22,25,27,33,37,44,49,54,58,62,66,83,89,91,96
6,11,13,18,30,36,38,41,55,57,62,75,79,82,90,94
11,15,20,29,35,37,42,50,53,56,67,71,76,93,95,98
7,10,12,15,21,24,37,45,52,59,64,76,78,81,83,98
