"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
7,9,10,12,17,21,23,39,52,71,82,83,84,86,92,95
8,21,24,28,29,46,47,49,61,62,63,79,82,85,87,98
8,10,18,25,27,31,34,43,54,59,65,72,75,82,89,99
7,16,23,30,35,36,40,45,58,61,70,84,87,90,91,95
7,11,24,29,33,44,51,53,54,55,57,61,90,95,98,99
14,19,24,33,51,63,67,76,79,85,86,87,91,93,94,100
5,8,10,12,52,57,58,66,67,68,69,77,89,90,92,94
1,21,33,44,45,46,52,74,76,77,79,81,86,88,93,97
11,18,24,26,32,60,62,74,76,85,91,92,93,97,98,99
1,12,21,22,29,39,41,48,52,61,62,74,77,81,84,100
10,20,21,22,27,32,40,44,46,47,49,51,55,56,87,99
2,10,14,16,18,22,43,45,50,55,56,67,71,72,79,89
11,20,21,38,39,46,61,64,65,69,85,89,90,94,97,99
3,7,22,25,29,33,36,40,42,46,49,51,72,77,85,92
2,14,26,31,41,46,47,51,68,69,72,81,85,90,92,98
2,16,19,23,26,30,41,49,50,55,58,66,68,73,76,98
3,9,17,21,23,34,44,52,53,57,60,71,76,78,79,98
3,9,25,30,34,48,57,59,60,63,82,83,86,87,93,100
15,17,18,22,24,30,38,54,62,72,77,78,80,82,86,93
4,16,18,28,30,41,42,46,64,70,73,75,78,86,92,100
8,9,32,33,37,40,42,52,79,84,87,89,95,96,97,99
15,17,18,19,24,26,54,63,73,74,76,86,89,95,97,98
1,11,13,30,33,34,50,53,58,59,60,65,76,83,86,92
3,11,18,19,34,40,43,47,56,59,62,66,75,78,94,100
8,13,18,22,27,34,42,46,58,69,73,77,79,82,96,97
3,4,10,17,22,24,28,37,46,61,65,68,83,89,94,100
1,9,13,20,22,24,31,40,45,46,49,67,74,78,83,84
16,23,28,29,41,46,58,61,68,69,78,81,83,89,92,100
4,5,12,13,14,15,20,27,28,29,31,42,49,51,90,92
1,5,15,19,25,27,37,41,42,49,64,72,84,91,94,95
17,25,31,32,39,41,44,51,55,61,66,76,78,84,85,89
7,10,13,16,31,38,39,56,57,58,60,61,62,69,75,78
4,11,12,30,33,37,47,52,72,73,75,81,85,93,98,100
4,11,17,21,22,24,25,32,45,55,68,71,74,86,96,100
1,3,7,10,12,13,14,24,25,27,37,38,40,49,65,72
3,6,8,11,13,14,21,25,29,38,41,44,68,85,86,98
5,23,26,36,43,46,55,58,63,66,67,81,83,86,90,99
14,24,31,40,46,54,63,71,74,75,76,78,86,88,91,100
11,20,24,44,46,48,54,55,56,66,69,73,80,83,86,98
2,6,15,24,32,37,47,49,50,53,66,67,68,73,76,79
20,27,47,49,50,59,64,66,73,77,82,84,85,87,90,97
8,15,27,32,35,36,45,65,71,73,75,82,89,94,95,99
7,19,33,35,42,47,52,55,59,69,73,79,83,84,95,97
11,18,20,35,45,46,51,55,61,67,70,75,82,91,95,99
3,13,20,27,30,37,38,42,52,59,73,75,84,85,98,100
3,8,23,24,48,57,62,66,69,71,72,78,92,94,96,98
2,10,20,31,39,44,47,50,51,69,70,71,74,75,81,96
2,12,15,19,21,25,26,38,56,58,82,84,85,87,90,93
12,13,14,23,26,29,53,60,64,67,71,72,77,78,81,90
15,17,29,31,41,44,65,68,70,81,82,86,88,89,90,99
3,16,17,33,40,45,61,62,64,66,72,84,87,89,94,96
2,4,8,20,28,31,34,37,39,52,53,54,62,68,87,91
10,24,33,35,41,44,63,70,71,73,75,84,89,94,96,99
3,5,21,32,41,43,44,52,71,79,84,85,88,94,97,98
1,9,10,13,14,27,31,32,38,40,48,50,58,90,96,97
4,5,11,21,34,45,50,61,62,65,66,67,70,72,83,100
21,26,38,43,47,49,54,56,57,58,75,78,82,86,90,96
11,20,23,27,35,39,50,52,54,55,64,65,66,78,90,93
9,15,19,21,22,31,38,54,70,72,78,80,81,82,86,93
11,15,16,23,32,33,36,43,52,66,73,76,81,94,95,99
5,10,14,24,27,30,32,38,60,66,75,84,87,94,99,100
1,5,7,8,35,42,43,45,70,71,72,77,80,81,84,88
4,8,14,20,33,37,45,61,78,81,88,89,94,95,96,99
4,9,11,18,21,38,44,52,54,60,62,67,78,85,93,97
1,11,24,27,30,32,47,50,56,62,66,67,72,79,80,83
3,17,22,31,32,34,36,38,59,61,72,80,81,82,87,100
1,7,14,15,16,21,42,45,58,71,75,77,90,93,94,96
13,21,26,27,29,37,41,46,49,56,58,71,72,73,77,98
13,14,25,33,40,45,50,67,70,79,82,89,92,93,94,100
23,24,29,43,54,64,68,70,79,87,90,91,94,95,98,99
4,5,6,9,24,30,49,53,54,65,66,73,76,84,96,99
18,28,30,35,40,44,48,64,65,73,74,75,77,85,93,99
4,6,9,12,14,19,27,31,38,53,66,69,71,73,76,89
1,10,11,19,23,30,36,38,40,50,61,63,69,72,90,91
8,15,17,25,33,40,50,51,52,57,66,75,78,82,93,100
2,6,7,11,13,29,33,34,39,41,70,71,72,74,88,99
1,11,16,27,30,46,47,55,60,62,66,76,81,94,95,98
11,14,22,23,27,32,33,39,43,53,57,60,63,68,92,94
10,13,15,29,39,41,55,63,68,71,79,86,88,90,93,99
1,3,5,10,12,30,31,51,59,64,67,69,73,82,89,95
7,10,22,24,33,38,49,51,52,54,63,64,79,91,98,99
6,18,34,39,41,46,48,52,53,55,56,61,62,65,80,84
2,13,17,20,23,26,30,33,38,41,73,74,84,87,93,97
5,11,12,14,19,22,29,40,50,51,53,69,72,89,92,95
18,19,31,34,35,36,41,42,46,52,55,56,62,72,76,85
1,3,4,14,18,27,28,40,41,55,63,76,85,88,91,95
1,2,13,31,36,41,49,60,63,71,75,82,83,88,96,98
5,10,12,15,17,20,23,28,38,40,53,56,62,68,77,97
11,14,16,21,33,36,43,46,50,59,63,76,80,86,88,95
2,6,7,22,31,32,36,40,47,53,55,65,73,76,82,99
4,19,21,25,27,36,49,57,60,64,74,85,86,87,95,98
3,10,18,23,32,48,57,61,70,72,79,81,90,91,96,97
10,21,26,36,39,43,47,50,54,61,72,73,77,83,86,97
2,3,9,15,16,37,38,44,45,59,64,69,79,85,90,100
6,18,31,32,46,47,50,51,59,62,63,67,78,82,86,97
1,3,5,14,21,22,23,27,32,38,40,63,64,77,91,96
1,9,12,20,30,37,40,49,55,65,77,83,88,91,96,97
5,14,19,38,39,45,63,66,68,69,80,84,86,88,89,95
2,4,16,23,35,39,44,46,48,52,56,60,71,75,84,92
7,20,26,31,34,35,40,46,49,51,57,66,74,76,78,89
1,3,10,16,29,36,37,39,40,43,49,73,77,83,91,95
5,6,12,24,25,27,28,30,32,35,42,49,71,79,83,89
4,8,11,24,32,47,52,58,60,62,66,71,78,83,85,96
4,16,19,20,25,27,33,37,51,54,56,60,75,91,95,99
2,5,16,17,18,20,35,40,45,47,53,57,62,64,96,99
10,16,20,32,35,40,44,45,52,71,73,78,84,91,96,97
1,2,8,9,15,19,27,40,54,58,66,70,78,80,82,89
8,10,22,33,35,39,45,48,49,50,53,58,69,72,79,94
20,22,25,38,41,42,61,65,69,76,78,79,81,91,96,99
6,7,8,9,12,27,33,39,42,51,63,70,73,79,84,89
13,20,26,27,33,37,38,45,51,54,78,83,84,85,93,96
16,22,23,24,26,30,47,52,54,60,68,69,71,72,97,98
5,6,8,14,19,23,33,45,49,65,66,79,81,84,89,94
9,13,16,18,25,27,40,45,52,55,78,79,84,90,96,100
3,8,10,14,23,28,31,46,48,60,63,71,78,88,94,100
5,46,52,53,58,60,62,65,68,74,81,83,84,86,89,96
12,13,16,42,50,52,56,61,63,68,77,88,90,92,96,98
18,22,30,34,36,37,45,50,53,72,79,81,85,93,94,96
6,19,21,25,26,27,32,39,67,68,74,80,83,90,92,99
6,7,18,23,29,38,45,48,57,61,64,69,73,80,81,91
4,16,20,27,33,39,42,43,47,50,54,70,77,83,94,95
9,15,16,27,33,38,42,43,47,65,69,70,72,76,79,85
2,11,12,21,34,42,50,69,72,73,78,83,87,92,95,98
13,16,27,30,32,43,51,54,59,65,68,76,79,85,99,100
