"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
2,5,12,15,26,31,39,42,43,55,60,62,67,72,80,88
13,17,20,33,37,38,42,52,55,56,57,59,74,82,84,97
3,13,27,34,50,53,57,58,68,69,76,81,82,85,90,96
1,4,6,9,19,34,45,47,51,62,65,66,81,82,90,93
1,3,7,10,16,29,31,45,53,67,73,80,82,85,94,95
6,7,30,36,45,50,52,60,68,73,79,80,87,89,96,99
12,15,16,20,22,23,27,39,48,53,55,57,58,76,82,84
1,2,6,7,13,14,17,25,28,33,45,52,54,59,60,70
17,20,28,36,50,54,58,60,65,69,76,79,88,90,97,98
1,2,4,6,28,34,35,39,45,51,52,61,70,85,91,94
3,9,12,15,22,32,39,41,55,63,66,72,83,88,90,100
12,14,16,18,24,31,32,38,53,59,68,72,79,93,94,99
3,5,6,7,16,30,41,45,46,58,83,84,91,95,96,99
5,6,22,25,31,32,44,47,48,49,52,54,66,77,78,96
10,11,12,16,19,34,37,38,50,51,55,57,58,59,64,91
10,12,17,34,36,44,61,63,64,72,74,79,81,86,88,99
4,6,7,8,14,28,33,40,45,52,57,85,87,89,95,96
15,23,32,44,48,51,59,65,70,72,76,78,83,86,87,100
1,2,17,18,28,33,38,42,52,66,69,73,77,78,79,86
10,14,15,25,34,37,62,72,80,84,85,87,88,93,96,97
15,20,23,31,35,36,42,48,56,63,69,75,92,93,97,98
8,21,22,37,39,43,46,49,54,55,57,58,69,74,89,99
6,13,15,17,27,44,54,55,56,57,69,75,76,82,87,91
3,4,11,12,14,17,25,41,45,47,60,63,76,82,90,91
5,10,11,35,43,46,49,51,52,56,69,81,82,86,89,100
10,19,21,23,31,42,60,64,65,71,72,81,93,95,96,99
18,33,37,40,51,52,54,56,61,64,67,68,87,88,95,96
6,17,34,42,46,47,48,57,58,65,66,70,73,89,96,99
8,11,19,28,41,52,61,62,64,72,79,81,83,85,90,97
5,12,17,26,28,39,42,43,49,61,62,66,80,91,98,100
8,9,21,24,30,34,41,45,53,57,68,69,70,71,78,93
20,21,23,28,29,41,49,54,56,61,63,64,66,68,91,96
18,28,30,35,47,52,53,59,61,71,72,73,77,79,84,89
16,22,23,33,36,37,38,41,48,67,70,78,88,89,95,96
2,3,6,10,12,23,37,48,61,66,73,76,80,84,92,98
3,4,7,14,15,16,25,27,33,41,50,59,70,74,96,97
3,10,13,18,21,24,30,38,39,43,56,61,67,84,85,97
4,8,25,42,48,49,65,66,74,75,78,80,82,90,93,96
4,5,7,30,40,41,42,43,45,52,63,67,70,71,79,84
17,21,25,31,33,49,53,69,74,75,76,83,86,92,93,99
1,2,5,7,8,11,15,20,33,44,46,48,54,57,66,93
8,18,20,24,31,34,38,44,45,47,55,59,68,70,78,97
1,4,9,14,16,17,33,38,44,64,70,72,87,88,92,97
6,8,16,23,26,27,34,36,39,44,48,51,65,66,74,81
8,15,19,22,25,26,44,59,70,72,74,86,89,90,97,100
7,11,22,32,35,40,48,51,52,58,64,78,84,88,97,99
9,23,34,37,39,46,52,57,58,61,65,66,78,89,90,100
22,25,26,29,34,38,40,42,54,72,74,80,86,94,95,96
6,7,9,12,20,22,33,36,39,46,47,52,66,80,94,95
4,16,35,37,39,40,42,43,51,54,70,82,88,89,91,93
17,19,22,31,33,34,37,38,39,43,47,61,74,77,88,99
5,7,15,21,23,30,33,41,44,57,58,59,67,72,75,84
2,12,24,27,28,41,46,50,51,61,63,73,76,89,92,93
7,9,14,26,38,41,47,49,52,53,56,71,73,78,92,94
2,4,10,12,13,22,34,35,37,42,55,63,84,85,93,94
4,5,6,16,20,24,27,37,46,52,59,62,77,87,89,91
1,9,13,15,17,22,25,34,44,47,76,84,85,88,97,100
7,14,19,22,23,26,28,31,44,60,73,87,93,95,97,98
5,7,9,13,18,27,37,40,47,53,58,79,94,95,97,98
3,13,15,27,28,33,38,50,51,58,59,61,67,75,81,90
4,8,10,11,21,34,40,45,48,51,63,68,71,89,93,95
6,14,15,23,27,36,49,51,53,61,64,67,75,77,87,93
4,8,12,15,26,38,40,45,53,59,67,69,74,80,82,90
1,8,18,19,26,32,38,43,55,58,62,63,66,87,95,100
7,21,22,23,26,33,43,45,49,52,56,60,64,89,95,100
1,11,14,15,18,23,37,53,56,61,72,81,85,87,93,100
1,4,9,12,20,32,33,43,45,49,55,58,60,71,92,94
2,15,16,20,31,33,35,43,48,50,52,59,70,72,81,84
4,10,11,21,23,28,30,32,55,57,58,64,68,72,76,95
11,14,15,26,32,34,36,38,39,40,50,51,56,68,73,86
1,16,23,32,37,43,44,46,54,57,71,76,78,85,89,93
1,4,10,14,24,37,44,47,52,53,55,60,67,80,90,96
7,10,12,14,21,23,31,36,48,52,59,64,71,72,79,92
7,11,12,16,27,31,43,44,49,58,84,85,86,90,91,95
5,10,16,22,23,30,41,57,58,59,63,71,84,89,98,99
1,3,4,5,11,17,21,24,34,41,45,64,77,82,91,97
10,19,23,25,35,48,49,51,61,65,70,75,86,89,90,92
2,15,27,33,34,41,46,56,60,62,69,71,73,89,92,97
2,3,6,11,19,20,28,34,40,41,55,72,73,74,76,79
18,21,30,35,40,46,50,61,70,73,79,81,85,89,91,96
4,13,21,22,27,32,39,55,60,63,66,76,84,93,94,95
1,6,8,32,36,38,40,41,44,81,84,85,87,89,91,95
3,12,19,22,23,24,26,38,39,42,48,51,55,66,73,98
5,8,9,16,24,31,32,49,58,63,65,70,80,81,90,96
9,19,20,22,41,43,50,51,52,55,70,85,87,89,95,97
2,8,10,13,35,40,42,51,59,69,79,82,85,89,92,93
1,3,4,25,33,38,39,47,50,53,55,56,71,72,84,85
8,9,33,34,36,38,40,43,47,49,55,56,64,68,82,88
7,9,10,16,18,20,27,39,40,53,77,79,85,93,98,99
3,6,8,23,25,35,36,42,46,48,53,67,72,84,92,95
12,17,19,21,26,29,31,38,45,47,80,85,91,96,98,99
6,12,13,19,21,26,34,44,48,59,65,66,73,74,76,81
2,14,22,23,24,28,32,36,51,52,53,55,56,72,78,96
8,21,22,28,31,34,36,41,52,53,58,66,69,72,78,86
8,12,24,44,46,49,51,53,59,61,67,78,82,84,85,87
2,19,30,31,32,41,42,64,70,74,77,82,88,91,94,96
1,5,14,18,25,33,35,39,43,49,56,61,62,77,83,84
2,3,5,10,25,30,36,56,61,71,89,91,92,94,96,100
2,23,25,35,38,43,48,56,62,72,75,78,83,84,88,100
1,2,8,9,11,21,23,26,32,41,54,57,62,71,74,76
9,22,25,32,35,36,39,41,62,76,78,90,91,94,95,100
2,19,32,33,36,40,45,48,52,55,59,68,71,89,97,99
3,6,13,17,21,35,46,48,51,54,64,68,77,91,98,99
4,17,18,21,29,33,38,39,54,63,66,69,74,77,79,99
2,5,6,17,37,40,42,57,59,70,79,84,88,89,98,99
10,13,18,27,37,38,39,40,42,61,63,68,77,83,94,95
8,11,30,46,49,54,55,57,64,66,85,87,91,92,93,99
7,8,9,13,19,30,53,58,76,79,80,81,88,95,96,98
16,22,24,28,34,36,38,50,53,68,70,71,78,80,87,96
1,9,18,26,30,32,36,38,47,70,74,77,88,90,91,93
1,7,19,24,25,38,41,49,53,58,67,77,94,96,99,100
4,8,9,10,14,25,42,43,46,62,68,74,80,83,84,95
3,5,9,10,17,18,36,43,47,49,63,64,67,79,90,98
19,36,43,44,73,74,75,77,78,82,86,89,90,91,94,98
5,14,17,39,40,42,46,48,49,56,69,73,83,90,91,97
3,7,14,22,34,46,54,57,60,70,78,87,91,94,95,99
1,6,7,8,9,12,13,19,21,31,32,39,66,78,85,93
2,4,8,12,14,25,34,38,40,45,57,78,79,82,86,96
11,19,26,30,35,43,45,51,55,56,69,76,85,94,97,99
8,16,19,20,36,44,49,65,66,76,79,81,92,93,95,96
4,8,19,23,26,33,47,52,59,60,67,71,76,80,97,98
22,23,30,33,56,57,60,62,69,74,82,88,89,90,96,100
9,13,23,33,44,46,47,54,56,61,66,83,84,85,96,97
5,6,14,15,22,23,36,47,52,53,61,72,78,84,86,98
29,31,32,37,40,46,48,59,60,61,64,72,78,81,83,91
2,4,5,7,14,18,30,44,63,67,72,78,79,92,94,99
7,10,13,38,48,54,60,67,71,77,79,88,90,93,94,96
1,3,21,39,45,49,56,57,69,73,74,77,86,95,97,98
3,4,5,6,13,23,24,32,34,50,64,65,68,86,87,88
20,21,28,39,44,57,63,72,74,75,81,84,90,91,93,98
3,9,11,14,33,34,35,37,40,45,47,49,73,75,77,97
11,13,21,23,28,38,42,58,60,62,64,67,79,84,88,97
8,11,30,42,45,46,48,49,52,53,57,64,69,82,84,90
3,10,18,19,28,70,71,73,76,77,79,81,86,90,92,98
7,18,20,23,25,26,27,29,36,37,38,59,62,66,87,91
2,7,23,28,35,41,60,65,72,73,75,77,81,84,93,97
1,19,20,21,26,29,39,40,47,48,57,70,81,88,89,99
18,20,24,42,51,55,56,60,62,68,73,76,78,90,91,92
3,10,11,21,28,41,57,60,61,64,73,77,89,91,92,95
10,20,21,27,31,47,63,70,71,76,84,85,86,91,93,96
7,12,17,18,21,22,24,28,33,46,47,52,71,81,96,100
1,5,11,18,19,23,31,42,48,58,61,62,63,66,83,91
6,7,13,14,24,27,33,42,47,52,54,56,60,62,84,96
11,12,17,19,27,33,47,48,57,58,76,83,86,87,95,100
3,18,21,24,28,29,38,43,45,46,54,66,69,77,83,91
5,14,19,27,32,33,42,47,51,56,68,77,82,92,93,100
3,5,16,17,22,28,29,31,36,46,55,64,67,78,86,96
19,22,32,38,44,63,68,70,72,73,74,83,86,87,93,95
4,8,12,13,22,24,32,43,55,68,71,76,83,86,88,97
6,13,20,21,23,26,35,54,58,60,61,65,77,78,80,99
3,4,28,33,47,57,61,65,67,70,74,75,88,89,92,94
24,34,37,39,40,41,45,46,55,57,65,66,68,89,90,93
1,17,27,34,47,49,60,61,65,66,70,71,76,93,97,100
14,16,26,32,38,40,43,49,51,55,65,70,82,85,88,94
13,20,31,33,42,48,62,65,68,69,79,84,85,90,93,99
8,20,27,31,37,41,55,60,63,65,75,78,87,89,93,95
6,27,31,34,36,48,61,64,66,70,82,87,91,92,93,94
7,14,22,26,30,39,49,51,52,58,77,81,82,85,87,100
6,11,25,26,29,36,47,66,77,78,80,85,86,89,94,100
3,7,26,27,31,38,47,50,53,58,75,80,83,86,92,95
5,6,9,12,19,25,32,38,42,44,65,71,78,94,96,100
1,3,14,16,17,24,25,33,38,51,57,59,73,82,90,97
2,35,37,38,40,48,49,51,53,54,61,70,92,93,97,98
15,21,25,26,28,36,44,60,67,70,71,73,75,91,93,96
3,18,35,47,48,54,56,65,67,68,71,75,78,81,84,92
4,7,8,18,27,32,35,38,40,41,48,63,75,92,94,95
6,16,25,33,37,40,41,60,70,72,76,88,89,93,96,100
3,10,23,28,35,36,38,41,43,46,51,55,56,68,69,89
2,18,22,29,34,37,38,45,53,54,56,62,71,81,89,96
2,5,13,16,19,39,43,44,50,51,66,75,85,89,93,97
6,13,19,22,25,27,40,42,48,53,64,70,93,95,98,100
9,19,21,23,26,33,34,43,49,58,61,64,73,74,77,99
2,6,8,26,38,52,65,69,70,72,84,85,92,98,99,100
8,13,15,39,42,44,52,53,61,72,74,79,80,86,88,98
14,22,32,39,50,51,52,56,60,68,72,74,78,83,87,100
7,8,18,37,43,46,47,49,59,64,67,70,78,86,99,100
2,7,24,36,38,46,53,58,60,67,68,77,78,91,99,100
7,11,12,13,20,23,24,26,42,44,51,76,92,97,99,100
2,7,8,10,15,36,43,52,54,60,65,66,72,75,89,98
3,6,13,17,19,22,31,47,48,55,67,76,77,88,96,99
2,4,7,8,10,12,13,23,28,39,45,53,68,76,89,95
3,11,22,26,32,36,42,50,51,54,56,60,64,68,71,82
7,23,29,38,41,46,47,48,54,63,65,66,80,96,98,99
12,14,17,27,35,39,51,65,68,69,78,82,85,87,93,100
4,9,16,25,35,41,43,49,52,60,63,70,79,83,88,95
14,15,18,19,26,37,38,43,61,68,88,90,93,94,97,98
2,8,26,28,36,43,55,58,60,62,67,73,84,91,92,95
9,25,39,46,49,52,54,56,63,68,69,71,80,89,94,99
8,25,29,34,49,54,59,63,67,75,80,82,85,86,89,91
11,12,25,32,33,36,40,42,46,58,71,76,79,84,86,90
12,18,20,33,35,43,52,61,66,68,72,78,79,90,99,100
4,6,15,16,19,21,29,33,41,44,49,50,60,65,76,83
6,11,12,13,16,17,40,46,60,66,73,81,87,89,91,95
12,15,19,20,21,22,26,28,35,40,42,51,59,69,88,93
4,9,10,13,20,24,41,42,44,47,50,56,59,75,97,99
8,11,13,15,16,18,34,35,38,62,75,77,78,84,86,89
8,15,22,26,35,47,51,55,56,59,66,78,81,82,84,93
1,8,23,24,36,43,45,48,58,63,64,69,73,79,87,98
5,7,13,23,24,27,29,42,51,67,68,86,87,91,92,100
1,15,20,32,38,39,42,45,51,52,56,74,78,81,91,100
22,28,30,35,41,44,46,50,53,54,56,69,80,85,87,92
21,24,27,33,38,40,43,58,67,71,73,75,77,82,84,98
5,6,7,10,18,29,30,48,70,71,77,79,83,84,87,96
3,11,27,37,40,55,56,57,64,66,67,69,79,92,99,100
3,5,11,25,36,47,54,58,63,67,75,88,92,95,98,99
1,13,20,24,26,34,37,40,48,51,55,64,70,80,94,96
13,14,23,29,31,38,46,53,54,55,69,71,81,86,95,97
10,12,17,28,38,39,49,52,61,71,73,81,83,85,88,92
2,7,11,23,27,28,38,52,56,57,66,68,79,80,84,89
2,4,9,20,23,32,37,39,52,62,66,73,75,76,84,91
9,15,17,22,34,35,42,43,51,59,67,70,72,73,82,84
1,14,21,37,47,48,56,62,72,78,80,84,89,95,96,100
1,26,29,43,44,51,55,57,60,69,73,82,89,94,95,97
1,2,10,12,14,18,19,24,28,30,39,49,52,62,69,81
10,12,22,25,27,34,37,44,51,66,82,84,85,87,94,96
3,14,16,17,19,32,38,49,59,78,79,86,88,89,96,99
13,21,24,28,43,44,45,56,59,61,66,73,79,83,91,94
3,9,15,18,22,32,36,38,39,46,47,53,77,81,84,85
8,11,16,18,20,26,28,34,36,37,62,70,74,75,78,87
7,11,15,35,37,42,44,47,49,57,58,71,78,85,88,97
19,27,30,33,35,48,51,52,55,57,59,70,77,83,87,95
12,19,33,39,49,57,61,62,65,66,67,80,85,90,94,99
1,5,8,9,13,21,23,34,52,54,55,57,66,91,97,99
12,14,15,23,31,39,45,48,61,65,68,80,81,86,87,93
19,20,22,24,27,32,44,47,48,51,55,60,68,91,93,100
9,12,14,23,30,34,37,41,54,57,61,63,88,90,91,92
8,11,21,24,26,27,28,53,61,62,80,81,83,84,85,100
9,13,16,19,25,40,44,64,65,70,72,78,85,87,95,96
8,38,40,48,52,54,55,57,59,64,65,67,87,88,90,92
2,4,18,20,25,26,27,64,65,69,70,74,86,92,94,95
1,8,13,20,25,51,54,58,61,65,70,78,82,85,87,92
5,13,15,17,30,33,34,37,42,46,51,52,59,84,87,92
1,4,6,14,15,20,39,45,51,55,56,62,76,78,86,87
9,13,15,17,22,27,37,43,56,57,61,62,76,87,89,97
5,10,12,16,18,20,28,34,37,46,52,60,84,94,97,100
2,3,9,12,14,18,30,46,59,63,69,74,75,84,89,100
8,10,11,21,27,31,48,68,69,70,71,73,83,85,86,93
16,25,26,28,29,44,45,50,64,65,68,71,74,84,90,100
3,8,9,12,16,19,37,43,63,71,72,74,78,79,87,89
5,11,16,27,49,51,52,55,58,67,79,86,87,95,97,100
9,15,16,23,25,29,32,36,44,51,53,64,68,72,76,79
1,2,11,12,23,27,49,51,54,60,62,63,69,76,82,83
2,6,8,11,31,41,44,58,64,67,68,69,72,78,86,95
3,8,20,54,55,57,64,68,71,72,79,85,86,92,94,97
8,14,18,22,33,45,59,61,70,73,74,83,84,90,93,99
21,28,31,33,34,35,36,39,40,50,54,62,64,68,69,95
3,7,8,13,19,22,23,35,42,45,51,67,85,86,90,92
6,36,38,44,52,61,68,72,73,77,78,83,85,90,96,99
4,8,10,14,16,35,52,56,57,60,68,79,84,89,95,96
2,3,11,26,27,36,48,50,55,56,66,76,79,80,81,83
2,4,5,9,10,11,14,40,46,49,58,68,69,77,98,99
8,10,21,25,28,31,34,45,52,56,59,80,86,90,92,95
6,7,8,10,20,31,47,50,51,70,71,73,75,76,85,99
2,13,34,46,48,52,69,70,76,78,89,91,92,94,99,100
1,4,10,15,20,37,41,42,44,48,54,59,71,77,90,93
9,11,15,18,31,32,39,40,45,52,55,77,83,85,90,91
6,10,14,16,22,25,28,51,53,57,67,76,88,93,94,95
5,17,18,19,36,40,47,55,59,63,64,65,67,73,86,95
6,7,13,14,17,19,23,28,38,42,56,59,75,80,83,88
5,7,8,10,12,14,15,28,31,45,51,52,75,89,90,92
4,7,9,11,17,20,25,38,51,70,78,88,90,91,92,99
9,18,24,25,27,40,44,46,61,63,66,67,79,92,94,99
1,8,12,14,21,36,48,51,52,60,78,79,92,98,99,100
7,15,26,27,28,29,30,51,62,74,75,87,89,92,94,100
7,9,17,21,22,26,40,49,56,57,60,71,73,80,83,96
1,6,11,18,28,33,38,40,49,55,56,67,69,85,94,100
6,7,9,12,20,23,36,42,45,49,51,65,74,76,79,93
3,16,23,33,34,38,39,57,60,72,75,82,84,87,95,97
3,10,11,14,16,22,28,31,34,37,64,70,71,80,81,88
4,22,23,37,41,44,47,51,53,56,67,71,76,81,85,92
2,8,9,19,25,26,27,44,57,59,64,69,75,85,93,96
1,5,7,13,14,18,27,28,40,42,47,60,91,94,96,100
3,9,13,17,18,24,30,31,32,33,43,47,50,71,75,89
1,14,27,29,30,35,46,50,51,55,59,63,73,87,93,98
