Method,Density,Moran,Voronoi
K-Means (22_lexico),-0.2128637799344486,-0.2003311936942879,0.4479741264237726
K-Means (22_random),0.2759954429455824,-0.2351662256876955,0.4216679876412936
K-Means (22_projection),0.3010617797948675,-0.1376936112285424,2.9606091672063486
K-Means (22_distance_0),0.3175302154397288,-0.2188510475382215,0.8396329943565286
K-Means (22_angel_0),-0.0999495057340976,-0.2231664918415861,0.928563796131017
Local Pivotal,-0.0414645028701441,-0.2627299674085172,3.3821980647452605
Wave,0.2228898259257482,-0.3308132767625378,0.4232977970245836
K-Means (22_lexico),-0.2128637799344486,-0.2003311936942879,0.4479741264237726
K-Means (22_random),0.1729632027117744,-0.2101900081789963,0.4329836943262887
K-Means (22_projection),-0.1082537679594768,-0.082770018082319,0.5146157787321948
K-Means (22_distance_0),0.1764438202224738,-0.2642508488590793,0.3929412825419812
K-Means (22_angel_0),0.3440114660409893,-0.1944209142652187,0.4498485542883507
Local Pivotal,-0.2155487603050917,-0.0671076992292988,0.373032657773583
Wave,0.3617219468843818,-0.2370053472497754,0.4822805056283496
K-Means (22_lexico),0.1764438202224738,-0.2642508488590793,0.3929412825419812
K-Means (22_random),0.1451661129476567,-0.2430506299461479,0.4346029519744271
K-Means (22_projection),0.2373760063707346,-0.2071230386775593,0.4366867936073811
K-Means (22_distance_0),0.1270674405718895,-0.2751278674082578,0.3982500692862224
K-Means (22_angel_0),0.3257038047694864,-0.120613039921259,1.3686202298154384
Local Pivotal,0.3234060644833473,-0.2019934645250592,2.8453493523752416
Wave,0.1045355926798917,-0.1905412484299328,0.4313825275382166
K-Means (22_lexico),0.3442131593915997,-0.1476747257846655,0.8209295337351281
K-Means (22_random),0.1553936886517903,-0.1551168455248448,1.131516656549154
K-Means (22_projection),0.2667712208704678,-0.2612704317306122,0.4841896870452508
K-Means (22_distance_0),0.2388951244746098,-0.1783523009348981,0.519847547913881
K-Means (22_angel_0),-0.17613292280873,-0.0773144355681905,1.08222279379119
Local Pivotal,0.3144884598771474,-0.0262229974383599,0.8644908068311178
Wave,-0.1253439006101634,-0.2069430129490716,1.7471118868798092
K-Means (22_lexico),-0.1129324158620597,0.0100246808531075,2.646606884068346
K-Means (22_random),-0.1560355263900857,-0.1689705918659892,0.3602852109546716
K-Means (22_projection),-0.1850697879262346,-0.2720865472834097,0.4350627407347583
K-Means (22_distance_0),0.1764438202224738,-0.2642508488590793,0.3929412825419812
K-Means (22_angel_0),-0.0908459101339207,-0.1951781580782062,0.385735807238472
Local Pivotal,0.1919597073931426,-0.1252403517892957,1.9322357575641205
Wave,-0.2349936644257766,-0.1094344374032654,1.3495058549488803
K-Means (22_lexico),0.1580903546977938,-0.2834543781763074,0.3801551477977395
K-Means (22_random),0.2290852181589994,-0.302283576116174,0.4450345614937919
K-Means (22_projection),0.2667712208704678,-0.2612704317306122,0.4841896870452508
K-Means (22_distance_0),0.2227830177192072,-0.0388858002397652,0.6683413308489826
K-Means (22_angel_0),-0.1024906176952456,-0.2426288335823636,0.3435274718408806
Local Pivotal,0.0735137282035158,-0.1733751753799183,1.129625059788314
Wave,0.2553654830196691,-0.257287867031648,0.367355304241484
K-Means (22_lexico),-0.1065623437023925,-0.0173925617940045,1.0504054910966725
K-Means (22_random),0.1172018705897494,-0.2965677321337583,0.4033247781837898
K-Means (22_projection),-0.1797039505278417,-0.2024561913648339,0.5533853420504268
K-Means (22_distance_0),0.2135831923849109,-0.2565206327090579,1.8325796356637103
K-Means (22_angel_0),0.1478225455898013,-0.2243918861579654,0.4340010109930373
Local Pivotal,0.0829919216585065,-0.246144848792289,0.4118976357585259
Wave,0.3899616584835922,-0.1984265826506988,4.279258083848485
K-Means (22_lexico),0.2498000643939192,-0.2997472937754604,0.4357142399178924
K-Means (22_random),0.4038003345332085,-0.0751468024152832,0.9076559970629068
K-Means (22_projection),-0.1680571106542988,-0.1219720167829966,5.631237827487713
K-Means (22_distance_0),0.2884226075342223,-0.0319078468957623,1.9279317990301503
K-Means (22_angel_0),-0.0908459101339207,-0.1951781580782062,0.385735807238472
Local Pivotal,-0.0944265905646991,-0.0928026150436741,0.483588430594566
Wave,0.3981635401295331,-0.2586623374538688,0.5231887887304822
K-Means (22_lexico),0.2388951244746098,-0.1783523009348981,0.519847547913881
K-Means (22_random),-0.1639846593832857,-0.2475330056220465,0.4674559264793163
K-Means (22_projection),0.2405155650867852,-0.2598568413086127,1.0200515565776345
K-Means (22_distance_0),0.2524044917292656,-0.3062926231817826,0.4349791677517379
K-Means (22_angel_0),0.2373760063707346,-0.2071230386775593,0.4366867936073811
Local Pivotal,0.4123596222655544,-0.1770749704564397,0.4708690577059118
Wave,0.2529728526238531,-0.2523438807939609,1.2207057486306383
K-Means (22_lexico),0.504911786530462,-0.1167287084116473,0.54153929146627
K-Means (22_random),-0.2073899847163853,-0.1910662744813768,2.6761324010304883
K-Means (22_projection),-0.217373195914346,-0.1778419502989409,0.4255017753693464
K-Means (22_distance_0),0.1478225455898013,-0.2243918861579654,0.4340010109930373
K-Means (22_angel_0),0.3175302154397288,-0.2188510475382215,0.8396329943565288
Local Pivotal,0.2268159929969951,-0.0101554608683193,0.4106332397049156
Wave,-0.1460598741422244,-0.1789725402145028,3.0755225277466085
K-Means (22_lexico),-0.0287871577937282,-0.1513690719926718,0.3911323651373046
K-Means (22_random),0.1548709327825246,-0.1514689618956392,0.6300584004820384
K-Means (22_projection),0.2405155650867852,-0.2598568413086127,1.0200515565776345
K-Means (22_distance_0),-0.147335255238222,-0.0991867702056568,1.076208607886498
K-Means (22_angel_0),0.1764438202224738,-0.2642508488590793,0.3929412825419812
Local Pivotal,0.1660463820485443,-0.1997463334618892,0.4907910461614013
Wave,0.2474696916314509,-0.2620641121285897,0.3696290080211633
K-Means (22_lexico),-0.1694428013634369,-0.2286066464714108,0.4070843570040339
K-Means (22_random),0.3549403441474356,-0.2085438762425587,1.059564194776133
K-Means (22_projection),0.2721646801785384,-0.1928578494039567,1.882353409045575
K-Means (22_distance_0),-0.180065426524998,-0.2604357757019975,0.4349455573151047
K-Means (22_angel_0),0.3735984185423488,-0.1199110604100093,1.0149919538219223
Local Pivotal,0.3729140544907044,-0.1733753345603915,1.1729324944078972
Wave,-0.1417783749591095,-0.146171946631924,1.1685177134470697
K-Means (22_lexico),0.2029458395227629,-0.1834915265010928,1.303858505286826
K-Means (22_random),0.2390297694961439,-0.2782766892299949,0.4865740514331992
K-Means (22_projection),-0.0567237776519817,-0.2326270543190539,1.2058787778778604
K-Means (22_distance_0),0.064964086664527,-0.2067369495169132,1.7787637702211971
K-Means (22_angel_0),0.2388951244746098,-0.1783523009348981,0.5198475479138811
Local Pivotal,0.3661909821019484,-0.2171319392085802,2.1561507730229463
Wave,0.3398189709486165,-0.1683690322583148,4.36885638988207
K-Means (22_lexico),0.2388951244746098,-0.1783523009348981,0.5198475479138811
K-Means (22_random),0.2618710672899496,-0.3154454209836112,0.4634595930790986
K-Means (22_projection),-0.180065426524998,-0.2604357757019975,0.4349455573151047
K-Means (22_distance_0),0.1764438202224738,-0.2642508488590793,0.3929412825419812
K-Means (22_angel_0),0.1270674405718895,-0.2751278674082578,0.3982500692862224
Local Pivotal,0.543121592427208,-0.2496292454413519,0.4789723735827949
Wave,0.1666421122676288,0.0146055498978902,0.2382314941143704
K-Means (22_lexico),-0.1850697879262346,-0.2720865472834097,0.4350627407347583
K-Means (22_random),0.1172018705897494,-0.2965677321337583,0.4033247781837898
K-Means (22_projection),-0.1238029855790687,-0.2319314031288999,0.3696362248991998
K-Means (22_distance_0),-0.07591075743973,-0.2323473237743064,0.7707494062887659
K-Means (22_angel_0),0.4033328364812886,-0.2506566944257847,0.4858955386486772
Local Pivotal,0.3249085980732188,-0.052086905869255,0.9610016907690232
Wave,0.5153040131549924,-0.2851593849530524,0.4217513816654249
K-Means (22_lexico),0.435609731955013,-0.1173397107623835,1.022684447973358
K-Means (22_random),0.2373760063707346,-0.2071230386775593,0.4366867936073811
K-Means (22_projection),0.2405155650867852,-0.2598568413086127,1.020051556577635
K-Means (22_distance_0),-0.0908459101339207,-0.1951781580782062,0.385735807238472
K-Means (22_angel_0),0.3257038047694864,-0.120613039921259,1.3686202298154386
Local Pivotal,0.1684652007101004,-0.1055692562469431,0.3840317751813384
Wave,0.2115500051016742,-0.2553250630723713,0.9670484323805446
K-Means (22_lexico),0.2498000643939192,-0.2997472937754604,0.4357142399178924
K-Means (22_random),0.1393097110567573,-0.1968244522529686,0.4540196380294926
K-Means (22_projection),0.2388951244746098,-0.1783523009348981,0.519847547913881
K-Means (22_distance_0),0.2162113004196148,-0.2617619654126832,0.4573848935652762
K-Means (22_angel_0),0.3328304703418362,-0.084408593652601,1.0195359611528765
Local Pivotal,-0.2248042463267626,-0.1619468176915283,0.4839225673627924
Wave,-0.1940078787586142,-0.2341119834561156,0.9020603065013212
K-Means (22_lexico),-0.0287871577937282,-0.1513690719926718,0.3911323651373046
K-Means (22_random),-0.2148430281319154,-0.2414937800053939,0.4149568074822289
K-Means (22_projection),0.2524044917292656,-0.3062926231817826,0.4349791677517379
K-Means (22_distance_0),-0.2014208022327412,0.0027017184106468,1.407504409676808
K-Means (22_angel_0),0.1419353260719121,-0.0980370111833476,0.7852582166144286
Local Pivotal,-0.2371034960274387,-0.1597935602207522,4.918085440293629
Wave,0.1909730079326688,-0.32730285402096,0.3553844712412756
K-Means (22_lexico),0.2388951244746098,-0.1783523009348981,0.519847547913881
K-Means (22_random),0.0500955849327363,-0.1087465837713916,0.3986696317742674
K-Means (22_projection),0.2388951244746098,-0.1783523009348981,0.5198475479138811
K-Means (22_distance_0),0.3389060350346521,-0.2745827472452122,0.4520542857674813
K-Means (22_angel_0),0.2373760063707346,-0.2071230386775593,0.4366867936073811
Local Pivotal,-0.1195653454211013,-0.0509876367927161,0.923285289110497
Wave,0.3322446326908668,-0.2696648798343686,1.1670993644012335
K-Means (22_lexico),0.20294583952276296,-0.1834915265010928,1.3038585052868261
K-Means (22_random),0.24980006439391922,-0.2997472937754604,0.4357142399178924
K-Means (22_projection),0.41128060539027556,-0.1957818788361209,3.4533094996412075
K-Means (22_distance_0),0.3311038630612665,-0.09123929033070664,0.6414143579445705
K-Means (22_angel_0),0.28322753870384754,-0.24096590433795517,0.36305027244902466
Local Pivotal,0.30215868562238474,-0.054030648729405495,0.5032876203050508
Wave,0.13628659773242938,-0.29194466023716265,0.41539799599952687
