pop,method,n,rep,Density,IB,LocalBalance
meuse_eq,wave,5,1,0.08055828972233256,-0.41285473126296346,0.16339260384335225
meuse_eq,wave,5,2,-0.04319213372530959,-0.25950369322337247,0.4373980747506212
meuse_eq,wave,5,3,0.06033988457870032,-0.45569750926125147,0.3197034621315598
meuse_eq,wave,5,4,-0.08452846186141866,-0.5164352634547025,0.27460158154005365
meuse_eq,wave,5,5,0.16707801277818013,-0.3828460288133873,0.29643802495796623
meuse_eq,wave,5,6,0.06267200097988021,-0.27878596040979514,0.3139378923041498
meuse_eq,wave,5,7,0.12655300606497824,-0.27971351668470024,0.3465900464690136
meuse_eq,wave,5,8,-0.0648600098571971,-0.350566904570758,0.26258969028022244
meuse_eq,wave,5,9,0.12124254248014943,-0.20034374130204158,0.3605054371446656
meuse_eq,wave,5,10,-0.16613600812496299,-0.34836372576538666,0.27805807233655977
meuse_eq,wave,5,11,0.10191693225558421,-0.4781695364547061,0.38524955243097486
meuse_eq,wave,5,12,0.109115737124702,-0.19724546908861532,0.33283091967305783
meuse_eq,wave,5,13,0.07662225216184046,-0.4769809211447235,0.24343546231177754
meuse_eq,wave,5,14,0.23316543719877963,-0.3578490074571509,0.43499342565825116
meuse_eq,wave,5,15,0.24359460669341318,-0.3724699630672754,0.3257536036048746
meuse_eq,wave,5,16,0.41700998408671175,-0.35083746125508003,0.781298406097914
meuse_eq,wave,5,17,0.2722767675175494,-0.5243475318230036,0.5304594544357656
meuse_eq,wave,5,18,-0.03921863350337268,-0.3112038519522091,0.3902789844457421
meuse_eq,wave,5,19,0.26539753901743995,-0.3667391623841377,0.3494382225007634
meuse_eq,wave,5,20,0.0814538430816716,-0.4920599137234843,0.2950904366293368
meuse_eq,wave,5,21,0.44262926356072174,-0.2344656546709219,0.4035519989971159
meuse_eq,wave,5,22,-0.057059441841393374,-0.22048935797047853,0.33610507696727554
meuse_eq,wave,5,23,0.3091399694500202,-0.3898395175593896,0.4227298914628412
meuse_eq,wave,5,24,0.32008122318129867,-0.2715486068918275,0.8161741361127314
