"V1","V2","V3","V4","V5","V6","V7","V8"
12,14,22,37,47,81,85,97
4,23,24,36,56,69,75,91
5,23,40,71,75,83,91,93
22,23,48,55,61,62,66,70
14,37,44,47,64,75,80,94
13,35,47,49,55,56,62,80
6,23,37,40,56,61,73,89
6,7,30,36,37,83,89,90
9,12,25,27,59,78,91,97
2,5,47,52,53,76,80,88
16,36,42,49,56,73,94,96
2,18,40,53,75,76,88,91
29,39,45,51,70,85,89,92
5,13,18,52,80,90,94,97
9,38,66,70,82,88,93,97
9,10,30,36,39,76,88,93
9,10,14,15,21,34,55,93
22,32,34,49,64,65,80,91
10,18,51,69,76,89,96,97
2,13,16,49,56,65,80,83
9,21,23,25,86,87,97,98
19,62,74,75,76,85,91,98
12,25,64,68,85,86,89,98
9,13,38,39,49,62,74,80
8,9,18,22,30,31,80,82
16,22,64,66,67,69,71,80
1,37,54,64,73,91,93,94
2,8,32,37,78,88,91,98
16,54,61,66,68,73,81,97
1,2,8,9,17,23,47,66
2,15,25,37,45,66,70,83
2,9,10,14,18,21,24,83
22,25,47,52,59,66,92,94
5,23,30,43,56,80,91,98
5,9,42,46,49,67,71,97
10,14,47,51,59,78,83,87
9,32,66,68,71,76,86,92
1,11,16,61,66,69,88,90
28,36,51,53,85,90,93,100
4,21,29,69,73,74,76,92
14,21,25,27,36,55,80,83
18,22,52,76,82,86,88,89
7,8,10,13,29,38,51,82
9,21,34,38,64,69,79,80
21,23,33,56,60,75,83,92
14,19,54,55,66,75,87,88
2,17,53,59,68,82,83,89
6,9,15,42,61,71,74,90
13,18,52,54,61,75,85,92
30,31,62,66,78,82,94,98
8,15,44,73,85,91,92,93
6,9,35,53,59,64,73,96
8,26,68,75,82,88,91,93
10,22,35,38,61,74,79,88
5,22,23,24,30,42,64,68
13,18,22,27,70,74,77,92
1,8,13,30,34,42,90,98
8,9,14,57,71,85,91,98
2,12,22,70,74,78,87,88
14,21,23,38,68,82,90,93
7,13,33,48,56,82,90,94
8,17,23,26,66,74,90,94
2,7,22,37,68,76,88,91
2,17,23,39,56,89,92,97
2,23,37,42,64,67,68,75
1,10,15,27,47,52,75,82
15,21,27,38,44,56,88,94
30,35,43,47,51,55,75,100
35,62,65,66,76,92,93,97
5,9,10,13,39,46,52,83
5,8,13,31,35,49,51,90
16,29,38,51,68,90,91,98
12,13,21,35,62,64,92,94
42,69,88,91,92,94,95,97
27,33,65,66,76,88,94,97
16,17,25,35,36,61,80,83
9,15,16,42,55,76,86,93
47,62,64,85,87,92,93,94
2,17,36,75,80,81,88,91
37,42,44,48,64,69,79,94
10,56,75,78,79,88,92,93
5,7,23,56,71,75,83,91
10,13,26,34,48,49,50,97
1,8,61,67,85,88,89,94
7,14,19,33,51,62,66,83
21,27,36,38,42,52,62,64
8,37,44,51,69,85,90,98
18,22,48,61,64,67,82,88
5,24,42,49,64,73,87,91
16,30,35,36,47,70,80,94
2,7,23,24,26,38,48,83
17,23,36,61,71,90,91,97
25,29,34,47,56,68,90,98
21,30,51,62,66,67,70,71
2,24,55,56,62,69,89,96
23,30,34,36,53,67,83,87
22,24,53,70,88,91,94,98
40,52,64,66,73,82,85,94
8,13,49,53,67,80,87,97
23,29,39,55,65,76,86,91
18,29,30,48,80,84,90,91
5,24,40,66,76,86,89,97
2,5,14,21,58,66,73,81
19,22,47,64,74,81,85,86
8,11,22,38,42,47,73,94
15,25,30,34,66,75,89,92
2,17,21,42,46,82,88,97
1,12,35,48,73,74,83,91
8,23,26,36,66,82,86,93
13,16,24,64,70,79,87,96
1,10,45,47,52,75,86,96
1,2,13,34,53,69,76,78
17,22,23,34,53,89,97,100
13,22,26,32,61,78,82,88
5,6,8,32,62,85,97,98
