pop,method,n,rep,Density,IB,LocalBalance
grid_uneq,srs,16,1,0.2898429703415675,-0.202895380332994,6.188396124918919
grid_uneq,srs,16,2,0.13372213060228097,0.14159249517035558,6.1197013815874755
grid_uneq,srs,16,3,-0.21245555594036936,0.04635154932679105,158.49537820951653
grid_uneq,srs,16,4,0.12923641350626985,-0.06529292954658197,158.45121911591372
grid_uneq,srs,16,5,0.26709360663402176,-0.025146138614368502,2.3332288912574755
grid_uneq,srs,16,6,0.28717503247248366,-0.023692952406202415,2.420745906099065
grid_uneq,srs,16,7,0.2992274474878488,-0.08269877095962169,158.4338708648702
grid_uneq,srs,16,8,-0.3004913597206127,-0.004111996470781075,158.67379999195947
grid_uneq,srs,16,9,0.12704718774544416,0.050669407060402315,8.829455046037536
grid_uneq,srs,16,10,-0.541011330223405,0.003359982005296718,1.062375730304352
grid_uneq,srs,16,11,-0.25111230333518764,-0.09561773002121876,0.3987837966401762
grid_uneq,srs,16,12,-0.21739418595457194,0.14448760749969686,8.12805949904686
grid_uneq,srs,16,13,0.24532958833386637,0.014343750288619053,158.60552116173048
grid_uneq,srs,16,14,0.11202151637793348,0.12683809327953802,3.176591090866293
grid_uneq,srs,16,15,0.2911410350713291,-0.010146554661147928,9.085544592757898
grid_uneq,srs,16,16,0.20656829035499596,-0.013857876604455914,7.866233991454055
grid_uneq,srs,16,17,-0.2912648428154125,0.18427488250706603,5.522310855798435
grid_uneq,srs,16,18,-0.48464148221178627,-0.06016624714510301,158.70756654679772
grid_uneq,srs,16,19,0.3550956709267108,-0.27926355030062855,9.360934525670196
grid_uneq,srs,16,20,-0.12619904131163265,-0.0641566529918155,2.7933311126698914
grid_uneq,srs,16,21,0.1981276828551345,-0.15991730221227785,6.090310364629801
grid_uneq,srs,16,22,-0.3055183430365387,-0.13814547658247162,0.7372010319384149
grid_uneq,srs,16,23,-0.45651801674364534,-0.11991461261103588,4.107672943297384
grid_uneq,srs,16,24,0.3959348518446616,-0.14194813398844336,10.125139043678208
grid_uneq,srs,16,25,0.21588760655117667,0.12333498757509978,158.5806746627403
grid_uneq,srs,16,26,-0.21530773005154696,-0.05073278091225743,5.650818560814562
grid_uneq,srs,16,27,-0.21075311650439443,-0.11947253287705085,5.463229287551224
grid_uneq,srs,16,28,-0.19848047241319136,-0.16444971943638262,158.41754003587423
grid_uneq,srs,16,29,0.17584325146184196,0.047715278161706,9.401294052217125
grid_uneq,srs,16,30,-0.20031308874821557,-0.04940384701063277,0.7619785111351355
grid_uneq,srs,16,31,0.18098626250178212,-0.244555686841187,158.35401982118478
grid_uneq,srs,16,32,-0.1514097473069867,0.19037110605216448,2.0054994049547523
grid_uneq,srs,16,33,-0.6074807088445241,-0.07320249699148788,2.7799859389145993
grid_uneq,srs,16,34,-0.1618444610873891,0.0796806990042938,3.0504439346266827
grid_uneq,srs,16,35,0.20407257642728394,-0.02368775078486111,4.056897713192897
grid_uneq,srs,16,36,0.26591431587455655,-0.16882392178342803,158.4914697964207
grid_uneq,srs,16,37,-0.4404081016627217,-0.18854099554106638,0.6773202827844066
grid_uneq,srs,16,38,-0.3621530984398127,-0.14061795677711617,5.500860454723303
grid_uneq,srs,16,39,-0.0876536365836204,0.10582866861449745,6.016456931574986
grid_uneq,srs,16,40,-0.41312436318844803,-0.20521787697008168,3.261844906565923
grid_uneq,srs,16,41,-0.2603434061185543,0.007464605448745631,7.7813391651216905
grid_uneq,srs,16,42,0.2103442419344072,0.01720119316473703,158.38896474968612
grid_uneq,srs,16,43,0.08197165568411524,0.14034844492381973,7.81359305804548
grid_uneq,srs,16,44,-0.10696009116759499,-0.044560078340507146,0.6336496836364153
grid_uneq,srs,16,45,0.23355546083930684,-0.14334556379338398,158.37806480308564
grid_uneq,srs,16,46,-0.17562567055429135,0.04357921264336371,0.5025978471054059
grid_uneq,srs,16,47,0.27638291117720637,-0.08702454104075845,0.714053815723211
grid_uneq,srs,16,48,0.2026738926935828,0.07851932983327597,9.649833738577437
grid_uneq,srs,16,49,0.4419716385758924,0.20350362304813804,158.71595638668396
grid_uneq,srs,16,50,0.16444573555672937,-0.1744830257122339,3.5444606034391954
grid_uneq,srs,16,51,0.20822038383992536,-0.11600637459906196,2.529269886659757
grid_uneq,srs,16,52,-0.5174860549820839,0.09377363113618106,0.44574487358999804
grid_uneq,srs,16,53,0.18705019573038972,0.01824343018124926,3.5219847849277626
grid_uneq,srs,16,54,0.28035164607453905,-0.09289748049107789,3.041220768528134
grid_uneq,srs,16,55,-0.37082295135103194,-0.08374386832587008,158.43547685034
grid_uneq,srs,16,56,-0.23558042508377092,0.16715159894114806,3.1777669869724847
grid_uneq,srs,16,57,0.11637558169465484,0.09104031463545394,2.729984790189134
grid_uneq,srs,16,58,-0.3002054494391754,0.14000707875898588,0.324743599177824
grid_uneq,srs,16,59,-0.279763747842128,-0.20649798656390775,0.9262670971971573
grid_uneq,srs,16,60,-0.2268106773548987,-0.05529137830960613,5.999933749157967
grid_uneq,srs,16,61,-0.11479829412199949,0.09992683070708581,0.5464022036061469
grid_uneq,srs,16,62,0.29318320239863427,0.08830774722350436,2.0670755598088872
grid_uneq,srs,16,63,0.16366349727656512,-0.0198080794202757,0.5967961387242133
grid_uneq,srs,16,64,0.141297799516286,-0.11299156615064378,0.9643394562504162
grid_uneq,srs,16,65,0.3776974244087281,-0.2505516830686963,158.46535780817464
grid_uneq,srs,16,66,-0.26427431187291583,0.21411637910687867,0.5517808702404653
grid_uneq,srs,16,67,-0.2963355096482594,-0.16446577106668986,8.343578913422123
grid_uneq,srs,16,68,-0.25506041864594764,0.1444034182167994,3.4408604017538917
grid_uneq,srs,16,69,0.2358674390774231,-0.02224830208276099,2.1645799463413034
grid_uneq,srs,16,70,0.3946006256662089,-0.1707262875291812,3.2392498352044448
grid_uneq,srs,16,71,0.2509215732664948,0.06519570895785595,3.6587028902289727
