Method,Density,Moran,Voronoi
K-Means (33_lexico),0.232087275579606,-0.1372269640953742,0.3477445121765393
K-Means (33_random),0.4972217390064156,-0.0817781492675971,0.5286027407777256
K-Means (33_projection),0.5250910885028872,-0.1529725177138228,2.797403272621452
K-Means (33_distance_0),0.3161681790329788,-0.2815634930955955,0.5680650952737994
K-Means (33_angel_0),0.5403189054438382,-0.2466392278609927,1.976013843203299
K-Means (22_lexico),0.5403422066382652,-0.181484904490136,2.157072957568206
K-Means (22_random),0.1200185915793453,-0.1492061053021521,0.5666453136532186
K-Means (22_projection),-0.1547305434435024,-0.2078260836627985,2.3569800722178047
K-Means (22_distance_0),0.7804444800267327,-0.1624879919002153,0.8076541147459452
K-Means (22_angel_0),0.1900984935260779,-0.1924010150561787,0.5552285140730201
K-Means (33_lexico),0.4972217390064156,-0.0817781492675971,0.5286027407777256
K-Means (33_random),0.1200185915793453,-0.1492061053021521,0.5666453136532185
K-Means (33_projection),0.734373789321229,-0.0355469468790493,0.785039579227562
K-Means (33_distance_0),0.1523775378047454,-0.1318608647990627,0.5704706241433252
K-Means (33_angel_0),0.2340117468272428,-0.2635677116324755,0.5669760711917462
K-Means (22_lexico),-0.0690460393249182,-0.1998165707007408,0.8210384797626217
K-Means (22_random),0.6762854550007269,-0.0059018155857884,1.9817432065224707
K-Means (22_projection),0.4952653740738715,-0.1937553257979789,7.5023907647404275
K-Means (22_distance_0),0.2344444862148643,-0.2863456506046495,0.5451949205456414
K-Means (22_angel_0),-0.1274065519281846,-0.3026465930859811,0.5839473942935491
K-Means (33_lexico),0.1820856462479002,-0.1567242465850482,0.5619663889918407
K-Means (33_random),-0.1287771235520512,-0.1000299057804744,0.5547384493853673
K-Means (33_projection),0.2597893048869066,-0.1418714368364573,1.1513333414707738
K-Means (33_distance_0),0.2553791998141974,-0.1740014795374476,2.5380733739561983
K-Means (33_angel_0),-0.2060682956275655,-0.1462880325714234,0.4623959786472097
K-Means (22_lexico),0.0717014091377149,-0.188290841069584,1.6376938064890845
K-Means (22_random),-0.0678995077979862,-0.2624912586257534,0.7312769527626077
K-Means (22_projection),-0.1023389859594591,-0.2097769688009312,0.5126301476281245
K-Means (22_distance_0),0.6891914180451109,-0.1585226212580397,2.0011333835710534
K-Means (22_angel_0),-0.059500838542022,-0.1186820621605531,1.554663076562632
K-Means (33_lexico),-0.0456577147523684,-0.3526789589817115,0.5723912488105275
K-Means (33_random),0.734373789321229,-0.0355469468790493,0.785039579227562
K-Means (33_projection),-0.0840219590291529,-0.0586561557145817,0.4638354396226841
K-Means (33_distance_0),0.1077366667875804,0.0369324190014474,0.5859238951903872
K-Means (33_angel_0),-0.0456577147523684,-0.3526789589817115,0.5723912488105275
K-Means (22_lexico),-0.1274209546420398,-0.2494706549598822,0.5849687675518965
K-Means (22_random),0.1612508953261035,-0.2008522797947293,0.419893902654586
K-Means (22_projection),-0.3202855666018996,-0.0293435993998325,1.6720407601351903
K-Means (22_distance_0),0.1579793770549361,0.0572925920212548,0.6386503683216465
K-Means (22_angel_0),-0.1224272542544437,-0.203439988872168,0.4742562297514246
K-Means (22_lexico),-0.0907400759786493,-0.2029541883473467,0.4429280219840362
K-Means (22_random),0.7539953954275276,-0.0162418781925443,0.7380899875737986
K-Means (22_projection),-0.1990931921087187,-0.1533211086198163,0.4795063031122193
K-Means (22_distance_0),-0.1274065519281846,-0.3026465930859811,0.5839473942935491
K-Means (22_angel_0),-0.207299654308,-0.1517115657226279,0.5351525139547345
K-Means (33_lexico),-0.0587048170527088,-0.194696570082713,0.5415046358266047
K-Means (33_random),-0.1983656752265589,-0.1222597069308098,0.4754835202895657
K-Means (33_projection),0.2540121742782496,-0.2264654498997061,0.5920878480998351
K-Means (33_distance_0),0.078775636435007,-0.1874060633057441,0.8218278808817161
K-Means (33_angel_0),0.1077366667875804,0.0369324190014474,0.5859238951903872
K-Means (22_lexico),0.4625311019670701,-0.1196290704719008,1.3961492554063788
K-Means (22_random),0.6138577810956191,-0.182971760343654,0.4980167277570959
K-Means (22_projection),0.1077366667875804,0.0369324190014474,0.5859238951903872
K-Means (22_distance_0),-0.1274065519281846,-0.3026465930859811,0.5839473942935491
K-Means (22_angel_0),0.6380669115867726,-0.2766894445746441,0.6397753608542168
K-Means (33_lexico),-0.0587048170527088,-0.194696570082713,0.5415046358266047
K-Means (33_random),0.2553791998141974,-0.1740014795374476,2.5380733739561983
K-Means (33_projection),-0.2046714628560688,-0.1834926742525249,0.4195367859731
K-Means (33_distance_0),-0.0448260344743005,-0.2814779051672374,0.6007803517109053
K-Means (33_angel_0),-0.3156762951334349,-0.0112427210489845,1.564166328557176
