Method,Density,Moran,Voronoi
K-Means (11_lexico),0.3408322922909859,-0.27180002874121,0.5961413255509129
K-Means (11_random),-0.2213253390318293,-0.2857820458355328,0.2579946715198354
K-Means (11_projection),0.621535078663645,-0.2620372236774193,0.7425482600593771
K-Means (11_distance_0),0.4940428905954327,-0.4399413450640606,0.6090278853364585
K-Means (11_angel_0),-0.3058993596883446,-0.3635852645588318,0.3585181549811405
Local Pivotal,0.2030724250935123,-0.1122016057090817,0.5715701769979268
Wave,-0.0971269067282596,-0.3519584508814748,0.5315804503002133
K-Means (11_lexico),0.3193990014964773,-0.1204074877077584,0.2463874249315039
K-Means (11_random),-0.3251911104601127,-0.2437447444545926,0.2162442299121313
K-Means (11_projection),-0.279748292373022,-0.2538695116702874,0.322120811132604
K-Means (11_distance_0),-0.1792885597838802,-0.3816886664253245,0.367111731977195
K-Means (11_angel_0),0.3227850330834697,-0.3678260598380865,0.3151183168598349
Local Pivotal,0.5826467697047486,-0.2721655269759105,0.6599895266778855
Wave,0.1153079476044655,-0.4902672512353876,0.1623136034723046
K-Means (11_lexico),-0.2453738717238834,-0.2932406103727851,0.3661528959522387
K-Means (11_random),-0.1832632637915273,-0.1590276036241387,0.4260184563720834
K-Means (11_projection),-0.2508277269672,-0.1607939702062882,0.3799109082956157
K-Means (11_distance_0),0.3535299672534392,-0.2744435302391478,0.4023666060186519
K-Means (11_angel_0),0.3983845689449027,-0.1776244710646425,0.5652845700430922
Local Pivotal,0.2594610817030737,-0.1968241890520885,0.6582540041253861
Wave,-0.1900223052978215,-0.1628042861907939,0.3529194899115193
K-Means (11_lexico),-0.3249899487270958,-0.3570515960237373,0.3908585391281425
K-Means (11_random),0.3772265620503824,-0.1452636385900833,0.4868181356120478
K-Means (11_projection),-0.3538309179616471,-0.3422368963361044,0.2737404238546443
K-Means (11_distance_0),-0.0376119683952229,-0.4003203845127177,0.2126727757083813
K-Means (11_angel_0),-0.0376119683952229,-0.4003203845127177,0.2126727757083813
Local Pivotal,0.2484194972175464,-0.0886489591629768,0.4729503609093564
Wave,-0.1970696593951639,-0.1176450515610537,0.4750639485589374
K-Means (11_lexico),-0.1021094165875169,-0.2297192424215269,0.6672776092837164
K-Means (11_random),0.692988952204213,-0.1660500657121042,0.6320256882194746
K-Means (11_projection),-0.2508277269672,-0.1607939702062882,0.3799109082956157
K-Means (11_distance_0),-0.1495682042365288,-0.2132007163556083,0.4263032120764446
K-Means (11_angel_0),-0.1792885597838802,-0.3816886664253245,0.367111731977195
Local Pivotal,0.666792776282271,-0.2388922566107235,0.4998922766054932
Wave,0.268953405972014,-0.3885489925797055,0.4765258026502571
K-Means (11_lexico),-0.1021094165875169,-0.2297192424215269,0.6672776092837164
K-Means (11_random),-0.4482238316408629,-0.3589743589743567,0.4092714930506051
K-Means (11_projection),0.2185073976135709,-0.2219614166268887,0.6575236020256183
K-Means (11_distance_0),0.3983845689449027,-0.1776244710646425,0.5652845700430922
K-Means (11_angel_0),-0.1593965905495744,-0.0539703038714273,0.3949794037124388
Local Pivotal,-0.2465091052819507,-0.2849284082310099,0.2491011712754237
Wave,0.101383255668244,-0.4571864188433847,0.3338257399674652
K-Means (11_lexico),-0.1197488590625504,-0.4273082069094231,0.3986029485789678
K-Means (11_random),0.4414424717757982,-0.1481989795609171,0.3736530037215801
K-Means (11_projection),-0.1802854458471139,-0.4086412526209332,0.1938807369400121
K-Means (11_distance_0),0.0561328981744647,-0.4637320275384577,0.5171901246866207
K-Means (11_angel_0),0.2669062623558469,-0.168347089900079,0.5323805298857562
Local Pivotal,0.4432467584725685,-0.2487525761496158,0.5121101756059773
Wave,0.1280343274945577,-0.4912939145437333,0.5454239655463414
K-Means (11_lexico),0.4169768277594237,-0.383447289396354,0.5167691075013242
K-Means (11_random),0.2922845219629224,-0.2924155335257238,0.327435355294029
K-Means (11_projection),0.2398043661149289,-0.3249379051970663,0.2960198928091568
K-Means (11_distance_0),-0.14533572078897,-0.3682494166779659,0.3974390366646811
K-Means (11_angel_0),0.0561328981744647,-0.4637320275384577,0.5171901246866207
Local Pivotal,-0.2484181025615645,-0.0455216361096388,0.3012214793561323
Wave,0.15968641003998,-0.3703437031021988,0.3160699328474671
K-Means (11_lexico),-0.1021094165875169,-0.2297192424215269,0.6672776092837164
K-Means (11_random),0.3557608740020233,-0.4133087158584778,0.5219137461105084
K-Means (11_projection),-0.2587688288907295,-0.2362277956307667,0.4425367964433632
K-Means (11_distance_0),0.3579666283283971,-0.377674651629045,0.5297772667141438
K-Means (11_angel_0),0.3227850330834697,-0.3678260598380865,0.3151183168598349
Local Pivotal,-0.1898830453362417,-0.0866242741079214,0.4717466960672643
Wave,-0.2459162131473362,-0.2733794801686229,0.2590619595665155
K-Means (11_lexico),-0.3927574414885139,-0.3049196717037923,0.3359483772060805
K-Means (11_random),0.1826632434837581,-0.2739178792034837,0.5746234302000512
K-Means (11_projection),-0.3209803346648334,-0.4101914156286897,0.244460280041055
K-Means (11_distance_0),-0.3058993596883446,-0.3635852645588318,0.3585181549811405
K-Means (11_angel_0),-0.3905170291616707,-0.1879287119756467,0.243822525364898
Local Pivotal,0.5275827786793159,-0.2685125250509114,0.3868804413874713
Wave,0.5675813619054582,-0.4867708961455453,0.6041107515872219
K-Means (11_lexico),0.1172611347529628,-0.4542567625794969,0.3524671247698199
K-Means (11_random),0.3281795073381343,-0.2610837553382303,0.3127898992255628
K-Means (11_projection),-0.279748292373022,-0.2538695116702874,0.322120811132604
K-Means (11_distance_0),0.3983845689449027,-0.1776244710646425,0.5652845700430922
K-Means (11_angel_0),-0.1798232452127125,-0.3281949396614378,0.5625695150448486
Local Pivotal,0.3456442063275998,-0.207103473831927,0.4680852344780707
Wave,0.6615388321446919,-0.2702530389819141,0.5900343836478686
K-Means (11_lexico),0.5223442985885673,-0.2426548483109763,0.4245167361488285
K-Means (11_random),-0.2435216143006194,-0.4996674946333579,0.2759026326536725
K-Means (11_projection),0.2185073976135709,-0.2219614166268887,0.6575236020256184
K-Means (11_distance_0),-0.1593965905495744,-0.0539703038714273,0.3949794037124388
K-Means (11_angel_0),-0.2708331282787671,-0.2118137255438744,0.3256282261023766
Local Pivotal,0.4494378094721386,-0.2651191467883272,0.4644560635027965
Wave,0.130832326595604,-0.408641252620933,0.219085053499029
K-Means (11_lexico),0.1233644522367476,-0.2819413190941278,0.6054254416362903
K-Means (11_random),-0.0888488273921668,-0.4277926319464961,0.1452811723038451
K-Means (11_projection),0.2090491859834349,-0.3897897214345545,0.3856450008110169
K-Means (11_distance_0),0.1988669567755585,-0.1567592998590012,0.3092383818074002
K-Means (11_angel_0),-0.3058993596883446,-0.3635852645588318,0.3585181549811405
Local Pivotal,-0.4137977222916304,-0.0658331231416209,0.3440256822549092
Wave,-0.2841104920140166,-0.157381755181502,0.3302918398828051
K-Means (11_lexico),0.4140202507751825,-0.2943309284523902,0.35507958354066
K-Means (11_random),-0.3867730517144027,-0.2733794801686229,0.3042355408342801
K-Means (11_projection),0.2398043661149289,-0.3249379051970663,0.2960198928091568
K-Means (11_distance_0),0.4940428905954327,-0.4399413450640606,0.6090278853364585
K-Means (11_angel_0),-0.3905170291616707,-0.1879287119756467,0.243822525364898
Local Pivotal,-0.0661708951966843,-0.1147630313946717,0.3813655860316197
Wave,0.2936019963123737,-0.5571768205782378,0.3787644161519028
K-Means (11_lexico),0.1233644522367476,-0.2819413190941278,0.6054254416362903
K-Means (11_random),0.56801611286912,-0.1467921426965109,0.5460652425663136
K-Means (11_projection),0.5448283391912401,-0.400693842672379,0.6909491533166083
K-Means (11_distance_0),0.1849133640919602,-0.2561904487576382,0.5481958080379993
K-Means (11_angel_0),-0.3058993596883446,-0.3635852645588318,0.3585181549811405
Local Pivotal,0.2250941120277388,-0.0797909131007826,0.5044558014831111
Wave,-0.1142368699417588,-0.3830625294468442,0.2417748537896709
K-Means (11_lexico),0.236764254559127,-0.2442613725037512,0.3794059873055181
K-Means (11_random),-0.0208438813198137,-0.5026090374675873,0.3098379934726226
