Method,Density,Moran,Local Balance
K-Means (45_random_),0.071362617248043,-0.19617567910103512,0.26803893598233214
K-Means (45_random_),-0.03850155884314768,-0.20289551224834662,0.27477510729085275
K-Means (45_random_),0.014515011728464202,-0.13476025627373825,0.282161263785254
K-Means (45_random_),-0.040390966813971474,-0.7106690545187089,0.24732362576510833
K-Means (45_random_),-0.019861238937633002,-0.7106690545186936,0.34271075861903627
K-Means (45_random_),-0.03515843576586526,-0.18417853189464034,0.3369172741209313
K-Means (45_random_),-0.02633576407459356,-0.6112315037274613,0.22326646672587153
K-Means (45_random_),-0.016305003748547243,-0.8144321109212447,0.2767826609030422
K-Means (45_random_),0.16845321471660454,-0.3071668768258192,0.2552519623192389
K-Means (45_random_),-0.2983650134187996,-0.0727900952105947,0.5332783374098258
K-Means (45_random_),-0.26516733010512783,-0.06404396746268792,0.5881515546354762
K-Means (45_random_),-0.32594200858202316,-0.07267724858864287,0.5643091403165471
K-Means (45_random_),-0.19614210513955166,-0.11355500924098269,0.5474123413962461
K-Means (45_random_),-0.04276072499879539,-0.7552539254727308,0.2965006363247514
K-Means (45_random_),0.013106652249119045,-0.2955300346244986,0.2576526898543813
K-Means (45_random_),0.17427929306045584,-0.8171881642823902,0.2909138299339207
K-Means (45_random_),-0.03850155884314768,-0.20289551224834662,0.27477510729085275
K-Means (45_random_),-0.01926495522511657,-0.3049890990821983,0.2971555627922599
K-Means (45_random_),-0.01616503988534456,-0.8144321109212447,0.2767826609030422
K-Means (45_random_),-0.2797129016525657,-0.09703963475732419,0.5257048573780639
K-Means (45_random_),0.07297303183913079,-0.19617567910103512,0.26803893598233214
K-Means (45_random_),-0.039011516983264924,-0.19113645296708326,0.30677696864415877
K-Means (45_random_),0.07131857834462074,-0.18724718168018603,0.2384574113941604
K-Means (45_random_),0.18572925949956637,-0.2231507698180022,0.3490405908202625
K-Means (45_random_),-0.020469136680070065,-0.11065637039288077,0.33980956305905463
K-Means (45_random_),-0.24551633189434433,-0.0713453986782108,0.5498494534520892
K-Means (45_random_),0.1900211249308631,-0.177037569538982,0.34383815093415115
K-Means (45_random_),0.17376900486450658,-0.8171881642823902,0.2909138299339207
K-Means (45_random_),-0.023633616776001308,-0.7579731979005387,0.26010445050041897
K-Means (45_random_),-0.19614210513955166,-0.11355500924098269,0.5474123413962461
K-Means (45_random_),-0.04831719593028904,-0.5302514158172362,0.22513911823647287
K-Means (45_random_),-0.2724177932854007,-0.05660505876024359,0.5994371635682247
K-Means (45_random_),-0.029229894425713544,-0.2058642925042232,0.27529111324152394
K-Means (45_random_),0.0606410111291708,-0.14887348333586034,0.38676327152800494
K-Means (45_random_),-0.34087416132323634,-0.06002447256673937,0.5972356186677702
K-Means (45_random_),-0.020677734830331487,-0.6356417261637208,0.26379173795710337
K-Means (45_random_),-0.03723430518625357,-0.24296310249995437,0.23166629694815066
K-Means (45_random_),-0.04499726988242556,-0.5302514158172362,0.22513911823647287
K-Means (45_random_),0.18071852886513048,-0.8171881642823879,0.2858967573310845
K-Means (45_random_),-0.038224670702238665,-0.3681384387365333,0.23297062637258692
K-Means (45_random_),0.04474174108035126,-0.14877535470540726,0.23722397506178675
K-Means (45_random_),-0.020568852639908014,-0.7579731979005387,0.26010445050041897
K-Means (45_random_),-0.34039975938412254,-0.03245989034178506,0.5783263600144014
K-Means (45_random_),-0.34241302124958817,-0.06002447256673937,0.5972356186677702
K-Means (45_random_),-0.3070906537205108,-0.0727900952105947,0.5332783374098258
K-Means (45_random_),-0.23169720964982204,-0.14408932778532435,0.48989851347113544
K-Means (45_random_),0.07486524641289974,-0.5658251521157435,0.33076439502604205
K-Means (45_random_),0.048085576723905114,-0.14877535470540726,0.23722397506178675
K-Means (45_random_),-0.25296945308641716,-0.0713453986782108,0.5498494534520892
K-Means (45_random_),-0.023854024351954856,-0.6356417261637208,0.26379173795710337
K-Means (45_random_),0.07714634220461374,-0.3069218773193351,0.36471006909581793
K-Means (45_random_),-0.032951456807732746,-0.18787439449209564,0.3190757767190194
K-Means (45_random_),0.21382079435498902,-0.20962474102846299,0.3786978444703863
K-Means (45_random_),-0.1993530984956455,-0.08324977141260888,0.6337955840002202
K-Means (45_random_),-0.02633576407459356,-0.6112315037274613,0.22326646672587153
K-Means (45_random_),0.02775467900726067,-0.15607470538374385,0.33774848067389196
K-Means (45_random_),-0.04041479234815084,-0.15293963457609044,0.24826393745303343
K-Means (45_random_),-0.03723430518625357,-0.24296310249995437,0.23166629694815066
K-Means (45_random_),0.11098677043709813,-0.2131189967077602,0.3232071252305414
K-Means (45_random_),-0.03323677517539206,-0.2058642925042232,0.27529111324152394
K-Means (45_random_),-0.020677734830331487,-0.6356417261637208,0.26379173795710337
K-Means (45_random_),-0.04892850483988075,-0.9999999999999788,0.22707255312420613
K-Means (45_random_),-0.03872260993145298,-0.7106690545187094,0.24512196186875243
K-Means (45_random_),0.18586529403443502,-0.2231507698180022,0.3490405908202625
K-Means (45_random_),-0.0352187719904659,-0.2436683330707944,0.2588672485049648
K-Means (45_random_),-0.016347295344330014,-0.6305476678616567,0.2926832979697665
K-Means (45_random_),-0.0437884756568666,-0.8151254689931636,0.26268208569307405
K-Means (45_random_),-0.045714365442513116,-0.9999999999999788,0.22707255312420613
K-Means (45_random_),-0.020568852639908014,-0.7579731979005387,0.26010445050041897
K-Means (45_random_),-0.040390966813971474,-0.7106690545187089,0.24732362576510833
K-Means (45_random_),-0.009153440067706617,-0.7106690545187042,0.22412927176378594
K-Means (45_random_),-0.003656119626947434,-0.16957717775483688,0.3308317112264426
K-Means (45_random_),-0.3451934655094718,-0.06002447256673937,0.5972356186677702
K-Means (45_random_),-0.0437884756568666,-0.8151254689931636,0.26268208569307405
K-Means (45_random_),-0.003656119626947434,-0.16957717775483688,0.3308317112264426
K-Means (45_random_),-0.04831719593028904,-0.5302514158172362,0.22513911823647287
K-Means (45_random_),-0.04499726988242556,-0.5302514158172362,0.22513911823647287
K-Means (45_random_),0.015509071804885217,-0.2938566625908373,0.22298505167473603
K-Means (45_random_),-0.01122345950842882,-0.6624445427098733,0.21539828273495013
K-Means (45_random_),0.014376427625325134,-0.2955300346244986,0.2576526898543813
K-Means (45_random_),-0.16188437803350417,-0.07882060309778151,0.5387489215643929
K-Means (45_random_),-0.01926495522511657,-0.3049890990821983,0.2971555627922599
K-Means (45_random_),-0.04041479234815084,-0.15293963457609044,0.24826393745303343
K-Means (45_random_),-0.03852455541539334,-0.7106690545187089,0.24732362576510833
K-Means (45_random_),-0.04034321225201264,-0.45751585982075405,0.2785256482971765
K-Means (45_random_),-0.023098642720139888,-0.8942053820003558,0.24539329592499104
K-Means (45_random_),0.16837332954955986,-0.3071668768258192,0.2552519623192389
K-Means (45_random_),-0.040714915797258326,-0.45751585982075405,0.2785256482971765
K-Means (45_random_),0.18572925949956637,-0.2231507698180022,0.3490405908202625
K-Means (45_random_),-0.04093660970824562,-0.6391395845192248,0.2474525135517683
K-Means (45_random_),-0.34354206697977474,-0.06002447256673937,0.5972356186677702
K-Means (45_random_),0.14377988612108633,-0.8171881642823873,0.3174514901485408
K-Means (45_random_),-0.3388254988463835,-0.041229679586876844,0.5605840490289667
K-Means (45_random_),0.12315090636947243,-0.8171881642824014,0.3432693757972203
K-Means (45_random_),-0.04915998110185469,-0.19129293318643328,0.2748935582155003
K-Means (45_random_),-0.03596539431144843,-0.2436683330707944,0.2588672485049648
K-Means (45_random_),-0.020568852639908014,-0.7579731979005387,0.26010445050041897
K-Means (45_random_),0.07131857834462074,-0.18724718168018603,0.2384574113941604
K-Means (45_random_),0.12274870481176318,-0.8171881642824014,0.3432693757972203
K-Means (45_random_),-0.041447206411945,-0.24296310249995437,0.23166629694815066
K-Means (45_random_),0.14840805369695304,-0.23479104936039777,0.2822199738023708
K-Means (45_random_),-0.3779262889623065,-0.07303784321114533,0.5253172535533475
K-Means (45_random_),0.1072749037856529,-0.2131189967077602,0.3232071252305414
K-Means (45_random_),-0.16188437803350417,-0.07882060309778151,0.5387489215643929
K-Means (45_random_),-0.2694096481266836,-0.06404396746268792,0.5881515546354762
K-Means (45_random_),0.1890964791662756,-0.2231507698180022,0.3490405908202625
K-Means (45_random_),-0.2776944060284841,-0.05660505876024359,0.5994371635682247
K-Means (45_random_),0.0606410111291708,-0.14887348333586034,0.38676327152800494
K-Means (45_random_),-0.02631709049356128,-0.6112315037274613,0.22326646672587153
K-Means (45_random_),-0.04041479234815084,-0.15293963457609044,0.24826393745303343
K-Means (45_random_),-0.041447206411945,-0.24296310249995437,0.23166629694815066
K-Means (45_random_),0.03228907444050985,-0.20889318714686675,0.23173273240924622
K-Means (45_random_),0.014376427625325134,-0.2955300346244986,0.2576526898543813
K-Means (45_random_),-0.03850155884314768,-0.20289551224834662,0.27477510729085275
K-Means (45_random_),-0.02633576407459356,-0.6112315037274613,0.22326646672587153
K-Means (45_random_),-0.020677734830331487,-0.6356417261637208,0.26379173795710337
K-Means (45_random_),0.2324075488291335,-0.18979766299162174,0.3608210693742564
K-Means (45_random_),-0.010547575064549713,-0.22466141774572443,0.24709032125018612
K-Means (45_random_),0.07007382913393044,-0.18724718168018603,0.2384574113941604
K-Means (45_random_),-0.009153440067706617,-0.7106690545187042,0.22412927176378594
K-Means (45_random_),0.16144591786428733,-0.6684429929000102,0.32679649707413705
K-Means (45_random_),-0.04276072499879539,-0.7552539254727308,0.2965006363247514
K-Means (45_random_),0.08522241214770053,-0.23212532174085004,0.2714034160635155
K-Means (45_random_),0.01181936414764679,-0.09363058576636892,0.3465065695839901
K-Means (45_random_),-0.02156578755754814,-0.7579731979005387,0.26010445050041897
K-Means (45_random_),0.16837332954955986,-0.3071668768258192,0.2552519623192389
K-Means (45_random_),-0.04204280733018583,-0.1925502012536038,0.2864978784859962
K-Means (45_random_),-0.007654114048841096,-0.11384440164542031,0.28038901255524906
K-Means (45_random_),-0.038224670702238665,-0.3681384387365333,0.23297062637258692
K-Means (45_random_),0.10517211165485285,-0.5658251521157431,0.29161954778771837
K-Means (45_random_),0.012318752334663228,-0.09363058576636892,0.3465065695839901
K-Means (45_random_),-0.016347295344330014,-0.6305476678616567,0.2926832979697665
K-Means (45_random_),-0.04226635988786038,-0.3681384387365333,0.23297062637258692
K-Means (45_random_),-0.25296945308641716,-0.0713453986782108,0.5498494534520892
K-Means (45_random_),0.03036620676674299,-0.20889318714686675,0.23173273240924622
K-Means (45_random_),-0.009153440067706617,-0.7106690545187042,0.22412927176378594
K-Means (45_random_),0.10415494586826139,-0.26363719294626947,0.35054515869889463
K-Means (45_random_),0.21382079435498902,-0.20962474102846299,0.3786978444703863
K-Means (45_random_),0.0015974319004675409,-0.34088716224070664,0.3152319685890599
K-Means (45_random_),-0.040927506898234524,-0.20289551224834662,0.27477510729085275
K-Means (45_random_),0.11016076082466492,-0.2131189967077602,0.3232071252305414
K-Means (45_random_),-0.040714915797258326,-0.45751585982075405,0.2785256482971765
K-Means (45_random_),-0.010705338042929008,-0.24164824512797067,0.3154902832227175
