"V1","V2","V3","V4"
25,30,58,82
37,49,62,65
61,64,68,82
10,48,73,83
19,22,34,87
56,66,71,94
34,56,89,93
7,22,46,85
27,42,88,91
21,30,37,73
14,18,66,98
53,67,68,70
1,53,94,96
7,51,65,66
52,64,66,92
5,9,42,64
17,64,73,80
3,48,61,76
1,9,53,64
7,8,80,92
46,74,83,86
8,38,46,88
42,47,61,90
35,70,85,89
7,13,56,78
1,9,30,99
52,55,59,80
47,61,62,67
62,65,78,94
56,74,78,86
1,9,14,89
33,47,51,97
13,16,49,83
14,23,47,81
10,37,43,47
2,36,80,83
4,9,13,69
7,30,38,53
7,52,73,91
22,35,42,82
75,91,92,98
21,23,76,87
2,23,40,90
4,22,34,53
22,34,37,69
10,22,52,59
73,75,86,89
5,13,19,80
4,25,70,90
9,13,36,67
1,24,27,66
34,42,48,61
23,37,49,66
25,55,64,91
2,25,42,85
5,50,75,88
8,53,68,69
8,46,92,94
33,51,59,62
8,34,48,55
7,23,29,48
7,33,53,73
64,65,81,88
47,51,59,69
8,61,69,85
33,39,73,75
8,42,49,55
8,26,66,92
5,35,62,80
15,42,55,75
14,15,21,88
5,46,47,83
10,22,47,97
4,14,48,80
1,17,37,62
13,40,52,75
10,12,22,86
27,36,62,74
35,64,73,91
9,37,39,68
7,37,66,94
53,81,83,94
15,52,88,91
14,24,59,82
3,22,34,80
27,42,55,62
37,59,73,85
36,51,73,98
9,12,30,74
10,25,37,86
13,51,70,82
25,66,76,84
27,32,40,53
5,29,66,94
43,90,92,97
1,22,23,48
86,88,92,95
22,51,61,89
25,32,39,89
2,7,85,91
7,65,76,88
10,27,33,83
24,46,76,87
69,73,83,92
10,27,32,91
13,83,86,88
25,29,86,91
8,37,40,62
22,81,85,87
13,52,67,80
61,75,79,91
40,42,69,94
40,44,94,97
18,23,82,83
25,30,82,98
8,29,51,79
8,29,47,68
32,34,83,85
1,25,35,47
56,57,82,88
9,10,27,91
43,66,81,83
2,56,71,74
16,21,31,83
37,66,76,93
10,17,78,87
9,46,89,98
22,26,66,78
12,81,89,94
5,22,49,66
13,55,62,76
30,69,80,92
22,44,49,91
10,39,62,82
2,21,25,46
42,69,90,92
13,34,61,68
51,79,80,89
2,12,43,91
10,14,18,35
22,59,65,88
23,29,48,71
8,37,38,46
61,66,75,87
9,78,85,96
8,9,40,82
6,22,66,88
9,48,80,84
39,53,75,100
21,24,90,98
4,47,56,66
5,32,39,51
40,85,93,94
