Method,Density,Voronoi,Moran,Local Balance
"K-Means (1, 1)",-0.10530357522233513,0.053154188134621964,-0.07977206732975198,0.5903914776563557
"K-Means (1, 1)",0.6429297949364281,0.2752133931139493,-0.08538444395029464,0.7585426659849475
"K-Means (1, 1)",0.1325344942637337,0.042996631777933,-0.0999234369864871,0.5349408318064585
"K-Means (1, 1)",-0.06557531957820138,0.08191919816835064,-0.14468121432927455,0.6542771982197457
"K-Means (1, 1)",0.1287623320934434,0.10905029107821684,-0.05200844324841522,0.5593227505381873
"K-Means (1, 1)",0.716926106167681,0.33324600176539876,-0.03243166508759375,0.6483995329689026
"K-Means (1, 1)",0.6829642571473307,0.33118154909363795,-0.03442956537566359,0.6912065880749668
"K-Means (1, 1)",0.1722368397852853,0.04412121846588953,-0.08270339798539066,0.4366967758246302
"K-Means (1, 1)",0.04393226655898172,0.17295052063546174,-0.06960470471076763,0.5923603706067871
"K-Means (1, 1)",0.7031614901822807,0.3306353353402413,-0.03285749123686948,0.6488477266787572
"K-Means (1, 1)",-0.1226596171994007,0.07919206582471472,-0.11603603058745461,0.5077760610183146
"K-Means (1, 1)",0.11348744488637634,0.11213585274864216,-0.037215781694984615,0.6028303310255971
"K-Means (1, 1)",-0.028903461586591586,0.1450594912122823,-0.05765641575099438,0.5531416997457276
"K-Means (1, 1)",0.12997464168248266,0.10905029107821684,-0.05200844324841522,0.5593227505381873
"K-Means (1, 1)",0.12867836979555095,0.13123368723630707,-0.04472788189497651,0.49181785925813787
"K-Means (1, 1)",-0.15052734246640542,0.16533750260906738,-0.07945625313044723,0.5770620774095536
"K-Means (1, 1)",-0.05961615323049022,0.07147508179932319,-0.018065184626117874,0.5200972445343297
"K-Means (1, 1)",-0.11880090153104514,0.044542910403614924,-0.07571187817721807,0.5757212825745868
"K-Means (1, 1)",-0.25035616673027355,0.017877102672456062,-0.057880193157971174,0.5158834574667278
"K-Means (1, 1)",-0.08758945158034633,0.018277860675806824,-0.050708273135640525,0.48424636842491214
"K-Means (1, 1)",-0.1157209446076125,0.11805874077961187,-0.055077423364906015,0.5148619645420579
"K-Means (1, 1)",0.08307791611580306,0.11196412849401587,-0.05445874947608373,0.47960766061890225
"K-Means (1, 1)",0.4519368812163098,0.33617161240880244,-0.016739371067607905,0.6494546081555023
"K-Means (1, 1)",0.17877529917799664,0.21650508005277927,-0.04753522137102401,0.5613508125276966
"K-Means (1, 1)",-0.09039485372241288,0.023089528327287064,-0.1588595748846319,0.6486983730580143
"K-Means (1, 1)",-0.17357872993715714,0.25177604941046383,-0.07879634515310202,0.6414198419824498
"K-Means (1, 1)",0.11376138661323651,0.12602346752466176,-0.04557251372949701,0.5539584317457432
"K-Means (1, 1)",-0.05021219965305014,0.13157019771467884,-0.05863994417917818,0.6010389255369929
"K-Means (1, 1)",-0.06559276066424707,0.08191919816835064,-0.14468121432927455,0.6542771982197457
"K-Means (1, 1)",-0.06473688833071885,0.1216899038841749,-0.11469364768356857,0.6151646036752562
"K-Means (1, 1)",0.590007643129741,0.3336491411696973,-0.10529630647117506,0.7455416723541103
"K-Means (1, 1)",-0.10748542595336076,0.13916590299577006,-0.0690672378261675,0.587110852204906
"K-Means (1, 1)",0.6720118444990303,0.26762826058088396,-0.08725975270867772,0.5006547068272771
"K-Means (1, 1)",-0.061682694280456224,0.03282228349812153,-0.09704038133677541,0.609326233142658
"K-Means (1, 1)",-0.11015628227696275,0.17547162421649162,-0.02922421674999583,0.5863203057096973
"K-Means (1, 1)",0.13845806451532214,0.09796260178405031,-0.07997314713052014,0.49690740764556834
"K-Means (1, 1)",0.05191581414575166,0.013249280831464165,-0.11200504535731,0.5425726266433865
"K-Means (1, 1)",0.5734976957358489,0.37830046090967767,-0.011796139113806154,0.7643994450868743
"K-Means (1, 1)",0.13791943279371696,0.0695811834170017,-0.09401719490365001,0.5213156964988204
"K-Means (1, 1)",-0.0629332191349361,0.11059071508000194,-0.12436813205416668,0.6340680517060288
"K-Means (1, 1)",0.17070019429785285,0.038257947861795566,-0.08280329712699754,0.6671803408476904
"K-Means (1, 1)",-0.10879731061371918,0.17547162421649162,-0.02922421674999583,0.5863203057096973
"K-Means (1, 1)",-0.03934033330845895,0.05485289164736094,-0.07198106119310932,0.48339916006881817
"K-Means (1, 1)",-0.08488391312418436,0.19461904228789376,-0.03712957564191482,0.5987160441910024
"K-Means (1, 1)",0.1754834655708999,0.10486248454046995,-0.022574241158646743,0.5443519507473501
"K-Means (1, 1)",-0.20893096061928373,0.08299595364204526,-0.02179847888644967,0.543950739349813
"K-Means (1, 1)",-0.20662886649705497,0.08299595364204526,-0.02179847888644967,0.543950739349813
"K-Means (1, 1)",0.6401621883621965,0.2752133931139493,-0.08538444395029464,0.7585426659849475
"K-Means (1, 1)",0.08307791611580306,0.11196412849401587,-0.05445874947608373,0.47960766061890225
"K-Means (1, 1)",-0.07244585931467452,0.1122916317059856,-0.08020611010180999,0.6573801920583862
"K-Means (1, 1)",-0.10748542595336076,0.13916590299577006,-0.0690672378261675,0.587110852204906
"K-Means (1, 1)",0.1287861940274346,0.13123368723630707,-0.04472788189497651,0.49181785925813787
"K-Means (1, 1)",-0.06474216997243276,0.08191919816835064,-0.14468121432927455,0.6542771982197457
"K-Means (1, 1)",0.17070019429785285,0.038257947861795566,-0.08280329712699754,0.6671803408476904
"K-Means (1, 1)",-0.07221855417766151,0.10723216925135842,-0.12013432561258874,0.6163380919307546
"K-Means (1, 1)",0.13975804237650769,0.02344041466100438,-0.08567903333732281,0.638104728738598
"K-Means (1, 1)",0.5383828285228641,0.27295080525515303,-0.07892104790904889,0.6224028995680593
"K-Means (1, 1)",0.4519368812163098,0.33617161240880244,-0.016739371067607905,0.6494546081555023
"K-Means (1, 1)",-0.05619403941609553,0.2099020914747567,-0.0385655243991984,0.6223221920989704
"K-Means (1, 1)",0.14765984618257613,0.04086799122412909,-0.07513074219142252,0.49738945384031324
"K-Means (1, 1)",0.13975804237650769,0.02344041466100438,-0.08567903333732281,0.638104728738598
"K-Means (1, 1)",0.4703285847340658,0.3371060398808264,-0.01726392345329161,0.6365064439576013
"K-Means (1, 1)",-0.193367245600936,0.3029295785341636,-0.038602004403738496,0.6480449024907566
"K-Means (1, 1)",0.14316112669788358,0.10495973069726196,-0.06038706369615559,0.5421263958222277
"K-Means (1, 1)",0.13345436971010086,0.042996631777933,-0.0999234369864871,0.5349408318064585
"K-Means (1, 1)",0.5694211486462927,0.2986157775436209,-0.06615253603509838,0.68209895213923
"K-Means (1, 1)",-0.0562213983694176,0.015588818789531996,-0.1220405221291764,0.5650023270978769
"K-Means (1, 1)",-0.11015628227696275,0.17547162421649162,-0.02922421674999583,0.5863203057096973
"K-Means (1, 1)",0.20136936823907503,0.13578688391504984,-0.04031984223555186,0.5655735975214584
