pop,method,n,rep,Density,IB,LocalBalance
meuse_eq,wave,10,1,0.1037034732726119,-0.4432859096260687,0.24180497402292783
meuse_eq,wave,10,2,0.03482299219547594,-0.5024334552868068,0.17701320068034432
meuse_eq,wave,10,3,0.0993427132322033,-0.4296352829803009,0.22847520360801837
meuse_eq,wave,10,4,-0.0798093616362116,-0.3138007042309531,0.19677297203829552
meuse_eq,wave,10,5,0.04744192699212855,-0.4981914367262197,0.16762598013860028
meuse_eq,wave,10,6,0.09446945485760752,-0.4075152035991132,0.21506111851266327
meuse_eq,wave,10,7,0.10089802260532203,-0.36396121629323797,0.2517276219033198
meuse_eq,wave,10,8,0.02773826992329513,-0.5410799010479816,0.1575755098876132
meuse_eq,wave,10,9,0.12555946593953035,-0.43970900536453267,0.3136408747099136
meuse_eq,wave,10,10,0.11614799931970898,-0.38805338865362,0.3345583500834723
meuse_eq,wave,10,11,0.03433770092714611,-0.5195426778127187,0.20861325133765798
meuse_eq,wave,10,12,-0.14994953562499808,-0.4146614981262044,0.23450826760746155
meuse_eq,wave,10,13,0.08003798390636019,-0.4032413795982367,0.20887037772270545
meuse_eq,wave,10,14,0.16201267426288213,-0.4397661310358522,0.4525588434406495
meuse_eq,wave,10,15,-0.09164485467311421,-0.5647509117946108,0.18650814886097314
meuse_eq,wave,10,16,0.1058843440018887,-0.3766579794585606,0.22436232851008975
meuse_eq,wave,10,17,0.03574326288565595,-0.45980606959477877,0.19690359694710888
meuse_eq,wave,10,18,-0.11981749723067214,-0.4727649984272918,0.23217100675893937
meuse_eq,wave,10,19,-0.03451514624685541,-0.458216691826169,0.22242006459552874
meuse_eq,wave,10,20,0.1888436523504256,-0.40445193436443133,0.4515883634781705
meuse_eq,wave,10,21,0.06310419822672599,-0.4241083772553584,0.20959224559740142
meuse_eq,wave,10,22,-0.0694135447925352,-0.5172232656235063,0.2589981373173968
meuse_eq,wave,10,23,0.12069874169567622,-0.29254694352703864,0.17664965434038152
meuse_eq,wave,10,24,0.018587709174242982,-0.46770794082653366,0.25404640033280634
meuse_eq,wave,10,25,0.09665460950119056,-0.24700580347004372,0.28684147952177813
meuse_eq,wave,10,26,0.026998774138353963,-0.4708753432582074,0.14837206712525505
meuse_eq,wave,10,27,0.3209792899657393,-0.42264180064673035,0.4060414532524584
meuse_eq,wave,10,28,0.03623597904853335,-0.5484964502645326,0.24530285892066261
meuse_eq,wave,10,29,-0.04093982276871527,-0.432223792106575,0.12187008568110785
meuse_eq,wave,10,30,0.08448112192386803,-0.4057636363404852,0.18175182679170707
meuse_eq,wave,10,31,-0.12235030277138934,-0.452956494447759,0.22159261110109463
meuse_eq,wave,10,32,0.021959101274767995,-0.3111428672300541,0.2059545730816343
meuse_eq,wave,10,33,0.08898589465830367,-0.39881987242970024,0.2634169747516713
meuse_eq,wave,10,34,-0.0464051389850558,-0.5708312332451269,0.32113765372597497
meuse_eq,wave,10,35,-0.08009378370025677,-0.5179471946742413,0.17012269627424725
meuse_eq,wave,10,36,0.11085377478743759,-0.41195090177600885,0.2203353555988542
meuse_eq,wave,10,37,0.057527356176681484,-0.5097312398913412,0.19047341730842066
meuse_eq,wave,10,38,0.12809304500420157,-0.5149249607696131,0.2438683879765608
meuse_eq,wave,10,39,0.06343548603149243,-0.478955419758138,0.19562963588663487
meuse_eq,wave,10,40,0.12242274493371698,-0.5673249091495326,0.26857821911528545
meuse_eq,wave,10,41,0.14637579950368967,-0.4025152002709301,0.31702036517051146
meuse_eq,wave,10,42,-0.10506714820397761,-0.39118139632835885,0.32983548215753417
meuse_eq,wave,10,43,0.03104462682903985,-0.5521676351265746,0.19869674552066233
