"V1","V2","V3","V4","V5","V6","V7","V8"
6,10,12,25,57,66,69,94
17,20,33,39,42,48,80,88
1,17,37,38,57,61,78,90
1,23,26,28,38,45,51,69
5,20,21,27,31,39,62,91
8,10,37,47,72,81,82,96
9,17,38,42,45,53,57,67
55,57,60,79,83,93,95,97
2,34,44,46,57,77,86,92
21,28,41,46,51,63,64,93
11,19,36,38,67,70,71,81
1,16,24,38,51,88,91,94
13,31,47,55,58,89,92,95
14,22,36,44,51,60,63,87
22,23,41,47,66,83,86,88
57,64,68,77,81,82,88,96
7,30,40,49,59,66,75,81
12,23,35,49,68,91,98,99
1,5,29,37,41,45,61,87
14,31,40,42,65,74,75,77
4,19,48,56,59,61,78,90
19,21,53,62,86,88,98,99
7,17,20,36,63,82,84,95
2,27,28,31,43,59,67,70
2,9,27,39,74,80,94,98
8,13,22,34,52,74,90,92
6,22,29,54,80,83,90,95
9,17,40,45,57,65,67,90
8,9,33,35,40,59,87,100
22,24,41,49,71,77,81,98
5,11,21,26,48,52,67,73
17,21,44,63,79,83,99,100
46,52,55,57,65,68,76,95
1,6,18,21,32,45,58,66
8,24,33,37,42,45,97,98
8,22,30,46,57,83,95,97
32,40,51,76,77,90,91,92
7,10,11,17,31,60,62,95
10,18,20,29,30,36,47,85
21,37,49,53,55,88,94,99
16,18,22,25,48,62,77,92
1,3,14,33,48,49,88,98
14,22,37,46,50,52,61,92
4,9,34,61,68,70,79,87
10,12,16,19,25,38,50,65
1,9,21,23,31,43,67,76
9,13,19,44,53,58,83,90
21,35,41,52,73,86,89,91
14,30,45,49,61,70,85,94
26,31,35,53,58,69,77,90
3,19,28,35,42,59,63,83
9,15,26,41,42,53,70,75
41,48,53,55,57,77,83,93
41,61,63,74,86,87,88,93
1,32,43,49,57,64,81,93
5,6,18,39,52,69,83,100
7,9,18,35,56,75,78,83
22,31,44,47,71,77,86,97
1,9,13,27,43,58,61,83
28,29,46,47,63,76,83,100
19,40,47,53,56,75,85,89
16,37,44,56,72,85,91,95
8,24,25,28,49,67,68,80
23,39,49,65,71,74,81,88
8,21,22,41,52,64,78,99
37,58,65,71,85,87,97,100
6,32,35,58,72,77,84,95
16,17,34,35,36,63,75,99
7,54,58,64,66,79,80,82
31,41,67,76,77,82,90,91
18,33,36,38,39,40,87,98
5,7,29,59,73,78,90,94
19,24,30,55,70,79,87,97
2,24,28,42,44,46,53,57
9,16,20,31,37,46,53,94
12,24,36,45,55,59,87,99
4,9,18,22,25,29,38,44
11,34,57,60,77,84,91,99
22,24,43,45,47,77,83,84
3,14,15,65,78,83,94,100
6,10,22,29,32,54,55,71
33,34,42,58,60,68,88,99
13,44,50,53,57,71,83,95
6,15,18,34,45,60,70,75
1,5,6,13,25,52,66,73
14,22,27,40,48,61,96,100
26,39,48,50,51,55,64,90
16,25,26,41,43,64,66,93
28,41,47,50,54,70,86,92
12,26,30,32,54,65,81,85
3,6,11,16,36,37,60,64
4,5,6,8,19,44,87,98
1,5,18,42,52,71,78,82
12,22,36,51,61,63,76,99
2,29,40,49,66,85,91,92
10,16,19,20,38,52,53,97
16,64,70,72,85,88,96,99
8,12,26,36,66,89,96,99
18,19,29,47,68,71,86,91
4,12,14,21,26,41,53,81
7,33,46,54,64,77,90,99
35,46,48,53,58,59,61,72
9,18,29,35,54,78,81,98
19,24,28,40,42,53,80,90
2,6,11,31,64,75,85,94
9,22,34,43,64,72,80,94
3,19,25,26,50,53,74,89
11,14,37,40,46,47,54,77
13,23,30,35,45,79,81,90
11,18,20,27,56,76,87,94
4,14,30,49,67,70,85,97
5,20,27,39,54,61,93,99
1,45,48,49,52,55,71,91
1,14,25,32,70,73,78,99
20,38,40,53,54,61,70,78
9,11,34,42,50,54,72,75
34,39,40,46,71,74,81,100
1,29,37,40,48,49,61,63
10,11,12,18,37,40,76,83
5,8,25,43,62,72,79,99
6,13,42,45,66,85,91,94
5,10,12,20,50,54,59,86
4,7,33,39,70,74,82,94
1,61,62,66,72,80,85,97
7,38,45,51,63,79,81,93
30,33,42,55,57,58,85,97
24,25,36,61,63,75,77,99
37,50,61,64,78,92,93,100
1,21,29,31,48,64,78,81
17,32,35,44,72,79,86,100
3,7,15,49,53,57,75,89
2,12,24,32,39,41,45,65
2,8,24,37,49,83,84,91
43,44,59,69,72,85,94,99
8,9,25,31,43,44,46,67
2,5,6,32,86,91,93,100
7,17,20,35,40,45,65,80
8,9,24,45,47,53,57,98
16,17,25,54,70,79,85,92
4,10,11,32,50,70,82,95
20,28,35,36,68,70,78,87
8,14,16,38,54,57,65,70
8,9,10,25,35,69,79,84
14,15,19,31,43,52,61,68
13,20,26,27,52,77,85,90
3,10,13,39,48,61,63,71
33,35,39,40,41,48,69,72
2,18,23,35,39,53,83,100
23,26,31,34,41,42,65,85
6,24,32,36,68,73,87,93
5,12,49,53,57,71,89,94
6,8,37,48,55,78,84,87
49,57,62,68,71,85,94,97
13,14,61,65,73,85,89,93
13,28,58,60,63,73,79,98
6,13,17,32,45,48,59,71
14,34,46,49,62,87,92,99
1,3,10,37,66,70,80,98
35,37,47,50,52,81,84,91
3,6,11,24,30,34,36,51
7,17,19,27,37,42,53,60
1,2,9,20,27,44,58,80
3,19,38,41,79,81,95,96
10,15,18,44,59,64,74,92
38,47,57,66,72,91,93,98
5,34,36,41,56,88,90,97
10,11,28,57,58,76,83,87
7,17,56,59,74,84,89,91
6,28,62,66,91,94,98,100
1,19,20,29,30,45,94,99
4,7,58,62,71,82,84,96
6,18,19,48,55,70,88,89
22,23,24,36,55,62,78,99
2,17,42,46,48,68,80,81
42,65,72,78,86,90,93,98
5,11,12,13,26,87,89,99
14,16,27,41,44,48,59,82
1,13,21,30,40,58,65,95
5,8,10,20,30,41,87,92
2,10,43,52,74,84,89,99
9,23,31,35,43,75,80,87
4,15,44,55,60,68,78,92
20,38,39,58,77,79,80,99
9,22,50,53,55,64,72,73
1,21,37,38,44,67,72,97
1,10,13,34,38,40,86,87
3,4,8,28,33,47,74,97
8,10,11,20,25,31,44,95
18,58,69,71,91,96,99,100
36,38,53,56,69,73,92,95
5,26,29,42,43,71,73,94
36,43,44,47,67,76,79,84
3,12,22,28,38,49,69,92
8,37,43,52,54,61,78,83
12,17,21,41,76,82,88,91
1,23,28,32,33,36,74,87
19,20,26,31,43,60,87,94
8,59,60,61,71,80,88,91
4,28,32,59,66,79,87,93
8,12,21,37,46,80,95,96
10,49,52,63,66,69,73,85
10,49,50,85,90,96,98,99
1,16,29,41,54,71,97,98
1,13,16,23,74,81,82,96
2,35,40,55,68,80,96,100
3,27,32,42,66,85,91,97
24,52,53,57,61,72,79,90
9,19,29,33,41,43,55,74
16,20,24,40,46,57,63,82
1,9,41,46,52,74,96,98
8,10,14,37,51,60,67,72
28,40,47,57,66,73,83,96
6,10,24,29,51,67,77,99
2,12,31,33,43,64,77,86
2,30,39,40,54,69,75,94
7,18,27,62,74,87,91,92
2,25,29,38,59,66,73,84
9,10,29,30,34,36,41,71
12,32,35,41,79,92,94,99
7,10,23,24,50,51,59,99
14,33,44,46,50,82,83,85
8,21,24,30,33,79,80,89
9,32,44,50,51,64,78,91
19,25,32,36,48,53,64,77
7,12,23,24,30,53,57,75
