"V1","V2","V3","V4","V5","V6","V7","V8"
11,15,23,47,60,63,76,97
23,38,43,50,56,80,83,91
9,25,33,51,60,76,84,89
1,28,31,59,64,79,92,98
1,32,36,38,60,66,83,96
2,17,23,29,53,57,93,97
2,32,45,48,56,81,90,96
13,19,25,50,54,75,78,97
3,9,36,42,49,54,73,79
4,20,23,43,47,74,92,99
10,25,29,41,55,77,80,92
19,22,41,46,53,80,84,88
5,20,32,44,49,71,75,99
9,22,27,51,55,73,87,100
6,8,12,44,59,77,81,98
18,23,45,57,62,78,85,90
4,10,46,62,76,78,84,100
5,7,22,40,65,70,72,90
5,19,33,45,53,59,88,95
12,25,29,39,43,57,63,85
6,33,36,51,60,74,79,82
3,19,42,56,58,63,90,92
11,26,28,40,62,81,86,89
3,31,38,40,67,85,92,98
5,13,27,51,56,59,72,99
5,39,43,46,81,84,88,98
5,22,28,56,59,63,77,93
6,24,32,45,48,49,73,86
10,13,26,42,57,59,93,97
25,28,33,48,64,71,84,87
1,16,39,58,73,89,92,94
7,22,30,45,58,69,71,77
2,9,36,51,70,77,82,86
6,13,29,33,47,77,83,91
4,22,29,46,53,60,75,99
1,15,19,41,50,53,80,93
4,19,36,53,65,79,81,100
13,26,38,39,41,68,85,88
2,7,15,34,48,72,79,96
1,10,40,44,57,78,84,86
5,28,31,35,53,57,64,87
11,39,43,48,69,81,91,98
14,18,20,31,52,67,74,89
14,29,31,48,51,66,73,90
1,7,38,45,52,80,86,91
2,14,17,37,44,61,87,98
13,16,44,47,63,70,86,92
4,19,25,45,69,73,84,98
6,13,36,43,49,65,72,77
6,32,35,51,59,74,77,99
9,22,25,54,59,67,86,95
1,9,29,45,53,73,78,80
1,5,10,53,60,92,97,100
17,21,26,40,66,70,72,84
7,32,34,58,60,61,65,95
14,28,31,35,72,79,85,100
12,28,37,44,62,70,76,94
2,37,39,42,45,78,95,98
23,27,29,35,69,82,85,87
15,18,23,42,49,57,63,98
20,24,32,48,54,56,79,91
2,15,23,29,49,53,70,94
3,17,19,25,31,67,74,80
3,31,34,48,72,76,79,95
17,22,33,49,53,79,84,92
9,32,34,39,69,85,90,91
5,12,16,30,55,63,86,100
2,9,41,50,65,68,88,95
7,21,39,54,62,66,70,93
1,34,36,42,62,68,90,93
3,9,35,42,69,73,77,88
13,30,35,48,54,86,91,96
21,26,37,41,56,72,75,90
6,23,36,41,49,56,79,92
1,12,20,26,44,70,74,97
6,9,31,45,58,62,73,80
14,26,29,31,65,84,89,100
2,15,34,49,61,78,84,87
3,10,25,43,46,50,74,79
24,26,30,62,66,83,97,100
8,11,25,40,54,67,72,74
12,18,24,30,49,61,64,74
4,19,33,47,54,60,84,98
4,12,18,44,49,74,76,98
6,22,35,40,57,64,86,91
7,14,21,35,49,55,83,87
5,6,29,37,42,72,90,97
14,21,29,30,36,75,83,99
13,18,26,48,53,62,67,79
16,21,43,48,60,76,83,94
4,11,18,23,38,54,77,99
14,18,35,40,46,52,77,81
14,25,30,42,46,49,71,76
2,5,37,43,70,72,76,93
14,27,31,60,64,78,81,97
18,35,41,48,55,67,72,74
3,24,29,53,65,70,81,98
26,29,31,43,66,70,84,88
8,15,22,43,49,82,85,99
1,7,14,35,39,75,78,91
15,26,49,52,54,67,90,91
4,8,31,46,49,53,75,79
6,21,43,56,60,62,78,95
6,11,25,52,59,76,80,95
12,18,20,43,49,67,82,99
9,17,21,33,50,56,82,86
6,11,25,38,53,70,75,98
4,24,29,45,66,71,88,93
10,21,29,43,48,60,63,85
12,18,47,53,59,72,83,96
6,13,32,38,53,67,86,89
6,18,41,44,46,77,88,95
8,37,42,50,53,65,74,88
4,11,26,38,54,80,86,94
17,22,40,51,55,69,84,88
13,36,39,52,54,60,73,99
1,26,43,56,58,62,70,75
5,11,19,59,62,66,88,96
7,12,36,50,52,64,69,87
13,28,32,37,53,65,78,97
11,27,35,49,61,66,73,86
5,6,32,40,45,59,71,84
10,13,34,41,60,67,83,100
23,28,37,42,45,60,74,91
22,28,42,46,48,62,70,86
5,37,42,44,50,62,68,83
6,13,30,36,53,72,78,83
6,24,32,50,66,75,89,91
18,22,33,35,72,77,92,97
1,9,14,44,66,83,87,90
15,18,21,36,57,65,81,88
17,21,25,45,47,69,73,76
1,24,28,43,51,70,74,87
9,15,31,33,51,60,74,78
2,10,15,42,45,67,81,99
8,23,26,47,75,83,94,99
9,11,13,28,56,59,73,95
10,13,28,34,47,62,76,92
5,20,27,35,73,78,80,82
12,15,43,48,51,66,79,84
7,14,30,32,56,69,71,85
13,18,26,46,53,60,77,84
10,27,49,51,53,75,78,97
3,7,20,21,49,55,94,99
7,22,28,53,67,69,75,83
1,6,20,27,42,44,87,92
13,16,39,42,45,82,85,89
10,12,27,34,58,78,85,91
3,4,16,40,41,56,77,84
7,12,15,42,64,85,90,96
7,25,43,47,50,82,86,93
14,33,37,39,44,56,64,87
12,14,27,38,74,80,81,87
13,15,27,47,62,70,77,84
21,24,29,39,43,78,81,96
2,30,35,38,49,72,76,77
16,18,32,36,68,70,83,95
9,11,32,44,59,76,83,94
2,25,42,47,54,68,73,76
3,18,44,60,62,67,91,100
15,29,33,52,54,56,69,86
4,16,28,42,46,60,86,88
9,14,17,51,57,64,76,96
18,27,33,35,49,54,67,87
9,13,27,34,75,78,91,98
1,24,36,49,53,83,86,98
1,8,22,35,53,66,85,89
10,12,25,37,57,60,61,88
3,31,39,46,70,71,94,99
5,28,34,55,63,70,96,100
10,34,42,45,49,68,81,90
5,11,22,48,66,78,84,99
7,13,36,52,57,71,76,100
5,7,22,45,49,67,71,88
17,22,33,39,64,66,82,90
6,13,40,52,65,87,89,94
3,16,20,54,60,67,71,85
1,16,38,51,54,57,84,89
16,20,21,37,44,71,88,94
2,18,36,44,56,74,91,99
1,14,30,42,46,76,82,88
4,25,32,39,56,61,86,100
10,28,33,45,72,77,84,98
15,36,53,62,68,80,82,96
2,8,29,36,43,62,65,99
5,31,39,54,57,60,72,100
2,15,26,29,48,53,75,87
8,11,35,43,48,69,90,95
8,32,37,40,63,67,75,89
2,8,32,36,50,54,80,81
1,17,38,42,54,59,67,83
5,18,33,46,49,64,90,95
9,21,25,29,51,70,78,94
7,10,23,46,55,60,62,96
17,33,48,56,61,78,92,98
5,9,44,50,63,67,86,92
2,20,25,39,44,51,56,87
6,24,30,31,49,56,63,100
9,13,37,58,65,72,87,93
5,19,21,38,41,74,80,91
21,27,42,45,58,66,82,88
5,13,28,61,66,70,91,98
1,8,30,34,53,68,84,87
12,16,38,41,54,73,76,79
27,30,32,34,60,64,72,99
21,28,34,42,60,74,77,91
12,19,23,42,44,59,97,100
3,8,20,32,44,49,66,84
3,9,16,36,41,89,90,94
4,18,24,44,49,66,73,89
4,12,47,68,73,81,85,100
13,28,30,45,73,75,93,98
2,4,25,38,52,66,82,99
5,23,27,41,46,59,77,91
5,20,26,40,53,65,69,94
3,18,31,54,59,68,86,93
24,26,38,42,64,76,89,94
16,20,21,35,38,79,83,87
16,19,45,52,66,78,91,97
8,21,27,35,57,61,65,89
10,21,24,38,50,55,73,84
15,20,47,52,56,60,82,88
1,17,19,48,53,64,87,91
3,9,32,49,56,80,86,94
1,24,28,33,50,76,96,100
4,21,28,43,49,74,98,100
10,13,44,51,56,79,83,85
19,23,38,43,61,64,70,96
14,27,49,52,69,73,75,77
12,17,32,49,63,69,76,98
13,19,25,38,42,56,60,85
9,15,22,38,54,76,78,91
14,27,29,44,52,59,72,96
1,16,41,47,59,65,91,100
16,20,31,35,58,81,85,88
1,35,50,52,57,70,73,79
13,19,31,65,69,72,85,88
10,15,28,31,45,73,79,96
4,16,32,49,56,74,78,81
23,29,50,54,62,68,85,88
9,13,33,40,47,68,72,97
10,14,28,41,59,84,94,99
1,17,18,22,45,72,80,95
16,31,38,54,69,72,87,97
4,28,32,49,55,82,89,96
7,14,29,53,72,85,89,93
9,13,46,52,74,88,94,96
2,18,46,51,57,84,91,98
5,19,34,41,48,79,86,94
1,7,33,53,62,89,93,99
15,29,31,44,47,61,91,96
18,22,30,32,36,54,74,80
7,20,50,51,56,68,74,94
13,19,26,32,57,64,81,100
21,26,34,40,53,71,87,95
8,23,26,46,55,72,77,79
7,14,23,31,62,67,79,84
15,18,23,41,56,60,64,93
4,16,39,61,64,82,96,99
5,11,31,39,55,73,79,96
13,15,21,30,66,71,80,97
13,18,25,27,61,86,90,96
1,18,37,40,42,78,81,95
11,16,28,45,59,65,73,94
1,6,30,53,59,79,83,94
21,23,32,47,50,77,90,92
11,16,42,47,56,72,84,99
5,8,22,60,62,67,84,97
5,17,31,44,47,55,81,89
6,21,27,41,64,66,69,94
1,7,35,50,56,82,83,85
7,11,35,48,61,66,89,93
8,15,23,39,52,75,83,89
12,24,43,48,61,76,82,90
5,28,33,47,54,77,78,91
2,4,8,33,49,53,83,98
3,20,36,51,55,79,93,100
17,21,23,39,70,72,74,98
4,16,38,53,61,66,87,94
18,21,30,34,42,69,76,91
1,20,25,50,51,54,56,91
15,31,35,38,68,74,85,90
8,13,41,45,50,75,94,98
14,17,30,42,47,63,86,98
15,22,29,34,38,77,92,98
11,19,39,43,47,54,78,81
7,15,21,47,61,73,80,87
10,13,37,51,54,68,73,80
17,25,38,41,50,55,62,78
4,17,22,30,59,65,72,95
2,19,32,35,55,69,73,94
19,22,31,36,39,67,85,91
6,23,41,48,57,73,79,97
9,13,25,39,44,51,82,98
10,23,37,44,56,58,81,98
20,35,39,44,70,73,78,94
9,14,17,33,47,90,92,94
9,12,15,40,51,66,68,91
3,16,40,52,58,75,81,100
12,17,38,53,57,73,80,95
12,14,17,19,54,71,76,92
7,30,32,39,56,62,64,79
8,15,36,51,57,64,80,84
1,12,18,26,62,74,96,99
6,23,37,40,44,61,92,97
11,17,46,50,54,61,66,90
15,16,20,47,51,53,85,99
2,29,33,37,46,74,79,85
15,27,33,38,45,70,75,87
4,10,37,42,45,81,84,99
23,29,32,35,56,63,68,84
4,39,45,51,56,74,78,85
12,14,36,43,55,59,82,96
10,33,44,49,62,67,84,89
24,28,35,43,64,71,76,80
4,23,26,38,47,62,76,92
15,30,47,51,59,65,81,89
5,13,33,40,51,65,70,77
20,25,45,68,76,81,90,94
8,13,31,36,54,81,96,99
5,27,31,35,39,58,72,97
10,22,45,48,53,60,94,96
21,24,49,57,69,75,78,82
12,16,18,39,51,58,65,84
1,9,16,38,45,52,70,85
2,8,26,53,66,72,79,84
16,20,25,32,53,54,96,100
3,26,40,42,77,83,85,99
10,13,47,54,61,67,73,96
3,28,35,50,62,69,72,97
4,7,37,49,53,69,76,81
7,21,39,44,47,61,74,98
5,22,39,43,56,79,92,96
26,28,33,42,53,68,90,96
16,23,40,46,51,67,73,85
6,11,30,48,52,70,77,94
12,16,33,47,52,60,85,100
2,7,33,38,45,58,72,75
19,23,32,46,57,61,83,89
14,16,30,51,53,68,93,97
5,20,32,45,50,61,67,95
4,17,31,36,53,60,83,87
14,32,37,45,60,72,75,100
1,5,20,34,57,69,92,98
19,31,50,52,57,74,86,94
16,22,29,37,71,75,88,97
7,14,37,43,59,87,91,95
3,6,19,36,51,65,69,77
10,12,35,41,43,50,84,88
14,17,30,42,51,59,64,98
2,25,27,48,60,63,82,94
8,14,39,43,64,77,94,97
3,30,32,35,58,64,75,80
20,21,24,39,52,67,70,84
2,10,35,37,41,68,91,98
3,18,24,42,65,68,81,98
3,8,17,43,51,69,73,85
13,16,34,45,50,71,75,87
7,14,39,52,55,88,93,96
24,26,50,53,58,65,71,88
4,11,27,49,60,62,77,81
3,20,26,63,70,86,91,99
3,26,50,53,69,76,91,98
7,29,41,45,68,74,90,91
9,15,31,38,45,83,85,100
11,17,19,32,60,63,79,94
5,26,44,52,70,76,83,87
2,15,28,48,53,75,78,94
1,28,33,57,80,85,92,99
18,23,25,49,52,76,82,88
23,26,28,58,60,61,86,93
15,22,37,39,62,76,93,99
8,16,43,46,51,58,84,86
20,25,27,41,54,68,87,99
1,26,42,47,63,75,78,93
13,17,38,42,63,67,84,86
1,9,42,45,49,68,71,95
22,24,47,49,53,69,82,98
1,4,38,45,50,63,96,98
7,11,14,37,42,82,96,100
1,14,29,37,55,61,65,86
22,25,29,54,59,62,75,99
12,18,39,51,60,65,81,86
9,17,31,44,63,67,90,91
9,12,32,38,66,81,86,90
2,8,25,55,62,77,92,100
7,12,29,46,49,74,77,81
7,11,30,38,42,83,93,97
5,9,12,39,63,67,79,82
10,35,40,41,72,76,90,91
1,27,33,48,64,70,76,92
9,15,34,53,60,77,94,100
3,9,36,53,60,74,79,91
2,25,39,42,45,68,72,85
5,13,37,41,65,70,72,95
16,27,42,50,68,72,78,81
10,29,33,45,63,67,81,86
14,21,30,45,48,86,90,93
1,26,30,42,49,67,70,82
14,28,33,52,54,58,71,99
16,30,32,46,70,72,74,99
3,7,23,39,56,61,68,73
12,20,37,45,52,58,76,81
13,27,29,44,72,76,87,95
18,25,32,37,49,53,73,86
3,5,11,37,65,79,81,93
7,15,21,48,59,66,81,96
5,19,31,50,62,67,82,87
1,10,36,41,60,66,80,83
3,8,42,45,48,61,74,88
15,21,29,59,65,74,80,87
11,36,40,54,56,62,79,93
23,26,47,59,61,63,75,89
6,12,30,36,65,68,88,92
6,15,20,21,68,82,88,94
20,25,37,44,50,71,75,93
20,24,43,46,64,75,82,87
11,13,28,31,37,71,77,90
11,18,25,46,51,54,77,93
8,13,33,39,44,70,73,78
10,13,33,37,59,66,87,91
21,27,34,38,58,62,76,89
6,23,39,52,76,87,95,100
1,16,30,35,65,79,82,88
11,16,20,48,54,67,75,90
4,7,41,49,55,77,91,100
4,25,30,43,59,75,79,97
8,22,36,57,74,79,86,92
6,9,25,39,42,64,70,96
7,36,40,43,62,82,86,99
5,13,18,55,57,71,74,78
12,18,36,50,71,86,88,92
1,16,33,47,57,80,82,96
4,20,24,53,57,65,92,97
9,14,43,45,64,69,83,87
3,23,28,46,62,67,79,97
1,24,34,55,57,71,79,98
8,13,26,42,50,63,76,85
21,24,47,50,64,81,86,99
2,7,14,30,38,54,83,88
7,23,43,48,57,63,92,97
5,23,38,40,60,66,81,100
15,36,38,51,67,71,82,98
8,15,40,41,56,70,74,99
9,13,27,32,53,61,89,96
3,5,33,38,68,70,72,77
3,9,34,56,72,80,94,98
15,21,43,46,59,61,75,78
3,29,31,37,57,61,66,78
5,12,19,52,71,75,96,99
3,18,22,39,46,58,72,79
4,27,31,47,75,78,93,98
7,13,35,38,52,69,73,75
15,22,27,45,57,62,85,99
18,24,32,50,53,83,90,97
4,28,41,47,58,62,86,94
2,7,33,40,51,54,69,77
5,21,37,42,69,85,92,97
8,17,31,45,66,74,87,99
2,8,26,43,61,75,76,79
6,11,32,40,46,63,78,93
1,17,25,38,40,65,80,83
1,7,20,36,42,58,71,96
14,19,46,48,71,74,97,100
2,18,19,35,52,64,78,96
10,14,21,39,42,54,82,99
2,6,20,43,65,76,80,94
11,15,19,39,51,55,94,99
20,24,41,47,50,62,89,94
23,27,42,46,69,73,92,99
7,18,37,42,54,70,73,100
5,40,42,44,48,63,79,92
7,45,47,50,51,66,87,93
1,14,17,19,54,67,72,79
13,24,39,45,58,61,75,89
16,24,39,47,51,78,83,96
5,28,32,50,55,71,83,87
3,33,37,45,69,84,87,100
1,16,20,22,42,59,78,91
21,26,32,37,46,65,80,95
7,19,38,43,61,65,78,97
11,26,33,40,41,58,74,89
9,12,45,50,67,83,93,100
8,26,40,43,61,67,91,97
12,16,33,37,54,59,71,96
21,23,27,36,40,70,71,84
12,16,20,35,37,41,68,82
7,23,29,46,53,86,94,99
3,26,30,48,64,76,93,96
8,28,34,41,59,82,86,92
3,33,47,50,51,78,83,99
5,9,35,42,56,81,84,99
3,30,41,47,63,68,93,99
17,23,40,41,62,65,78,95
3,21,30,47,55,62,73,97
3,16,22,58,65,81,84,90
16,18,32,41,49,68,87,91
5,12,40,44,58,83,89,97
9,14,31,45,49,67,83,89
11,24,46,50,68,84,93,99
13,21,26,48,60,72,76,92
6,12,20,42,55,59,84,90
3,14,29,37,44,69,76,93
12,17,24,45,50,69,73,96
26,28,33,51,74,80,93,99
4,18,31,53,59,66,87,93
7,22,25,47,63,67,72,89
8,21,32,47,55,60,62,99
3,35,52,57,59,71,96,100
18,24,49,62,64,67,84,98
4,8,12,20,47,53,83,86
4,23,28,37,45,63,77,98
13,28,35,50,64,82,85,94
27,34,48,51,60,84,88,96
4,17,33,48,70,76,83,97
4,18,32,40,54,66,88,93
2,8,24,27,60,67,88,92
11,18,23,36,58,63,85,96
8,14,44,49,55,73,91,100
4,17,20,33,64,77,90,95
5,18,40,41,62,66,88,96
11,14,35,41,49,69,73,97
17,33,42,55,60,76,89,96
2,8,34,39,53,81,96,99
14,28,32,40,44,56,77,93
3,18,33,57,60,64,82,88
8,32,34,50,55,78,83,97
1,4,10,44,61,79,86,99
2,25,28,50,63,67,83,87
5,8,10,35,41,55,90,97
26,29,44,61,68,73,87,100
5,12,24,49,51,66,75,78
6,19,22,37,61,66,86,89
1,13,15,36,50,62,79,98
2,10,47,53,57,75,81,87
7,13,41,51,55,60,76,80
6,18,22,36,52,70,84,89
21,27,29,50,53,65,76,82
3,26,30,42,49,51,94,98
11,18,25,59,61,75,87,100
2,9,27,39,62,90,91,99
11,23,36,49,51,64,67,96
6,12,23,54,78,82,84,100
16,19,32,36,69,74,76,83
4,10,22,52,58,71,96,100
24,41,47,60,63,67,84,91
10,31,34,47,68,71,79,94
3,38,44,50,57,61,94,99
5,12,20,47,61,91,95,99
2,30,36,60,64,71,85,87
9,23,25,67,70,71,74,93
16,22,35,37,50,62,73,90
12,17,20,45,59,63,86,88
25,28,31,43,63,64,76,97
2,10,21,34,47,67,72,95
16,20,31,45,67,72,95,98
5,30,42,57,60,63,93,97
3,20,28,33,54,87,89,94
6,10,33,45,49,61,64,94
10,21,27,33,47,55,82,88
21,23,34,38,56,59,71,86
16,22,44,49,64,76,80,92
20,26,32,65,69,81,83,96
15,16,34,57,61,68,80,92
9,12,16,32,54,69,77,93
4,16,19,41,55,66,84,88
6,14,20,43,58,62,89,93
3,17,22,33,39,44,79,84
1,24,32,38,45,61,70,75
1,28,30,41,44,77,88,92
4,7,42,56,72,80,92,97
5,43,46,48,50,51,78,99
3,28,29,46,61,91,96,99
5,23,37,45,68,79,92,97
14,18,37,61,64,69,89,91
4,35,39,42,66,72,89,93
11,19,32,37,40,64,86,90
5,19,39,43,56,67,81,88
1,9,32,34,48,76,95,99
8,23,44,53,66,86,90,98
1,10,15,38,61,66,80,94
3,9,31,47,50,73,89,94
8,23,47,49,54,81,86,88
8,15,47,51,54,70,72,99
10,12,15,42,45,66,78,83
5,23,27,40,53,67,73,98
1,27,33,45,62,79,84,96
7,13,31,46,60,64,85,92
5,28,35,51,73,78,84,86
1,16,20,43,47,78,84,96
10,35,40,51,69,72,91,98
6,21,44,48,60,64,86,94
13,15,19,47,51,64,87,98
11,16,40,52,56,68,74,82
3,15,19,39,57,77,82,85
22,24,27,43,48,64,72,87
12,18,34,47,50,66,79,83
9,24,27,31,38,43,58,81
5,10,18,21,54,69,74,87
7,13,29,36,71,76,79,82
8,12,20,38,53,68,84,86
5,28,33,41,63,67,80,96
23,32,44,60,62,68,85,100
14,27,40,42,45,73,86,88
4,8,11,31,37,65,79,99
13,27,42,49,53,57,75,78
12,14,20,38,68,71,76,90
2,19,42,45,58,81,87,89
16,23,28,54,60,68,77,82
7,15,20,44,46,76,90,92
12,20,26,43,66,73,80,94
14,17,20,21,59,63,84,96
3,9,33,38,58,73,76,81
1,17,25,55,63,66,70,91
20,23,36,55,58,70,73,87
14,18,45,50,53,70,81,94
15,17,43,45,70,71,94,98
2,5,8,40,44,56,62,87
16,28,44,67,82,86,89,92
19,26,42,44,46,66,70,98
18,23,26,63,66,69,74,97
2,9,34,50,63,65,81,89
8,11,23,48,56,61,94,100
6,22,34,56,72,79,85,98
5,18,33,47,74,82,87,90
6,32,44,50,64,77,79,81
29,34,38,42,55,91,95,98
24,26,31,40,56,70,76,93
1,3,10,28,34,41,78,85
2,21,27,40,44,56,73,80
14,20,32,38,53,54,74,88
3,29,44,47,58,72,79,94
16,32,47,67,74,82,87,95
20,22,36,64,69,80,84,98
16,19,23,34,55,61,68,94
4,26,29,33,41,59,78,81
17,19,31,34,56,62,86,90
23,26,40,43,57,74,88,93
4,13,38,53,56,72,90,97
7,21,28,33,35,58,79,81
1,14,19,49,55,73,77,97
5,28,30,46,61,73,77,100
9,33,36,50,55,62,94,99
6,14,28,39,42,45,56,75
2,14,33,39,54,57,81,93
5,26,29,52,66,80,81,94
10,14,27,31,45,69,81,86
9,16,35,49,51,81,90,96
21,35,38,52,56,69,87,93
25,30,42,69,74,81,86,90
5,32,38,50,53,68,91,98
8,14,50,57,63,78,83,85
12,16,33,48,53,68,88,92
2,19,28,31,67,70,92,98
6,19,24,31,45,58,76,81
14,16,19,50,54,71,75,100
14,20,42,48,63,71,75,100
12,14,33,36,40,68,82,96
4,16,39,43,45,60,73,97
14,30,31,50,54,73,90,95
8,13,15,33,71,75,95,99
