"V1","V2","V3","V4","V5","V6","V7","V8"
14,21,23,32,48,60,97,98
7,25,28,57,70,85,87,97
5,7,26,32,48,64,71,77
16,24,28,29,55,68,89,96
19,21,40,55,58,60,66,67
11,20,21,24,37,38,52,55
14,19,35,37,44,58,69,83
9,14,52,69,87,91,98,99
5,27,40,61,68,83,90,99
2,21,27,32,48,62,94,99
14,15,25,33,34,37,90,94
10,16,55,66,85,87,94,99
9,12,33,42,69,76,81,88
3,7,16,30,37,56,64,71
5,25,39,47,61,70,91,99
34,46,52,61,74,81,89,99
14,15,34,40,47,48,56,75
20,23,32,35,48,58,87,92
1,29,40,42,48,76,81,98
19,25,29,37,42,61,76,99
20,21,24,28,29,34,38,65
7,16,28,33,52,76,85,90
29,37,39,47,64,81,90,98
11,15,42,46,48,62,67,87
20,40,58,61,68,74,81,82
15,16,26,32,48,52,81,89
23,34,37,42,45,53,64,87
3,7,21,30,46,76,89,99
23,42,46,47,65,66,76,98
7,30,39,44,47,74,82,98
14,26,34,69,74,77,90,99
14,34,47,58,60,72,74,77
5,7,10,15,58,59,69,90
2,16,32,40,46,60,62,71
1,5,21,23,25,28,32,70
5,14,15,26,67,86,87,94
29,39,40,47,74,89,95,98
6,12,16,34,37,67,76,99
8,15,30,39,55,76,83,87
16,29,35,37,47,67,71,96
5,7,9,14,25,27,43,52
3,22,32,56,64,82,87,98
5,9,20,21,26,61,74,77
17,25,34,56,61,64,85,91
7,8,25,28,46,52,60,71
3,7,16,27,65,71,81,86
13,20,25,40,65,74,76,90
7,9,17,21,38,66,67,75
28,32,38,43,55,71,93,98
32,42,48,50,52,76,83,88
37,55,56,60,66,75,87,98
2,5,12,53,54,55,71,83
2,11,42,60,66,81,82,93
14,23,25,28,39,69,76,77
1,9,14,23,24,34,61,92
2,15,22,23,25,30,50,89
3,10,15,20,34,48,59,61
21,28,32,38,52,66,77,89
16,24,37,69,71,77,83,97
7,15,20,24,29,38,45,87
24,37,38,69,81,87,93,98
10,15,25,44,55,68,76,98
1,9,25,52,64,71,77,87
27,42,55,58,66,67,75,76
3,21,51,58,74,81,83,86
17,30,34,61,75,85,89,90
14,30,52,55,85,87,91,98
5,15,17,21,62,64,69,96
12,20,21,24,25,28,38,45
8,24,55,65,83,86,87,93
20,32,47,55,56,74,91,99
30,32,46,47,56,81,85,89
1,20,28,55,62,66,78,81
1,8,20,25,35,69,92,99
12,16,20,34,37,85,95,96
7,30,38,42,62,68,89,90
2,17,25,66,69,74,75,96
3,22,34,56,60,61,81,89
7,9,14,28,57,62,67,69
16,24,31,52,59,60,90,98
2,9,15,58,61,83,91,92
1,12,15,30,40,69,76,83
5,7,22,23,83,87,88,95
3,14,31,38,65,69,81,83
5,15,25,56,61,67,72,97
16,20,28,30,35,79,93,98
2,5,11,16,17,23,42,66
7,20,21,39,40,64,85,86
2,43,67,69,70,85,86,89
39,47,56,67,69,82,86,98
7,11,48,62,64,83,90,95
16,21,32,40,45,74,75,82
20,22,55,56,69,84,85,89
18,20,37,69,81,96,98,99
12,27,47,55,64,74,90,98
2,16,29,35,55,57,82,85
20,29,34,42,45,66,68,85
2,6,25,50,62,64,68,98
17,34,48,71,72,81,82,92
7,21,25,48,58,78,90,99
14,27,30,34,42,74,81,94
37,52,54,55,65,66,89,90
12,24,25,37,58,83,87,88
28,31,34,74,81,89,92,93
14,29,32,35,55,75,81,97
2,15,20,23,25,33,62,85
7,11,17,24,29,42,60,67
7,9,14,33,34,56,74,81
38,42,71,81,94,97,98,99
11,30,42,44,55,67,74,94
10,29,47,66,68,69,82,85
8,14,52,69,79,81,86,90
20,22,29,38,42,81,85,100
7,20,24,40,68,71,77,99
3,21,30,62,64,68,83,98
5,12,21,65,81,83,90,95
38,44,59,61,83,84,87,95
20,23,25,28,53,74,77,87
17,22,28,35,54,61,71,87
8,23,24,37,47,55,89,90
32,35,39,60,61,84,90,93
20,28,39,42,44,50,69,86
16,17,24,38,48,59,61,90
16,25,27,38,68,70,90,95
11,16,34,37,58,60,63,81
6,9,15,16,25,44,77,90
12,21,22,30,69,74,93,98
