"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
30,37,44,48,62,64,67,69,70,71,77,83,85,89,95,97
40,43,47,51,63,67,70,76,78,81,83,84,89,92,96,99
25,37,43,55,57,62,69,73,74,80,81,86,89,95,97,99
19,27,43,46,55,63,70,72,74,76,79,85,88,92,95,99
26,41,47,52,54,60,68,73,75,83,86,88,89,92,96,100
26,35,41,46,52,58,67,71,75,78,82,85,90,92,97,98
31,43,46,49,52,65,67,70,74,78,83,87,91,93,97,100
32,48,50,62,63,66,74,77,79,80,82,85,86,92,97,99
20,32,38,46,51,54,72,74,77,80,83,88,94,96,97,100
24,37,49,55,62,68,72,75,76,81,85,88,90,92,93,98
35,47,50,53,65,70,71,72,77,84,87,90,92,95,96,100
4,16,44,49,52,58,64,67,70,74,77,79,84,92,95,98
20,44,48,56,60,62,65,69,71,78,83,86,89,94,97,98
29,34,43,48,60,62,64,66,78,80,81,82,85,86,95,99
19,31,34,36,49,51,54,76,78,83,85,88,90,91,95,98
11,33,38,51,53,57,74,76,77,80,87,89,91,92,94,100
13,47,49,51,53,55,66,69,71,85,87,89,93,96,99,100
14,19,43,45,50,52,57,73,74,76,80,81,87,89,94,98
16,34,38,51,55,62,66,70,75,78,83,88,89,92,93,97
38,40,43,46,61,67,69,71,76,82,85,88,90,93,96,98
35,42,47,50,54,68,70,71,75,78,82,84,87,90,93,97
13,37,40,42,44,62,66,69,74,78,80,85,89,91,93,96
17,37,41,45,52,58,64,70,77,78,81,89,92,95,97,100
7,33,49,51,55,60,67,71,73,75,76,78,88,93,95,99
6,32,37,50,57,62,64,69,76,81,83,88,90,93,95,100
28,32,36,51,59,64,67,72,75,80,81,86,88,92,97,100
23,29,45,50,54,62,65,77,78,80,82,85,87,89,91,95
19,25,37,41,50,55,56,63,72,74,78,87,90,91,95,97
18,25,45,49,52,68,70,72,74,81,84,87,90,92,96,99
15,28,45,49,52,63,67,71,74,76,77,88,90,93,95,98
37,42,45,46,57,59,62,76,77,81,83,88,94,97,99,100
15,22,36,40,44,61,65,67,72,74,78,82,88,90,94,96
27,39,42,45,59,61,63,64,66,70,86,89,90,92,94,97
30,43,45,47,62,64,66,68,71,73,75,80,88,94,96,99
16,23,30,53,57,59,62,72,74,76,77,79,80,88,92,95
28,31,52,58,61,65,67,72,76,80,82,84,86,89,93,99
31,35,40,57,59,63,65,68,72,77,84,86,90,92,95,98
9,37,43,46,59,63,68,73,76,78,80,82,86,93,95,97
24,38,50,63,66,68,70,71,78,83,90,92,94,95,96,99
29,36,41,47,60,64,67,70,73,79,82,83,85,91,95,97
29,33,34,55,58,60,64,67,72,75,83,87,93,94,96,100
31,37,40,44,53,62,65,68,76,83,88,89,91,94,97,100
24,33,46,50,54,59,62,68,78,83,85,86,90,92,95,98
35,40,45,47,53,61,67,69,76,85,86,89,90,91,93,99
26,41,45,49,53,58,62,68,71,73,76,88,90,92,95,98
23,34,39,47,50,52,63,66,72,79,83,84,87,88,94,100
22,38,45,55,57,61,70,74,79,82,86,88,91,93,96,100
32,37,39,41,52,58,65,66,71,83,85,86,88,90,93,97
24,43,48,50,54,62,70,73,74,77,83,84,86,89,93,98
27,35,52,55,59,62,66,70,74,82,86,89,93,95,96,100
19,41,43,46,49,58,60,65,73,79,86,91,94,95,96,100
27,34,38,52,54,56,62,68,75,80,82,84,88,93,96,100
27,41,54,57,59,60,63,71,74,78,80,85,89,93,96,100
24,29,37,54,57,59,63,74,78,82,87,90,91,93,96,99
15,36,40,43,55,58,62,70,73,75,78,82,86,89,90,95
22,38,40,45,53,56,65,72,78,84,87,91,93,95,98,100
12,43,46,48,56,60,64,68,71,75,83,87,88,90,94,97
16,32,48,50,52,65,68,69,75,76,83,85,88,91,94,100
19,33,48,53,54,59,60,67,72,73,74,89,92,96,98,100
31,37,44,49,57,64,66,69,72,80,81,85,89,92,94,97
13,17,44,48,52,59,64,66,73,80,82,84,86,88,91,99
21,35,43,48,57,61,73,77,78,80,82,85,89,91,94,98
22,26,35,51,63,64,67,68,77,79,80,81,85,93,95,98
37,45,48,51,63,66,71,73,79,80,81,85,88,92,94,98
32,45,54,56,58,62,64,69,70,73,85,88,89,91,94,98
22,45,48,50,52,57,59,63,80,81,84,86,89,92,93,98
32,38,40,43,54,66,68,71,77,83,85,88,92,95,97,99
27,35,42,50,51,55,58,66,76,82,83,87,88,90,95,97
18,23,38,41,53,54,56,71,77,80,85,87,91,93,96,98
20,23,46,50,51,54,68,72,76,79,80,82,85,86,94,98
