"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
5,16,21,27,28,29,35,42,47,52,55,64,73,85,87,90
5,9,13,16,18,57,61,62,69,70,76,80,81,83,88,89
5,8,14,16,23,33,34,53,54,59,73,75,83,91,92,98
2,4,7,8,10,13,18,22,23,30,36,37,53,70,84,89
4,9,12,18,22,37,53,66,70,76,80,86,88,89,95,96
13,18,37,43,48,51,59,61,62,68,70,73,75,80,83,99
2,8,13,18,37,40,42,51,52,58,62,73,74,83,96,97
9,19,30,35,64,65,66,68,69,74,76,85,90,91,94,98
4,10,14,16,21,32,34,36,42,51,62,76,83,87,96,97
5,18,25,29,48,53,61,64,69,70,80,81,90,92,94,98
2,7,12,16,21,25,33,52,53,55,64,78,79,80,90,97
5,16,25,33,35,38,39,52,61,76,80,83,89,91,96,97
1,14,28,29,38,40,41,48,51,66,73,82,83,85,86,90
1,13,17,30,33,34,46,48,51,53,59,67,73,76,83,90
23,25,26,29,30,37,47,60,68,70,78,83,91,94,98,100
1,2,9,10,17,22,24,32,38,42,64,70,78,82,88,91
1,14,21,22,34,37,38,49,51,61,67,73,76,85,91,100
1,2,10,22,23,30,37,40,43,48,55,64,70,74,76,91
1,4,6,13,34,38,42,48,52,74,75,80,83,86,88,96
1,2,14,16,19,22,38,47,49,62,66,73,76,79,80,91
3,10,13,14,15,16,23,37,53,59,64,75,78,86,87,94
14,16,22,23,33,35,59,61,62,64,65,66,69,73,91,100
9,13,16,19,21,24,25,33,49,57,61,65,80,81,83,94
15,16,35,36,42,48,51,52,56,65,73,76,85,86,91,99
7,21,25,30,36,40,44,53,55,56,66,70,76,80,90,94
5,12,16,21,24,27,29,51,52,66,67,73,75,76,80,87
5,14,18,21,22,27,42,44,62,76,77,82,85,94,97,98
15,23,24,27,29,33,36,37,47,52,56,62,66,73,83,93
8,13,14,22,24,25,29,35,42,46,48,51,55,67,71,78
5,22,24,29,35,36,38,42,46,52,62,67,73,76,80,91
4,13,14,16,21,25,35,60,68,75,76,85,92,94,96,97
5,12,14,21,49,55,59,64,75,82,85,86,87,88,90,91
2,26,30,35,36,40,44,53,56,73,80,83,89,90,91,96
2,10,13,15,16,23,25,29,32,47,52,62,65,76,78,92
12,17,34,38,40,51,53,61,75,76,78,89,90,91,92,94
9,10,16,18,25,48,52,64,66,67,81,86,90,91,95,97
7,13,23,35,48,55,59,64,65,69,73,74,75,78,90,97
5,21,22,23,24,29,33,66,67,69,71,76,83,85,86,88
1,4,8,13,22,25,38,43,48,49,50,56,74,80,94,98
9,10,14,17,22,33,37,38,42,50,62,73,76,84,86,91
1,17,23,37,39,47,66,73,75,78,80,83,86,91,93,97
2,22,28,49,51,53,55,59,65,66,68,70,73,76,80,82
