Method,Density,Moran,Local Balance
Local Pivotal,-0.07266170039119413,-0.3499344047457601,0.17576939685162787
Local Pivotal,-0.083606411125576,-0.36802004810415756,0.19423667831218341
Local Pivotal,-0.11925229240381728,-0.28532354221220685,0.23357635933657275
Local Pivotal,0.18669735711634133,-0.2900706407354877,0.26271983978499264
Local Pivotal,0.023884441880198202,-0.45027790428691583,0.17903545714152438
Local Pivotal,0.0778457659318727,-0.2939513185996881,0.24591243685532105
Local Pivotal,-0.030311384342531056,-0.4209425066668204,0.13084838746408853
Local Pivotal,0.05440143303616805,-0.29729592450281084,0.2583850489013569
Local Pivotal,0.06126329966666076,-0.22124407967228743,0.21907903505560763
Local Pivotal,0.07190839575910336,-0.22796798541091695,0.18062915641098928
Local Pivotal,0.043400692876578245,-0.29172005226942377,0.2471442372449506
Local Pivotal,-0.10800376605575196,-0.2715661536948384,0.20985255053605023
Local Pivotal,-0.018487044411695575,-0.23391546214642886,0.19309563014380024
Local Pivotal,0.102467798071188,-0.2860980463880413,0.2671879897265615
Local Pivotal,-0.11703734364131771,-0.3586866433506468,0.19532812795352392
Local Pivotal,-0.16007184140875025,-0.3792224176359432,0.1672454198160278
Local Pivotal,-0.10244707145881803,-0.19891316611122287,0.25826823640895646
Local Pivotal,0.04297544991625819,-0.35699643453866337,0.25528738951341523
Local Pivotal,0.07964927388384088,-0.3714741184636081,0.1794842393144919
Local Pivotal,0.1152640551510424,-0.4112009102774577,0.20730068446594738
Local Pivotal,-0.0806877253855828,-0.201879864772786,0.26532622702576525
Local Pivotal,0.06216768026132034,-0.13178426874330412,0.25485106258388784
Local Pivotal,-0.037592903509336036,-0.2387014455037116,0.22979180897669435
Local Pivotal,0.20376083527314703,-0.13898166305432372,0.4425533828728396
Local Pivotal,0.0753188576140068,-0.30629721468907367,0.2118776110254571
Local Pivotal,0.21077164588454053,-0.1099914000971703,0.2542736612018299
Local Pivotal,0.03465240355361719,-0.24401899938198826,0.24713015414594147
Local Pivotal,0.057362610434086636,-0.12371993476014023,0.18222555579291538
Local Pivotal,0.07272140661986001,-0.35335521802646014,0.2732452586312055
Local Pivotal,0.16360830941587548,-0.35314242702043136,0.1835499140649619
Local Pivotal,0.09711007634087623,-0.2025548252643506,0.12684614577279477
Local Pivotal,0.19939490246325053,-0.388040347418591,0.2875514405985891
Local Pivotal,0.36344812058559095,-0.15791472937707823,0.4479484087875754
Local Pivotal,-0.029641742984690203,-0.35389436528116,0.17823564063206104
Local Pivotal,-0.156493457231501,-0.20153368197300373,0.1775869308862406
Local Pivotal,0.1137928194094415,-0.16656166552965915,0.13482493035897905
Local Pivotal,0.10954817232729068,-0.13196199526234756,0.23912403845889726
Local Pivotal,0.06820468450284288,-0.22393506394590543,0.13769410774625698
Local Pivotal,0.18988191977501256,-0.1673004446319362,0.22534140185077234
Local Pivotal,0.19463638340244724,-0.2660195377319913,0.45351663757583427
Local Pivotal,0.35797505884050973,-0.2310425399888324,0.3025648019577284
Local Pivotal,-0.03475603204039388,-0.35078063737996107,0.21545817096816103
Local Pivotal,0.15409643611437027,-0.27806470656388066,0.26478550793916517
Local Pivotal,0.0627966845445542,-0.26610219201724256,0.23741616521289247
Local Pivotal,-0.029207069037863142,-0.08830588097931938,0.17114372072134998
Local Pivotal,0.04760588995985985,-0.2613977031823132,0.27664584984190216
Local Pivotal,-0.293139902267189,-0.12508546867008827,0.21582913556208405
Local Pivotal,0.13534854427614684,-0.24910951025891068,0.26242921650113543
Local Pivotal,0.03479930103018158,-0.3562286983806226,0.239026174121372
Local Pivotal,0.05042882609712808,-0.3816116128857491,0.19456418046660415
Local Pivotal,0.11499444516293902,-0.2255280991192761,0.343924332799836
Local Pivotal,-0.19409331516709308,-0.17203003915142343,0.25971245605262366
Local Pivotal,0.25349442224198016,-0.2583091251624713,0.2386197880482827
Local Pivotal,0.1582361749682974,-0.28270037219673383,0.24451812233196743
