x,y,prob
0.0,0.0,9.080646996561406e-06
0.0,0.05263157894736842,7.442074748894286e-05
0.0,0.10526315789473684,0.00016572204240943817
0.0,0.15789473684210525,0.00018487181235417744
0.0,0.21052631578947367,0.0002064271057925605
0.0,0.2631578947368421,0.00021995584591587262
0.0,0.3157894736842105,0.0002208218880845425
0.0,0.3684210526315789,0.00023281048958692644
0.0,0.42105263157894735,0.00032766600720388273
0.0,0.47368421052631576,0.0003743496550949976
0.0,0.5263157894736842,0.00039414542501233944
0.0,0.5789473684210527,0.00042351234774253325
0.0,0.631578947368421,0.0005047801082908491
0.0,0.6842105263157894,0.0005321243394913498
0.0,0.7368421052631579,0.0005767896971181135
0.0,0.7894736842105263,0.0005781231335511629
0.0,0.8421052631578947,0.0005885959149120461
0.0,0.894736842105263,0.0005903139995034629
0.0,0.9473684210526315,0.0005910710341528368
0.0,1.0,0.0005975931092213264
0.05263157894736842,0.0,0.000613605817081001
0.05263157894736842,0.05263157894736842,0.0006149723799791975
0.05263157894736842,0.10526315789473684,0.0006256763095412238
0.05263157894736842,0.15789473684210525,0.0006748176398421618
0.05263157894736842,0.21052631578947367,0.0006793023905520302
0.05263157894736842,0.2631578947368421,0.0006977923051789122
0.05263157894736842,0.3157894736842105,0.0007432366781988274
0.05263157894736842,0.3684210526315789,0.0007598426072369736
0.05263157894736842,0.42105263157894735,0.0007975819882334258
0.05263157894736842,0.47368421052631576,0.0008695669531539551
0.05263157894736842,0.5263157894736842,0.0008894406328716394
0.05263157894736842,0.5789473684210527,0.0010687006634102446
0.05263157894736842,0.631578947368421,0.0011495532387897306
0.05263157894736842,0.6842105263157894,0.001152559520610533
0.05263157894736842,0.7368421052631579,0.0011713158219720842
0.05263157894736842,0.7894736842105263,0.0011753452853142932
0.05263157894736842,0.8421052631578947,0.0012157373933957972
0.05263157894736842,0.894736842105263,0.001262771022161101
0.05263157894736842,0.9473684210526315,0.001422984436195288
0.05263157894736842,1.0,0.0014538790931118285
0.10526315789473684,0.0,0.0014951462565119377
0.10526315789473684,0.05263157894736842,0.0015372430177453473
0.10526315789473684,0.10526315789473684,0.001558883771031173
0.10526315789473684,0.15789473684210525,0.0015592260103660966
0.10526315789473684,0.21052631578947367,0.001612747413207941
0.10526315789473684,0.2631578947368421,0.0016160819869450171
0.10526315789473684,0.3157894736842105,0.0016623372769628583
0.10526315789473684,0.3684210526315789,0.0018265842176820356
0.10526315789473684,0.42105263157894735,0.001873292990167666
0.10526315789473684,0.47368421052631576,0.0019235976265931133
0.10526315789473684,0.5263157894736842,0.0019245091504272143
0.10526315789473684,0.5789473684210527,0.0019256186439503033
0.10526315789473684,0.631578947368421,0.001997139023577358
0.10526315789473684,0.6842105263157894,0.0020247376810324062
0.10526315789473684,0.7368421052631579,0.0020824700377122035
0.10526315789473684,0.7894736842105263,0.002245045016690676
0.10526315789473684,0.8421052631578947,0.0024160177914692095
0.10526315789473684,0.894736842105263,0.0025245351094493698
0.10526315789473684,0.9473684210526315,0.002568887942071487
0.10526315789473684,1.0,0.002596283498697941
0.15789473684210525,0.0,0.0025984003413121294
0.15789473684210525,0.05263157894736842,0.0026129476577364144
0.15789473684210525,0.10526315789473684,0.0026480148143152465
0.15789473684210525,0.15789473684210525,0.002698476463989633
0.15789473684210525,0.21052631578947367,0.00283480218649207
0.15789473684210525,0.2631578947368421,0.0029317654833857275
0.15789473684210525,0.3157894736842105,0.002950509615841254
0.15789473684210525,0.3684210526315789,0.0029971115494676656
0.15789473684210525,0.42105263157894735,0.0030305980388493944
0.15789473684210525,0.47368421052631576,0.003042783977830156
0.15789473684210525,0.5263157894736842,0.003071396929724868
0.15789473684210525,0.5789473684210527,0.0031056292263861945
0.15789473684210525,0.631578947368421,0.003232643058648276
0.15789473684210525,0.6842105263157894,0.0032856581878989524
0.15789473684210525,0.7368421052631579,0.0033177809187188777
0.15789473684210525,0.7894736842105263,0.0034204454794545627
0.15789473684210525,0.8421052631578947,0.0034349052170112855
0.15789473684210525,0.894736842105263,0.0035226875846452706
0.15789473684210525,0.9473684210526315,0.003560049579488383
0.15789473684210525,1.0,0.003655527332580864
0.21052631578947367,0.0,0.003658679508193707
0.21052631578947367,0.05263157894736842,0.0036776894425332063
0.21052631578947367,0.10526315789473684,0.003704060820036612
0.21052631578947367,0.15789473684210525,0.0037228088421378015
0.21052631578947367,0.21052631578947367,0.003728667045806774
0.21052631578947367,0.2631578947368421,0.003756198788585234
0.21052631578947367,0.3157894736842105,0.0038237804088983537
0.21052631578947367,0.3684210526315789,0.0038486185920753634
0.21052631578947367,0.42105263157894735,0.0039254826851808705
0.21052631578947367,0.47368421052631576,0.003996527203503619
0.21052631578947367,0.5263157894736842,0.004072046564548136
0.21052631578947367,0.5789473684210527,0.004107034479496555
0.21052631578947367,0.631578947368421,0.004298867938067971
0.21052631578947367,0.6842105263157894,0.0043254401339771435
0.21052631578947367,0.7368421052631579,0.004384012460808352
0.21052631578947367,0.7894736842105263,0.004402360739283334
0.21052631578947367,0.8421052631578947,0.004420545053125233
0.21052631578947367,0.894736842105263,0.004466126353931928
0.21052631578947367,0.9473684210526315,0.004477771641234166
0.21052631578947367,1.0,0.004521401729334164
0.2631578947368421,0.0,0.004655628615477134
0.2631578947368421,0.05263157894736842,0.0047615926653999715
0.2631578947368421,0.10526315789473684,0.004766314418446162
0.2631578947368421,0.15789473684210525,0.00479938394047394
0.2631578947368421,0.21052631578947367,0.004815174872450628
0.2631578947368421,0.2631578947368421,0.004907836968384566
0.2631578947368421,0.3157894736842105,0.0049327436454966655
0.2631578947368421,0.3684210526315789,0.00494485103482314
0.2631578947368421,0.42105263157894735,0.005024812861661072
0.2631578947368421,0.47368421052631576,0.005046740528588699
0.2631578947368421,0.5263157894736842,0.005134913282440474
0.2631578947368421,0.5789473684210527,0.005197562743039296
0.2631578947368421,0.631578947368421,0.005282864483449914
0.2631578947368421,0.6842105263157894,0.005283853528955892
0.2631578947368421,0.7368421052631579,0.005337735998552063
0.2631578947368421,0.7894736842105263,0.005345527839615981
0.2631578947368421,0.8421052631578947,0.005379519620772746
0.2631578947368421,0.894736842105263,0.005380269539068161
0.2631578947368421,0.9473684210526315,0.005464888926496896
0.2631578947368421,1.0,0.005493759878777417
0.3157894736842105,0.0,0.00556046534398405
0.3157894736842105,0.05263157894736842,0.0056693128613655545
0.3157894736842105,0.10526315789473684,0.005746837274564713
0.3157894736842105,0.15789473684210525,0.005850592080506355
0.3157894736842105,0.21052631578947367,0.005869165516375551
0.3157894736842105,0.2631578947368421,0.005956022341960946
0.3157894736842105,0.3157894736842105,0.00607537779868613
