Method,Density,Voronoi,Moran,Local Balance
"K-Means (1, 1)",0.06714969563159705,0.1118031866960376,-0.07410366051381022,0.35876431281444704
"K-Means (1, 1)",-0.41374894313397337,0.06280731886353615,-0.09712067549485613,0.5700086132209632
"K-Means (1, 1)",-0.3022846251147942,0.11818195920852757,-0.19690430819083057,0.561215422400918
"K-Means (1, 1)",-0.4397732598459191,0.06898664046887185,-0.11882846061114267,0.5795311428910054
"K-Means (1, 1)",-0.3634535628452221,0.08913367128787357,-0.14634842447440707,0.4513943083666533
"K-Means (1, 1)",-0.31920677461802127,0.11714932553797103,-0.11251053217656799,0.5942493143360956
"K-Means (1, 1)",-0.31457406527102777,0.12065859001374085,-0.11312991825608727,0.6147779140235345
"K-Means (1, 1)",-0.017358428051394953,0.07123267988523312,-0.14226094809115697,0.34151982529403113
"K-Means (1, 1)",-0.3398241260590769,0.07886995644951375,-0.15662528121417227,0.4499554056088761
"K-Means (1, 1)",-0.317783105397528,0.11226094205563864,-0.1623952166237937,0.38310454316508097
"K-Means (1, 1)",-0.4606182323560212,0.09830326502537297,-0.08396634706918898,0.43662334105730166
"K-Means (1, 1)",0.032923457352422095,0.12895620152377898,-0.23311266602379738,0.2943924202357174
"K-Means (1, 1)",-0.3994697707598097,0.1856042363320744,-0.10686916860708598,0.6172466392364386
"K-Means (1, 1)",0.09780076634336274,0.11303287023475866,-0.1778650013991339,0.35047450712007167
"K-Means (1, 1)",-0.4038582492395319,0.08646314113929762,-0.1283938770015749,0.4444670991389672
"K-Means (1, 1)",0.06804094646271616,0.12105870333106661,-0.21663941772089784,0.310233330439786
"K-Means (1, 1)",-0.4800632670639,0.08868651199651548,-0.08756105757002869,0.5051706899361831
"K-Means (1, 1)",-0.502961797281392,0.1032452246210566,-0.04370742319369889,0.5265975257540224
"K-Means (1, 1)",-0.10230064303383174,0.02263682913104564,-0.1510755736575717,0.47180931519645314
"K-Means (1, 1)",-0.49145778073978663,0.18746763303958014,-0.04362880006457153,0.598054923242371
"K-Means (1, 1)",-0.3604495435983481,0.07170194517038071,-0.1127138046327045,0.526355967554865
"K-Means (1, 1)",0.03377761774108691,0.09463477111496671,-0.053750349546933675,0.19870375474968924
"K-Means (1, 1)",-0.2933711195596857,0.07740945995571705,-0.20849964798032877,0.5301532315059165
