x,y,prob
2664270,1238800,0.002383435463052506
2667680,1239530,0.0010525142358209073
2658900,1266550,0.00022634714748836715
2660980,1268530,0.004110464198388748
2667410,1246730,0.005314631023026861
2666880,1245880,0.006077420910062658
2638890,1233450,0.0010298795210720705
2659730,1260660,0.004223637772132931
2649950,1249080,0.008413323472142608
2655740,1231560,0.0004345865231776649
2654300,1239510,0.0010638315931953257
2642130,1266050,0.004927577400821753
2641050,1264310,0.0014010888429529928
2670560,1239260,0.006794941367600782
2669280,1239430,0.0021186093004911164
2671550,1238080,0.004717074553657571
2667930,1245980,0.005823912104875687
2656210,1251350,0.0014871007589985722
2666740,1246350,0.006668186965007297
2664740,1246660,0.004622008751712457
2671190,1240120,0.003397470683800391
2668200,1256200,0.00022634714748836715
2665450,1251240,0.004635589580561759
2660070,1245430,0.001149843509240905
2665520,1247770,0.0022023577450618124
2665690,1245960,0.009069730199858872
2666440,1247210,0.005319157965976628
2666980,1247620,0.0008872808181543992
2670940,1238050,0.0013014960980581112
2654090,1233800,0.001385244542628807
2653820,1247150,0.002962884160622726
2652790,1237540,0.0003327303068078997
2672040,1237380,0.0027342735416594753
2667000,1243050,0.004194212642959444
2650150,1244550,0.00022634714748836715
2662650,1247560,0.007279324263225887
2657300,1257600,0.012209165135522525
2669090,1241910,0.004155733627886421
2669440,1235990,0.0015482144888204314
2646620,1241690,0.0002399279763376692
2655610,1253430,0.0035513867440924805
2647340,1255720,0.00022634714748836715
2645550,1242240,0.0006745144995153341
2663330,1249740,0.0010298795210720705
2671590,1238470,0.0015414240743957803
2646800,1250500,0.003852428450252009
2647960,1265650,0.002197830802112045
2658720,1245010,0.0012335919538116011
2642970,1265720,0.001577639617993919
2647690,1266590,0.0035853388162157356
2660180,1243190,0.001493891173423223
2645500,1264010,0.0006111372982185914
2653850,1252250,0.00022634714748836715
2659130,1272540,0.0035174346719692253
2665520,1248500,0.0007401551722869606
2667120,1247050,0.002005435726746933
2652050,1256210,0.0019873279549478635
2643510,1241820,0.0020235434985460023
2643210,1243940,0.004074248654790609
2643380,1242510,0.0027116388269106386
2643940,1240600,0.0020914476427925125
2667050,1248170,0.0052625711791045365
2666370,1248770,0.009970591846862572
2645800,1253360,0.00022634714748836715
2658710,1271880,0.008171132024330055
2650880,1258570,0.001143053094816254
2627600,1261840,0.003089638563216212
2668400,1268600,0.00022634714748836715
2663860,1251490,0.001647807233715313
2655960,1230920,0.0017790885792585659
2656310,1231440,0.0007175204575381238
2672860,1235120,0.0036622968463617804
2670970,1236880,0.002514716808595759
2671900,1235410,0.002469447379098086
2670760,1235810,0.0007446821152367279
2671730,1236220,0.0041285719701878165
2632440,1269660,0.0024422857213994816
2631920,1269420,0.0040878294836399105
2633280,1270820,0.0015346336599711293
2672840,1231920,0.006326402772299862
2660900,1255950,0.00022634714748836715
2665360,1251920,0.0015640587891446172
2664620,1252350,0.0009891370345241645
2663390,1247020,0.0024581300217236673
2664110,1249460,0.0028565010013031932
2664660,1250010,0.0014486217439255498
2664830,1249270,0.00043911346612743226
2665060,1248740,0.00022634714748836715
2665180,1248430,0.0004096883369539446
2673400,1225050,0.007666377885430995
2637040,1241880,0.0036464525460375946
2665520,1268530,0.0153870790862592
2628450,1265850,0.006521061319139858
2624960,1265480,0.0037799973630557315
2662960,1273300,0.004388871189799439
2649590,1251160,0.0056745229875333645
2633480,1237850,0.00464237999498641
2670750,1240660,0.0035672310444166662
2671180,1240750,0.0037437818194575928
2671030,1239270,0.0009438676050264911
2670410,1240980,0.0039656020239961925
2660050,1240220,0.0007605264155609136
2652700,1256180,0.00022634714748836715
2645600,1240900,0.00022634714748836715
2671360,1226840,0.001991854897897631
2670640,1250980,0.002483028207947388
2644640,1237650,0.0026641059259380814
2646400,1237150,0.00022634714748836715
2664200,1251150,0.00022634714748836715
2666100,1250050,0.00022634714748836715
2665820,1249770,0.0033522012543027177
2635720,1237100,0.0042530629013064186
2636460,1238110,0.0012335919538116011
2649600,1267170,0.004683122481534316
2653930,1259900,0.0020778668139432104
2670080,1242060,0.007283851206175655
2662190,1261880,0.00653464214798916
2660010,1263350,0.0027116388269106386
2656700,1265000,0.00022634714748836715
2656040,1258210,0.010923513337788598
2659840,1260040,0.00147351993014927
2659940,1259970,0.003811685963704103
2662140,1252180,0.0009008616470037012
2649570,1257360,0.0028995069593259833
2633110,1268460,0.0015866935038934538
2639510,1237550,0.004567685436315249
2657430,1240660,0.010785441577820694
2665310,1270080,0.001964693240199027
2741090,1249960,0.0016591245910897313
2735370,1250210,0.0006609336706660321
2745200,1247250,0.00022634714748836715
2755930,1257190,0.00022634714748836715
2583280,1209060,0.0008963347040539339
2593370,1183430,0.03395207212325507
2635800,1186070,0.0006926222713144035
2611730,1182510,0.0011747416954646255
2612570,1180130,0.0035989196450650377
2613600,1174600,0.0030330517763441198
2611580,1177570,0.028257177892447756
2625440,1208790,0.00022634714748836715
2620880,1235800,0.0007243108719627749
2616850,1233350,0.0011566339236655562
